,LAT,LON,CORR_DEPTH,MAG_TOT,MAG_TOT2,MAG_RES,GRA_OBS,EOTVOS,FREEAIR,LINEID
2017-09-11 14:49:00+00:00,-26.17391,71.09997,3435.2,46015.7,46021.0,-208.0,979041.8,59.7,3.5,7-101
2017-09-11 14:50:00+00:00,-26.17524,71.10266,3339.9,46019.5,46011.2,-207.7,979043.3,58.8,6.1,7-101
2017-09-11 14:51:00+00:00,-26.17568,71.10356,3339.6,46023.9,46037.6,-206.7,979045.1,59.4,7.2,7-101
2017-09-11 14:53:00+00:00,-26.17923,71.11073,3100.7,46038.1,46036.6,-191.5,979050.4,59.0,12.5,7-101
2017-09-11 14:54:00+00:00,-26.18058,71.11343,3142.3,46047.3,46042.5,-181.2,979052.6,59.1,15.0,7-101
2017-09-11 14:55:00+00:00,-26.18193,71.11613,3180.9,46059.7,46027.7,-174.4,979054.5,59.0,16.5,7-101
2017-09-11 14:56:00+00:00,-26.18328,71.11882,3172.9,46072.5,46063.5,-162.7,979056.8,59.3,18.4,7-101
2017-09-11 14:57:00+00:00,-26.18462,71.12151,3229.3,46080.4,46076.0,-155.7,979058.4,59.4,20.3,7-101
2017-09-11 14:58:00+00:00,-26.1855,71.12331,3142.8,46088.2,46084.5,-150.7,979059.8,59.2,21.2,7-101
2017-09-11 15:23:00+00:00,-26.21906,71.19194,2826.9,46298.1,46295.9,24.5,979081.5,61.0,41.0,7-101
2017-09-11 15:24:00+00:00,-26.22042,71.19473,2783.8,46306.1,46298.0,30.6,979081.8,61.0,41.3,7-101
2017-09-11 15:25:00+00:00,-26.22178,71.1975,2969.0,46304.5,46305.0,33.2,979082.7,60.5,41.5,7-101
2017-09-11 15:26:00+00:00,-26.2231,71.20023,2797.5,46314.5,46312.7,36.2,979082.6,59.4,41.7,7-101
2017-09-11 15:27:00+00:00,-26.2244,71.20291,2783.2,46318.2,46314.3,38.8,979083.3,58.8,42.3,7-101
2017-09-11 15:28:00+00:00,-26.22571,71.20559,2800.4,46319.6,44639.3,39.7,979084.5,59.4,42.7,7-101
2017-09-11 15:29:00+00:00,-26.22706,71.20831,2727.7,46321.9,46323.3,40.7,979084.6,59.3,43.7,7-101
2017-09-11 15:30:00+00:00,-26.22843,71.21103,2617.0,46324.7,46322.4,39.2,979085.1,59.0,43.9,7-101
2017-09-11 15:31:00+00:00,-26.2298,71.21373,2616.6,46326.1,46325.5,37.9,979086.1,59.4,44.2,7-101
2017-09-11 15:32:00+00:00,-26.23116,71.21644,2633.7,46322.4,46324.0,35.8,979086.7,58.3,44.5,7-101
2017-09-11 15:33:00+00:00,-26.23244,71.21907,2686.3,46322.6,46325.4,33.3,979085.7,57.8,44.8,7-101
2017-09-11 15:34:00+00:00,-26.23369,71.22166,2675.4,46269.6,46321.9,31.5,979087.4,56.9,45.2,7-101
2017-09-11 15:35:00+00:00,-26.23498,71.22429,2638.2,46320.4,46321.9,29.1,979087.4,58.3,45.5,7-101
2017-09-11 15:36:00+00:00,-26.23632,71.22696,2597.2,46317.2,46321.1,25.8,979087.4,57.9,45.7,7-101
2017-09-11 15:37:00+00:00,-26.23764,71.2296,2637.7,46318.0,46316.6,22.2,979087.8,57.3,46.4,7-101
2017-09-11 15:38:00+00:00,-26.23893,71.2322,2573.9,46312.8,46313.7,18.5,979088.3,57.2,47.1,7-101
2017-09-11 15:39:00+00:00,-26.24023,71.23486,2594.8,46309.2,46311.2,14.7,979089.6,58.2,47.4,7-101
2017-09-11 15:40:00+00:00,-26.24155,71.23756,2606.8,46307.3,46309.5,11.1,979089.4,59.7,47.5,7-101
2017-09-11 15:41:00+00:00,-26.24288,71.2403,2599.5,46316.1,46309.3,9.3,979090.7,60.6,47.7,7-101
2017-09-11 15:42:00+00:00,-26.24422,71.24307,2550.2,46303.2,46298.7,3.5,979089.8,61.1,47.5,7-101
2017-09-11 15:43:00+00:00,-26.24556,71.24584,2646.5,46314.3,46305.3,4.4,979090.3,59.7,47.5,7-101
2017-09-11 15:44:00+00:00,-26.2469,71.24855,2652.5,46301.2,46302.4,2.7,979089.0,58.4,47.4,7-101
2017-09-11 15:45:00+00:00,-26.24819,71.25119,2660.7,46309.4,46306.8,3.0,979089.9,57.6,47.5,7-101
2017-09-11 15:46:00+00:00,-26.24946,71.25382,2664.5,46311.4,46307.6,4.2,979091.0,58.4,47.5,7-101
2017-09-11 15:47:00+00:00,-26.25074,71.2565,2670.8,46311.5,46312.0,5.9,979090.6,59.4,47.7,7-101
2017-09-11 15:48:00+00:00,-26.25205,71.25923,2690.9,46319.4,46318.8,10.1,979090.7,60.3,47.7,7-101
2017-09-11 15:49:00+00:00,-26.25339,71.26201,2609.2,46329.1,46320.0,13.7,979090.4,60.9,47.6,7-101
2017-09-11 15:50:00+00:00,-26.25476,71.2648,2655.7,46328.3,46325.7,18.3,979090.9,61.2,47.5,7-101
2017-09-11 15:51:00+00:00,-26.25613,71.26758,2684.2,46334.5,46317.1,21.2,979089.6,60.5,47.2,7-101
2017-09-11 15:52:00+00:00,-26.2575,71.27033,2669.4,46339.1,46338.5,24.5,979089.9,59.7,47.0,7-101
2017-09-11 15:53:00+00:00,-26.25884,71.27304,2739.3,46329.4,46343.6,27.4,979090.4,59.4,47.0,7-101
2017-09-11 15:54:00+00:00,-26.26016,71.27574,2721.0,46354.6,46347.1,30.5,979090.7,59.8,46.8,7-101
2017-09-11 15:55:00+00:00,-26.2615,71.2785,2693.0,46350.1,46349.5,33.1,979090.4,60.7,46.8,7-101
2017-09-11 15:56:00+00:00,-26.26288,71.28129,2668.0,46347.0,46353.8,33.9,979089.3,61.3,46.3,7-101
2017-09-11 15:57:00+00:00,-26.26382,71.28318,2637.6,46356.7,46363.7,35.7,979089.4,61.9,46.0,7-101
2017-09-11 15:58:00+00:00,-26.2657,71.287,2678.0,46363.7,46362.2,37.9,979090.1,63.2,45.6,7-101
2017-09-11 15:59:00+00:00,-26.26712,71.28989,2644.1,46365.6,46364.2,39.2,979089.2,63.5,45.2,7-101
2017-09-11 16:00:00+00:00,-26.26852,71.29277,2656.3,46368.2,46367.0,40.0,979088.2,62.3,44.6,7-101
2017-09-11 16:01:00+00:00,-26.26988,71.29557,2742.7,46390.3,46370.5,40.8,979087.9,60.3,44.1,7-101
2017-09-11 16:02:00+00:00,-26.27122,71.29828,2730.6,46382.2,46370.1,40.2,979087.9,58.9,43.7,7-101
2017-09-11 16:03:00+00:00,-26.27254,71.30096,2744.3,46382.0,46370.3,41.7,979087.8,58.5,43.5,7-101
2017-09-11 16:04:00+00:00,-26.27386,71.30367,2691.2,46382.8,46371.3,44.5,979088.1,59.4,43.4,7-101
2017-09-11 16:05:00+00:00,-26.27519,71.30639,2697.3,46379.9,46377.8,44.5,979087.2,60.2,43.0,7-101
2017-09-11 16:06:00+00:00,-26.27653,71.30914,2676.3,46381.5,46380.6,45.9,979087.4,61.0,42.4,7-101
2017-09-11 16:07:00+00:00,-26.27788,71.31192,2671.1,46385.6,46384.0,47.8,979086.7,60.7,41.9,7-101
2017-09-11 16:08:00+00:00,-26.27923,71.31469,2662.3,46391.9,46390.3,51.7,979085.8,59.9,41.3,7-101
2017-09-11 16:09:00+00:00,-26.28056,71.31739,2664.3,46406.3,46392.9,56.5,979086.3,58.8,40.9,7-101
2017-09-11 16:10:00+00:00,-26.28189,71.32007,2658.3,46405.1,46402.7,62.1,979085.1,58.5,40.7,7-101
2017-09-11 16:11:00+00:00,-26.28322,71.32276,2693.3,46413.0,46408.4,66.9,979086.2,59.5,40.4,7-101
2017-09-11 16:12:00+00:00,-26.2846,71.32549,2675.2,46417.6,46414.2,72.3,979085.4,60.0,40.0,7-101
2017-09-11 16:13:00+00:00,-26.28597,71.32827,2668.9,46429.3,46423.8,81.0,979084.4,60.2,39.2,7-101
2017-09-11 16:14:00+00:00,-26.28731,71.33101,2670.4,46435.5,46431.6,87.7,979084.4,59.8,39.0,7-101
2017-09-11 16:15:00+00:00,-26.28864,71.33374,2668.9,46448.9,46438.0,98.3,979084.3,59.7,38.7,7-101
2017-09-11 16:16:00+00:00,-26.28997,71.33646,2668.5,46456.4,46452.9,106.8,979083.2,59.6,37.9,7-101
2017-09-11 16:17:00+00:00,-26.2913,71.33917,2647.7,46464.8,46465.0,115.6,979083.0,59.7,37.5,7-101
2017-09-11 16:18:00+00:00,-26.29263,71.3419,2558.7,46479.5,46476.2,124.7,979082.6,59.8,36.8,7-101
2017-09-11 16:19:00+00:00,-26.29397,71.34464,2606.5,46490.5,46483.7,131.1,979082.8,59.9,36.6,7-101
2017-09-11 16:20:00+00:00,-26.2953,71.34735,2619.2,46498.0,46492.6,140.3,979081.7,59.3,35.9,7-101
2017-09-11 16:21:00+00:00,-26.29662,71.35007,2769.0,46503.0,46500.2,144.0,979081.3,59.5,35.5,7-101
2017-09-11 16:22:00+00:00,-26.29794,71.3528,2738.7,46506.0,46506.5,146.5,979081.1,59.4,34.7,7-101
2017-09-11 16:23:00+00:00,-26.29927,71.35551,2770.7,46493.8,46507.5,146.2,979080.1,59.5,34.2,7-101
2017-09-11 16:24:00+00:00,-26.30059,71.35821,2742.9,46508.4,46508.7,144.4,979079.9,58.7,33.7,7-101
2017-09-11 16:25:00+00:00,-26.30103,71.35911,2780.2,46485.5,46507.8,143.6,979079.9,58.8,33.6,7-101
2017-09-11 16:26:00+00:00,-26.30324,71.36356,2826.1,46502.7,46503.5,136.0,979078.8,58.2,32.6,7-101
2017-09-11 16:27:00+00:00,-26.30455,71.36625,2810.8,46496.9,46499.5,131.0,979078.6,59.4,31.9,7-101
2017-09-11 16:28:00+00:00,-26.30588,71.36898,2826.3,46495.6,46496.7,125.1,979078.1,59.4,31.2,7-101
2017-09-11 16:29:00+00:00,-26.30721,71.37172,2790.6,46489.7,46489.8,121.9,979077.1,59.5,30.9,7-101
2017-09-11 16:30:00+00:00,-26.30855,71.37442,2778.7,46484.0,46490.4,116.8,979077.1,58.8,30.1,7-101
2017-09-11 16:31:00+00:00,-26.30901,71.37531,2760.6,46489.6,46490.8,116.3,979076.4,58.3,30.0,7-101
2017-09-11 16:32:00+00:00,-26.31122,71.37978,2750.7,46486.1,46494.3,114.8,979075.7,59.2,28.2,7-101
2017-09-11 16:33:00+00:00,-26.31254,71.3825,2738.3,46494.0,46491.8,116.9,979075.0,59.4,28.0,7-101
2017-09-11 16:34:00+00:00,-26.31389,71.38523,2848.0,46499.8,46496.0,122.5,979074.9,60.1,27.8,7-101
2017-09-11 16:35:00+00:00,-26.31525,71.38798,2928.7,46510.4,46501.1,130.3,979073.9,60.0,26.8,7-101
2017-09-11 16:36:00+00:00,-26.31661,71.39074,3003.9,46520.2,46511.1,140.3,979073.2,60.5,25.8,7-101
2017-09-11 16:37:00+00:00,-26.31797,71.39351,2960.9,46534.1,46526.4,151.4,979072.6,60.5,24.9,7-101
2017-09-11 16:38:00+00:00,-26.31934,71.39627,2942.3,46548.4,46539.0,165.4,979072.4,61.0,24.2,7-101
2017-09-11 16:39:00+00:00,-26.32071,71.39904,2929.8,46571.2,46556.5,181.1,979071.4,60.9,23.8,7-101
2017-09-11 16:40:00+00:00,-26.32207,71.40182,2959.8,46579.8,46572.9,193.1,979070.6,60.7,22.7,7-101
2017-09-11 16:41:00+00:00,-26.32339,71.4046,2956.1,46597.1,46587.4,209.4,979069.6,60.0,22.0,7-101
2017-09-11 16:42:00+00:00,-26.32469,71.40734,2939.5,46612.5,46603.6,224.9,979069.8,59.5,21.4,7-101
2017-09-11 16:43:00+00:00,-26.32599,71.41006,2931.6,46625.8,46662.9,234.9,979068.6,59.0,20.7,7-101
2017-09-11 16:44:00+00:00,-26.32729,71.41274,2883.9,46648.5,46634.8,246.3,979068.1,58.5,20.1,7-101
2017-09-11 16:45:00+00:00,-26.32861,71.4154,2977.8,46644.3,46642.3,252.3,979067.6,58.1,19.2,7-101
2017-09-11 16:46:00+00:00,-26.32993,71.41805,3024.2,46651.8,46649.1,257.0,979066.7,57.7,18.8,7-101
2017-09-11 16:47:00+00:00,-26.33123,71.42069,2974.4,46668.3,46659.1,261.6,979066.4,57.6,18.3,7-101
2017-09-11 16:48:00+00:00,-26.33252,71.42333,3002.6,46662.5,46656.5,261.7,979066.1,58.3,17.4,7-101
2017-09-11 16:49:00+00:00,-26.33382,71.426,2985.2,46662.6,46661.5,260.9,979065.6,58.6,16.5,7-101
2017-09-11 16:50:00+00:00,-26.33515,71.4287,3098.6,46660.6,46657.5,259.0,979064.6,59.3,15.5,7-101
2017-09-11 16:51:00+00:00,-26.33646,71.43139,3117.5,46655.5,46679.4,257.0,979063.6,58.9,14.7,7-101
2017-09-11 16:52:00+00:00,-26.33775,71.4341,3030.2,46646.5,46659.6,252.9,979062.9,58.7,14.2,7-101
2017-09-11 16:53:00+00:00,-26.33905,71.43679,3085.4,46651.7,46654.5,246.7,979062.5,58.8,13.4,7-101
2017-09-11 16:54:00+00:00,-26.34039,71.43949,3100.0,46648.1,46650.1,242.2,979062.1,58.8,12.6,7-101
2017-09-11 16:55:00+00:00,-26.34176,71.4422,3136.2,46645.4,46647.4,236.9,979061.8,59.7,12.3,7-101
2017-09-11 16:56:00+00:00,-26.34313,71.44492,3172.2,46640.2,46643.2,232.1,979060.9,60.0,11.5,7-101
2017-09-11 16:58:00+00:00,-26.34582,71.45041,3262.2,46628.0,46633.7,217.5,979059.3,60.3,9.1,7-101
2017-09-11 16:59:00+00:00,-26.34715,71.45316,3251.2,46626.3,46630.1,213.8,979057.8,60.0,7.9,7-101
2017-09-11 17:00:00+00:00,-26.34848,71.4559,3261.4,46619.6,46620.1,205.1,979057.6,59.8,7.6,7-101
2017-09-11 17:01:00+00:00,-26.34982,71.45861,3267.8,46612.5,46616.9,196.9,979056.3,58.8,6.5,7-101
2017-09-11 17:02:00+00:00,-26.35114,71.46131,3310.2,46604.2,46607.0,186.2,979055.6,58.7,5.9,7-101
2017-09-11 17:03:00+00:00,-26.35244,71.46401,3286.2,46594.4,46324.1,175.7,979055.3,58.8,5.1,7-101
2017-09-11 17:04:00+00:00,-26.35376,71.46669,3224.8,46585.6,46593.1,165.7,979054.5,58.8,4.3,7-101
2017-09-11 17:05:00+00:00,-26.35508,71.46934,3283.2,46574.4,46583.3,153.8,979053.9,58.1,3.3,7-101
2017-09-11 17:06:00+00:00,-26.35638,71.47198,3261.0,46564.7,46572.0,141.1,979053.4,57.7,2.6,7-101
2017-09-11 17:07:00+00:00,-26.35766,71.47461,3262.7,46552.1,46560.9,127.4,979052.3,57.4,2.3,7-101
2017-09-11 17:08:00+00:00,-26.35896,71.47728,3253.9,46543.1,46546.5,116.8,979051.9,58.3,1.3,7-101
2017-09-11 17:09:00+00:00,-26.36026,71.47995,3266.5,46529.6,46532.6,101.7,979050.5,58.5,0.2,7-101
2017-09-11 17:10:00+00:00,-26.36156,71.48263,3259.7,46524.1,46525.6,92.5,979050.4,58.9,-0.4,7-101
2017-09-11 17:11:00+00:00,-26.36288,71.48531,3248.0,46509.4,46497.8,77.3,979049.6,58.3,-1.0,7-101
2017-09-11 17:12:00+00:00,-26.36421,71.488,3271.2,46500.0,46504.5,68.3,979048.6,58.8,-1.7,7-101
2017-09-11 17:13:00+00:00,-26.36557,71.49071,3303.1,46506.9,46497.3,60.9,979048.5,59.4,-2.3,7-101
2017-09-11 17:14:00+00:00,-26.36694,71.49347,3327.0,46492.0,46491.1,52.5,979048.1,61.1,-3.3,7-101
2017-09-11 17:15:00+00:00,-26.3683,71.49627,3325.1,46484.2,46483.7,46.9,979047.1,61.5,-4.1,7-101
2017-09-11 17:16:00+00:00,-26.36966,71.49908,3298.1,46479.9,46481.8,42.6,979046.3,61.6,-5.6,7-101
2017-09-11 17:17:00+00:00,-26.37103,71.50187,3388.1,46477.5,46477.8,38.0,979044.7,60.6,-6.6,7-101
2017-09-11 17:18:00+00:00,-26.3724,71.50464,3448.1,46477.6,46477.1,35.5,979044.6,60.7,-7.3,7-101
2017-09-11 17:19:00+00:00,-26.37376,71.50742,3522.1,46474.6,46476.5,33.8,979043.4,60.4,-8.4,7-101
2017-09-11 17:20:00+00:00,-26.3751,71.51017,3547.8,46476.6,46511.2,32.1,979043.4,60.1,-8.6,7-101
2017-09-11 17:21:00+00:00,-26.37642,71.51288,3531.5,46477.2,46476.1,30.8,979041.9,58.9,-9.3,7-101
2017-09-11 17:22:00+00:00,-26.37775,71.5156,3523.5,46477.5,46476.8,30.5,979041.4,59.0,-10.0,7-101
2017-09-11 17:23:00+00:00,-26.37906,71.51832,3502.2,46478.4,46446.9,30.1,979041.2,59.7,-10.3,7-101
2017-09-11 17:24:00+00:00,-26.3804,71.52107,3493.4,46477.8,46478.9,29.5,979041.6,60.3,-10.8,7-101
2017-09-11 17:25:00+00:00,-26.38175,71.52381,3600.0,46481.5,46480.5,29.8,979040.6,60.4,-11.6,7-101
2017-09-11 17:26:00+00:00,-26.38311,71.52656,3581.4,46483.1,46482.2,30.6,979040.1,60.0,-12.2,7-101
2017-09-11 17:27:00+00:00,-26.38447,71.5293,3613.1,46485.7,46484.5,30.9,979039.5,59.7,-12.6,7-101
2017-09-11 17:28:00+00:00,-26.38581,71.53203,3624.6,46487.9,46488.3,31.1,979038.4,59.0,-13.6,7-101
2017-09-11 17:29:00+00:00,-26.38714,71.53474,3628.6,46500.6,46489.5,33.1,979038.7,58.6,-14.0,7-101
2017-09-11 17:30:00+00:00,-26.38845,71.53742,3623.7,46486.6,46491.0,32.3,979038.0,58.6,-14.5,7-101
2017-09-11 17:31:00+00:00,-26.38976,71.5401,3660.5,46496.5,46493.6,33.5,979037.5,58.5,-14.8,7-101
2017-09-11 17:32:00+00:00,-26.39107,71.54279,3643.7,46497.6,46500.0,36.0,979038.2,59.1,-15.0,7-101
2017-09-11 17:33:00+00:00,-26.39239,71.54549,3660.2,46498.2,46505.7,36.1,979036.5,58.4,-15.5,7-101
2017-09-11 17:34:00+00:00,-26.3937,71.54817,3678.3,46502.4,46500.6,37.5,979037.6,59.1,-15.6,7-101
2017-09-11 17:35:00+00:00,-26.39506,71.55089,3700.9,46505.3,46503.5,39.4,979037.2,59.6,-15.9,7-101
2017-09-11 17:36:00+00:00,-26.39644,71.55367,3705.4,46507.2,46506.0,40.8,979036.8,60.9,-16.1,7-101
2017-09-11 17:37:00+00:00,-26.39781,71.55647,3714.8,46509.1,46509.5,42.8,979037.1,61.3,-16.5,7-101
2017-09-11 17:38:00+00:00,-26.39915,71.55924,3667.6,46523.7,46518.3,47.4,979036.3,60.0,-16.6,7-101
2017-09-11 17:39:00+00:00,-26.40048,71.56195,3634.9,46524.0,46519.7,51.5,979036.7,59.1,-16.8,7-101
2017-09-11 17:40:00+00:00,-26.40182,71.56463,3628.8,46529.5,46524.9,55.4,979037.0,58.5,-16.7,7-101
2017-09-11 17:41:00+00:00,-26.40314,71.56732,3646.8,46533.1,46531.1,59.1,979036.3,58.8,-16.6,7-101
2017-09-11 17:42:00+00:00,-26.40446,71.57003,3650.4,46541.8,46535.5,63.6,979037.3,59.7,-16.6,7-101
2017-09-11 17:43:00+00:00,-26.40579,71.57279,3638.6,46547.1,46544.2,68.3,979036.8,59.8,-16.6,7-101
2017-09-11 17:44:00+00:00,-26.4071,71.57554,3659.7,46549.9,46547.3,70.8,979037.3,59.6,-16.4,7-101
2017-09-11 17:45:00+00:00,-26.40842,71.57824,3686.0,46553.2,46553.8,72.3,979037.8,58.8,-16.3,7-101
2017-09-11 17:46:00+00:00,-26.40976,71.5809,3733.0,46557.9,46555.1,72.9,979038.3,58.6,-15.9,7-101
2017-09-11 17:47:00+00:00,-26.4111,71.58358,3711.2,46555.0,46501.1,72.6,979039.6,59.3,-15.1,7-101
2017-09-11 17:48:00+00:00,-26.41246,71.58631,3719.6,46554.1,46556.6,70.2,979040.1,59.7,-14.6,7-101
2017-09-11 17:49:00+00:00,-26.4138,71.58905,3684.9,46552.9,46554.7,66.8,979040.1,59.3,-14.3,7-101
2017-09-11 17:50:00+00:00,-26.41513,71.59174,3619.2,46548.9,46551.4,61.7,979040.9,58.7,-13.3,7-101
2017-09-11 17:51:00+00:00,-26.41646,71.59444,3617.7,46541.2,46544.6,55.4,979042.1,59.0,-12.6,7-101
2017-09-11 17:52:00+00:00,-26.41779,71.59719,3652.1,46536.5,46526.3,45.7,979042.0,59.6,-12.1,7-101
2017-09-11 17:53:00+00:00,-26.41912,71.59993,3701.2,46530.0,46536.9,38.3,979044.5,60.1,-10.8,7-101
2017-09-11 17:54:00+00:00,-26.42046,71.60267,3663.5,46524.3,46528.2,29.1,979046.1,60.7,-9.7,7-101
2017-09-11 17:55:00+00:00,-26.42183,71.60545,3584.6,46519.3,46517.8,19.5,979046.9,61.0,-8.1,7-101
2017-09-11 17:56:00+00:00,-26.42322,71.60824,3516.6,46505.2,46512.1,10.4,979048.1,60.3,-7.5,7-101
2017-09-11 17:57:00+00:00,-26.42456,71.61097,3453.3,46499.0,46506.3,1.4,979048.1,59.0,-6.8,7-101
2017-09-11 17:58:00+00:00,-26.42588,71.61368,3397.8,46493.0,46494.2,-11.9,979050.4,59.3,-5.1,7-101
2017-09-11 17:59:00+00:00,-26.4272,71.61644,3350.1,46476.5,46484.3,-20.7,979051.3,59.9,-3.8,7-101
2017-09-11 18:00:00+00:00,-26.42852,71.6192,3321.4,46473.8,46476.0,-28.6,979053.6,60.2,-2.4,7-101
2017-09-11 18:01:00+00:00,-26.42983,71.62193,3173.6,46462.2,46464.5,-41.5,979054.8,59.5,-1.2,7-101
2017-09-11 18:02:00+00:00,-26.43115,71.62463,3146.8,46453.5,46459.6,-50.9,979056.6,59.2,0.3,7-101
2017-09-11 18:03:00+00:00,-26.43251,71.62732,3143.3,46435.4,46444.4,-62.5,979057.6,59.0,2.0,7-101
2017-09-11 18:04:00+00:00,-26.43386,71.63004,3096.2,46436.5,46440.2,-71.9,979060.0,59.8,4.1,7-101
2017-09-11 18:05:00+00:00,-26.4352,71.63281,3023.5,46428.2,46434.8,-80.8,979061.2,60.2,5.6,7-101
2017-09-11 18:06:00+00:00,-26.43655,71.63557,2986.2,46427.7,46422.5,-92.9,979063.1,60.5,6.6,7-101
2017-09-11 18:07:00+00:00,-26.43792,71.63832,3025.5,46413.5,46413.9,-98.7,979064.7,60.1,8.5,7-101
2017-09-11 18:08:00+00:00,-26.43929,71.64106,3125.2,46408.5,46408.3,-106.0,979066.4,59.7,10.0,7-101
2017-09-11 18:09:00+00:00,-26.44063,71.6438,3114.4,46406.6,46406.1,-109.7,979068.0,60.0,12.0,7-101
2017-09-11 18:10:00+00:00,-26.44196,71.64655,3116.8,46406.8,46404.5,-110.9,979069.6,60.2,13.4,7-101
2017-09-11 18:11:00+00:00,-26.44329,71.64934,3160.0,46409.8,46404.9,-108.4,979071.1,61.1,15.1,7-101
2017-09-11 18:12:00+00:00,-26.44465,71.65215,3136.6,46417.4,46411.5,-104.1,979072.6,60.6,16.2,7-101
2017-09-11 18:13:00+00:00,-26.446,71.65493,3047.1,46428.7,46423.8,-92.1,979073.9,60.2,16.9,7-101
2017-09-11 18:14:00+00:00,-26.44733,71.65769,3087.6,46450.4,46430.9,-80.8,979075.3,59.5,18.5,7-101
2017-09-11 18:15:00+00:00,-26.44866,71.66042,3053.7,46457.3,46450.6,-66.3,979077.2,59.9,19.5,7-101
2017-09-11 18:16:00+00:00,-26.45001,71.66314,2940.5,46476.7,46456.8,-47.1,979079.1,59.5,21.3,7-101
2017-09-11 18:17:00+00:00,-26.45137,71.66585,2934.3,46503.3,46486.2,-29.2,979080.4,59.3,23.0,7-101
2017-09-11 18:18:00+00:00,-26.45271,71.66854,2850.3,46518.2,46507.8,-10.4,979080.9,58.4,23.7,7-101
2017-09-11 18:19:00+00:00,-26.45403,71.6712,2854.9,46533.7,46526.6,6.2,979082.4,57.3,25.1,7-101
2017-09-11 18:20:00+00:00,-26.45533,71.67381,2868.6,46555.1,46546.7,23.1,979084.1,56.9,26.4,7-101
2017-09-11 18:21:00+00:00,-26.45664,71.67641,2788.5,46573.7,46560.4,39.9,979085.7,57.1,27.9,7-101
2017-09-11 18:22:00+00:00,-26.45797,71.67905,2756.2,46591.1,46579.1,50.7,979087.1,58.7,29.3,7-101
2017-09-11 18:23:00+00:00,-26.45929,71.68177,2748.2,46597.4,46592.5,61.8,979087.1,59.6,29.8,7-101
2017-09-11 18:24:00+00:00,-26.46061,71.68455,2734.7,46604.4,46600.7,66.9,979088.2,60.6,30.2,7-101
2017-09-11 18:25:00+00:00,-26.46194,71.68733,2709.2,46598.3,46605.4,71.3,979088.1,60.5,30.6,7-101
2017-09-11 18:26:00+00:00,-26.46327,71.69009,2753.1,46602.8,46611.1,71.6,979088.9,60.0,30.9,7-101
2017-09-11 18:27:00+00:00,-26.4646,71.69282,2826.9,46609.8,46614.2,68.7,979089.4,59.0,31.2,7-101
2017-09-11 18:28:00+00:00,-26.46591,71.69552,2852.8,46621.4,46608.3,67.5,979090.3,58.9,31.7,7-101
2017-09-11 18:29:00+00:00,-26.46723,71.69821,2800.4,46603.4,46606.8,59.5,979091.1,58.9,32.2,7-101
2017-09-11 18:30:00+00:00,-26.46857,71.70093,2805.7,46597.3,44009.0,53.1,979091.3,59.2,32.6,7-101
2017-09-11 18:31:00+00:00,-26.4699,71.70365,2899.8,46592.5,46593.6,45.5,979091.1,58.9,32.8,7-101
2017-09-11 18:32:00+00:00,-26.47122,71.70634,2920.0,46592.9,46580.6,36.6,979091.1,58.7,32.9,7-101
2017-09-11 18:33:00+00:00,-26.47254,71.70902,2862.7,46581.7,46581.0,30.2,979091.8,58.8,33.1,7-101
2017-09-11 18:34:00+00:00,-26.47385,71.71171,2827.2,46575.8,46553.8,24.8,979092.4,58.7,33.2,7-101
2017-09-11 18:35:00+00:00,-26.47516,71.71439,2981.6,46568.6,46591.1,19.2,979092.4,58.3,33.3,7-101
2017-09-11 18:36:00+00:00,-26.47645,71.71707,3053.3,46570.6,46569.2,15.1,979092.3,58.0,33.5,7-101
2017-09-11 18:37:00+00:00,-26.47772,71.71976,3060.9,46562.2,46563.8,11.6,979092.1,58.5,33.5,7-101
2017-09-11 18:38:00+00:00,-26.47902,71.72247,3044.9,46569.9,46561.2,7.9,979093.6,60.1,33.3,7-101
2017-09-11 18:39:00+00:00,-26.48033,71.72522,3044.9,46549.6,46556.9,3.7,979092.8,60.3,33.2,7-101
2017-09-11 18:40:00+00:00,-26.48167,71.72799,3003.2,46559.6,46563.4,1.5,979092.4,60.1,33.1,7-101
2017-09-11 18:41:00+00:00,-26.48301,71.73073,2997.4,46553.4,46546.9,-3.7,979092.1,59.5,33.0,7-101
2017-09-11 18:42:00+00:00,-26.48436,71.73347,2999.1,46559.4,46529.8,-5.8,979092.5,60.0,32.7,7-101
2017-09-11 18:43:00+00:00,-26.48573,71.73622,3014.3,46550.2,46555.6,-8.5,979092.6,59.9,32.5,7-101
2017-09-11 18:44:00+00:00,-26.48708,71.73894,3051.1,46555.3,46555.7,-9.2,979091.9,59.1,32.2,7-101
2017-09-11 18:45:00+00:00,-26.48841,71.74164,3077.7,46558.3,46557.3,-9.4,979092.3,59.1,32.0,7-101
2017-09-11 18:46:00+00:00,-26.48974,71.74435,3048.5,46560.7,46556.4,-9.8,979091.7,59.2,31.7,7-101
2017-09-11 18:47:00+00:00,-26.4911,71.7471,3053.1,46567.9,46564.5,-2.9,979091.9,60.3,31.5,7-101
2017-09-11 18:48:00+00:00,-26.49245,71.74985,3115.7,46570.3,46568.0,0.3,979090.9,59.1,31.0,7-101
2017-09-11 18:49:00+00:00,-26.49379,71.75255,3125.9,46576.5,46575.7,6.4,979091.3,59.2,30.4,7-101
2017-09-11 18:50:00+00:00,-26.49509,71.75524,3167.2,46591.5,46579.1,18.2,979090.5,58.6,30.1,7-101
