time,relativeAltitude,pressure
2023-08-09 12:37:41-04:00,-0.0689777575041118,998.0173661081416
2023-08-09 12:37:42-04:00,0.0495683288574218,998.0032788085938
2023-08-09 12:37:43-04:00,-0.2605282592773437,998.0400830078124
2023-08-09 12:37:44-04:00,-0.7611866760253906,998.0994787597656
2023-08-09 12:37:45-04:00,-0.8148777770996094,998.1058605957032
2023-08-09 12:37:46-04:00,0.0937481689453125,997.9980444335938
2023-08-09 12:37:47-04:00,-0.1975894165039062,998.0326220703124
2023-08-09 12:37:48-04:00,-0.2982073974609374,998.0445776367188
2023-08-09 12:37:49-04:00,-0.1651419067382812,998.0287768554688
2023-08-09 12:37:50-04:00,1.0576490783691406,997.8836926269532
2023-08-09 12:37:51-04:00,0.9384825134277344,997.8978088378906
2023-08-09 12:37:52-04:00,0.61131591796875,997.9366430664064
2023-08-09 12:37:53-04:00,0.7658366394042969,997.9183142089844
2023-08-09 12:37:54-04:00,0.3897879028320312,997.9629309082032
2023-08-09 12:37:55-04:00,0.2740028381347656,997.9766650390624
2023-08-09 12:37:56-04:00,0.0404791259765625,998.004366455078
2023-08-09 12:37:57-04:00,0.2293482971191406,997.9819653320312
2023-08-09 12:37:58-04:00,0.1381373596191406,997.9927734375
2023-08-09 12:37:59-04:00,0.2769631958007812,997.9763354492188
2023-08-09 12:38:00-04:00,-0.04830078125,998.0149169921876
2023-08-09 12:38:01-04:00,-0.2694593811035156,998.0411462402344
2023-08-09 12:38:02-04:00,-0.2015524291992187,998.033077392578
2023-08-09 12:38:03-04:00,-0.3942266845703125,998.0559411621092
2023-08-09 12:38:04-04:00,-0.6451382446289062,998.0857299804688
2023-08-09 12:38:05-04:00,-0.7334947204589843,998.0962036132812
2023-08-09 12:38:06-04:00,-0.8896002197265624,998.1147290039064
2023-08-09 12:38:07-04:00,-1.2003326416015625,998.1515881347656
2023-08-09 12:38:08-04:00,-1.2704579162597656,998.1599230957032
2023-08-09 12:38:09-04:00,-1.4421527099609377,998.1802990722656
2023-08-09 12:38:10-04:00,-1.5127548217773437,998.1886645507813
2023-08-09 12:38:11-04:00,-1.3040679931640624,998.1638989257812
2023-08-09 12:38:12-04:00,-1.3345069885253906,998.1675158691406
2023-08-09 12:38:13-04:00,-1.7879737854003903,998.2213256835936
2023-08-09 12:38:14-04:00,-2.2507415771484376,998.27625
2023-08-09 12:38:15-04:00,-2.0570634460449218,998.2532604980468
2023-08-09 12:38:16-04:00,-1.8141323852539064,998.224423828125
2023-08-09 12:38:17-04:00,-1.6901565551757811,998.2097399902344
