time,bearingAccuracy,speedAccuracy,verticalAccuracy,horizontalAccuracy,speed,bearing,altitude,longitude,latitude
2023-08-04 17:47:58-04:00,0.0,0.1944944411516189,3.0,4.175127029418945,0.0,0.0,19.209774887863908,-75.2952130656656,40.10469331426311
2023-08-04 17:47:59-04:00,0.0,0.2006738036870956,3.0,4.162840366363525,0.0,0.0,19.25834584701961,-75.2952129788679,40.10469332190464
2023-08-04 17:48:00-04:00,0.0,0.1921454071998596,3.0,4.135214805603027,0.0,0.0,19.273839312579863,-75.29521283405896,40.1046932732558
2023-08-04 17:48:01-04:00,0.0,0.1912111490964889,3.0,4.155078887939453,0.0,0.0,19.280423898282383,-75.29521265972929,40.10469320239162
2023-08-04 17:48:02-04:00,0.0,0.1941673904657364,3.0,4.170080184936523,0.0,0.0,19.2821820086318,-75.29521250310809,40.10469315489073
2023-08-04 17:48:03-04:00,0.0,0.1935833841562271,3.0,4.1892266273498535,0.0,0.0,19.304741939671413,-75.29521233919436,40.10469312679129
2023-08-04 17:48:04-04:00,0.0,0.198558360338211,3.0,4.189599514007568,0.0,0.0,19.3166124561738,-75.29521218086757,40.10469310427226
2023-08-04 17:48:05-04:00,0.0,0.190606415271759,3.0,4.158073902130127,0.0,0.0,19.322113741608685,-75.29521198603828,40.10469306373511
2023-08-04 17:48:06-04:00,0.0,0.1833516657352447,3.0,4.052463531494141,0.0,0.0,19.3752393658632,-75.29521175457046,40.10469303924066
2023-08-04 17:48:07-04:00,0.0,0.180302694439888,3.0,3.993364334106445,0.0,0.0,19.44859844464517,-75.29521153423103,40.10469305417022
2023-08-04 17:48:08-04:00,0.0,0.1791838854551315,3.0,3.988783359527588,0.0,0.0,19.50365962028502,-75.2952113285553,40.10469303079463
2023-08-04 17:48:09-04:00,0.0,0.1819773018360138,3.0,3.979660034179688,0.0,0.0,19.54045986046672,-75.2952111130312,40.10469298401406
2023-08-04 17:48:10-04:00,0.0,0.1825624704360962,3.0,3.969794511795044,0.0,0.0,19.57685260581969,-75.29521092891152,40.104692938766114
2023-08-04 17:48:11-04:00,0.0,0.1824527531862259,3.0,3.9374477863311768,0.0,0.0,19.58839790748232,-75.29521075293756,40.10469284396554
2023-08-04 17:48:12-04:00,0.0,0.1878159642219543,3.0,3.905700445175171,0.0,0.0,19.6402200024945,-75.29521052727941,40.10469277314943
2023-08-04 17:48:13-04:00,0.0,0.1902161240577697,3.0,3.9252097606658936,0.0,0.0,19.69048035435457,-75.29521032329339,40.10469270406852
2023-08-04 17:48:14-04:00,0.0,0.1901540011167526,3.0,3.9453444480896,0.0,0.0,19.755835688045583,-75.29521015564089,40.10469266600023
2023-08-04 17:48:15-04:00,0.0,0.1861669570207595,3.0,3.994343519210816,0.0,0.0,19.8129631959882,-75.29521002774402,40.10469265374149
2023-08-04 17:48:16-04:00,0.0,0.1825843751430511,3.0,4.080314636230469,0.0,0.0,19.830817099771867,-75.29520993040217,40.104692672607854
2023-08-04 17:48:17-04:00,0.0,0.1741445362567901,3.0,4.183341979980469,0.0,0.0,19.870548583078524,-75.29520985006675,40.10469271160371
2023-08-04 17:48:18-04:00,0.0,20.0,3.0,4.256265163421631,0.0,0.0,19.899451712173025,-75.2952063374384,40.10469397616352
2023-08-04 17:48:19-04:00,11.54007053375244,0.15581876039505,3.0,4.167703628540039,0.8012236952781677,68.57951354980469,19.966509539023267,-75.2951987228736,40.10469724300832
2023-08-04 17:48:20-04:00,4.713590621948242,0.1572767496109008,3.0,3.919235229492188,1.997202515602112,86.29883575439453,20.05325982239468,-75.29518538676457,40.1047001471485
2023-08-04 17:48:21-04:00,3.081317663192749,0.1642221957445144,3.0,3.7457892894744873,3.1614909172058105,106.45452880859376,20.02084705046547,-75.29514992864267,40.10469889288522
2023-08-04 17:48:22-04:00,3.037085771560669,0.1950969994068145,3.0,3.745782852172852,3.721066474914551,128.6365966796875,19.89661566493483,-75.29510022774306,40.104685461427465
2023-08-04 17:48:23-04:00,2.545799016952514,0.2512420415878296,3.0,3.745776414871216,4.9099860191345215,148.13304138183594,20.0115785966832,-75.29506175688957,40.10465464066416
2023-08-04 17:48:24-04:00,1.678720235824585,0.1737297177314758,3.0,3.745769500732422,5.913686752319336,156.65850830078125,19.78148289034005,-75.29502901149193,40.10460379415546
2023-08-04 17:48:25-04:00,1.4126123189926147,0.1570926308631897,3.0,3.745762825012207,6.450323581695557,151.50564575195312,19.86701535540485,-75.29499627598716,40.10454604953625
