,LAT,LON,BAT_TTIME,CORR_DEPTH,MAG_TOT,MAG_RES,FREEAIR,TIME
2000-07-28 12:35:00-12:00,46.5177,-47.06855,0.934,687.0,50434.0,-56.0,53.3,0 days 00:00:00
2000-07-28 12:36:00-12:00,46.51685,-47.06692,0.938,691.0,50434.0,-54.0,53.2,0 days 00:01:00
2000-07-28 12:37:00-12:00,46.51603,-47.06528,0.944,695.0,50431.0,-58.0,53.3,0 days 00:02:00
2000-07-28 12:38:00-12:00,46.51526,-47.06367,0.95,699.0,50432.0,-55.0,53.3,0 days 00:03:00
2000-07-28 12:39:00-12:00,46.51442,-47.06212,0.954,703.0,50435.0,-52.0,53.1,0 days 00:04:00
2000-07-28 12:40:00-12:00,46.51358,-47.06044,0.958,705.0,50428.0,-58.0,52.9,0 days 00:05:00
2000-07-28 12:41:00-12:00,46.51273,-47.05871,0.961,708.0,50427.0,-59.0,52.8,0 days 00:06:00
2000-07-28 12:42:00-12:00,46.5118,-47.05702,0.964,710.0,50430.0,-55.0,52.7,0 days 00:07:00
2000-07-28 12:43:00-12:00,46.51106,-47.05534,0.966,711.0,50425.0,-59.0,52.8,0 days 00:08:00
2000-07-28 12:44:00-12:00,46.51032,-47.05368,0.966,711.0,50423.0,-60.0,53.0,0 days 00:09:00
2000-07-28 12:45:00-12:00,46.50956,-47.05207,0.967,712.0,50421.0,-62.0,53.0,0 days 00:10:00
2000-07-28 12:46:00-12:00,46.50879,-47.05044,0.968,713.0,50421.0,-61.0,52.9,0 days 00:11:00
2000-07-28 12:47:00-12:00,46.50799,-47.04879,0.968,713.0,50420.0,-62.0,52.9,0 days 00:12:00
2000-07-28 12:48:00-12:00,46.50717,-47.04712,0.969,714.0,50415.0,-66.0,52.8,0 days 00:13:00
2000-07-28 12:49:00-12:00,46.50641,-47.04546,0.969,714.0,50420.0,-60.0,52.9,0 days 00:14:00
2000-07-28 12:50:00-12:00,46.50563,-47.04382,0.969,714.0,50412.0,-67.0,53.0,0 days 00:15:00
2000-07-28 12:51:00-12:00,46.50488,-47.04217,0.968,713.0,50411.0,-68.0,53.2,0 days 00:16:00
2000-07-28 12:52:00-12:00,46.50412,-47.04054,0.967,712.0,50412.0,-66.0,53.2,0 days 00:17:00
2000-07-28 12:53:00-12:00,46.50338,-47.0389,0.965,711.0,50406.0,-72.0,53.4,0 days 00:18:00
2000-07-28 12:54:00-12:00,46.50264,-47.03727,0.964,710.0,50410.0,-67.0,53.5,0 days 00:19:00
2000-07-28 12:55:00-12:00,46.50186,-47.03559,0.962,709.0,50408.0,-68.0,53.6,0 days 00:20:00
2000-07-28 12:56:00-12:00,46.5011,-47.03393,0.96,707.0,50404.0,-71.0,53.5,0 days 00:21:00
2000-07-28 12:57:00-12:00,46.50038,-47.03226,0.956,704.0,50401.0,-74.0,53.8,0 days 00:22:00
2000-07-28 12:58:00-12:00,46.49963,-47.03061,0.952,701.0,50404.0,-70.0,54.1,0 days 00:23:00
2000-07-28 12:59:00-12:00,46.49891,-47.02897,0.948,698.0,50403.0,-71.0,54.5,0 days 00:24:00
2000-07-28 13:00:00-12:00,46.49818,-47.02734,0.945,696.0,50404.0,-69.0,54.6,0 days 00:25:00
2000-07-28 13:10:00-12:00,46.49061,-47.01104,0.921,678.0,50383.0,-84.0,56.4,0 days 00:35:00
2000-07-28 13:11:00-12:00,46.48995,-47.00949,0.919,676.0,50378.0,-88.0,56.5,0 days 00:36:00
2000-07-28 13:12:00-12:00,46.48922,-47.00794,0.918,675.0,50376.0,-90.0,56.4,0 days 00:37:00
2000-07-28 13:13:00-12:00,46.48844,-47.00632,0.917,675.0,50372.0,-93.0,56.4,0 days 00:38:00
2000-07-28 13:14:00-12:00,46.48772,-47.00468,0.917,675.0,50372.0,-92.0,56.4,0 days 00:39:00
2000-07-28 13:15:00-12:00,46.48697,-47.00307,0.915,673.0,50370.0,-94.0,56.5,0 days 00:40:00
2000-07-28 13:16:00-12:00,46.48624,-47.00144,0.92,677.0,50370.0,-93.0,56.6,0 days 00:41:00
2000-07-28 13:17:00-12:00,46.48548,-46.99981,0.914,673.0,50378.0,-81.0,56.8,0 days 00:42:00
2000-07-28 13:18:00-12:00,46.48478,-46.99819,0.915,673.0,50379.0,-79.0,57.0,0 days 00:43:00
2000-07-28 13:19:00-12:00,46.48405,-46.99661,0.916,674.0,50384.0,-73.0,57.2,0 days 00:44:00
2000-07-28 13:20:00-12:00,46.48333,-46.99509,0.916,674.0,50382.0,-74.0,57.3,0 days 00:45:00
2000-07-28 13:21:00-12:00,46.48264,-46.99351,0.916,674.0,50380.0,-75.0,57.5,0 days 00:46:00
2000-07-28 13:22:00-12:00,46.48197,-46.99198,0.916,674.0,50389.0,-66.0,57.6,0 days 00:47:00
2000-07-28 13:23:00-12:00,46.4813,-46.99046,0.917,675.0,50380.0,-74.0,57.5,0 days 00:48:00
2000-07-28 13:24:00-12:00,46.48058,-46.98894,0.92,677.0,50382.0,-72.0,57.5,0 days 00:49:00
2000-07-28 13:25:00-12:00,46.47984,-46.98739,0.919,676.0,50384.0,-69.0,57.5,0 days 00:50:00
2000-07-28 13:26:00-12:00,46.47903,-46.98578,0.917,675.0,50380.0,-73.0,57.3,0 days 00:51:00
2000-07-28 13:27:00-12:00,46.47824,-46.98416,0.918,675.0,50382.0,-70.0,57.2,0 days 00:52:00
2000-07-28 13:28:00-12:00,46.47743,-46.98253,0.919,676.0,50385.0,-66.0,57.1,0 days 00:53:00
2000-07-28 13:29:00-12:00,46.47662,-46.98089,0.92,677.0,50388.0,-62.0,57.1,0 days 00:54:00
2000-07-28 13:30:00-12:00,46.47581,-46.97926,0.92,677.0,50391.0,-59.0,57.3,0 days 00:55:00
2000-07-28 13:31:00-12:00,46.47498,-46.97765,0.92,677.0,50387.0,-63.0,57.3,0 days 00:56:00
2000-07-28 13:32:00-12:00,46.47416,-46.97603,0.92,677.0,50388.0,-61.0,57.3,0 days 00:57:00
2000-07-28 13:33:00-12:00,46.47337,-46.97443,0.921,678.0,50389.0,-59.0,57.4,0 days 00:58:00
2000-07-28 13:34:00-12:00,46.4726,-46.97281,0.926,681.0,50393.0,-54.0,57.6,0 days 00:59:00
2000-07-28 13:35:00-12:00,46.47182,-46.97121,0.926,681.0,50396.0,-51.0,57.5,0 days 01:00:00
2000-07-28 13:36:00-12:00,46.47107,-46.96956,0.929,684.0,50393.0,-53.0,57.6,0 days 01:01:00
2000-07-28 13:37:00-12:00,46.47025,-46.96793,0.931,685.0,50388.0,-58.0,57.5,0 days 01:02:00
2000-07-28 13:38:00-12:00,46.46949,-46.96627,0.933,687.0,50392.0,-53.0,57.4,0 days 01:03:00
2000-07-28 13:39:00-12:00,46.46867,-46.96464,0.936,689.0,50388.0,-56.0,57.2,0 days 01:04:00
2000-07-28 13:40:00-12:00,46.46791,-46.96298,0.939,691.0,50387.0,-57.0,57.2,0 days 01:05:00
2000-07-28 13:41:00-12:00,46.46713,-46.9613,0.94,692.0,50383.0,-60.0,57.2,0 days 01:06:00
2000-07-28 13:42:00-12:00,46.46639,-46.95965,0.944,695.0,50381.0,-61.0,57.0,0 days 01:07:00
2000-07-28 13:43:00-12:00,46.46561,-46.95804,0.946,697.0,50388.0,-53.0,56.9,0 days 01:08:00
2000-07-28 13:44:00-12:00,46.46482,-46.95633,0.948,698.0,50386.0,-55.0,56.8,0 days 01:09:00
2000-07-28 13:45:00-12:00,46.46405,-46.95464,0.951,700.0,50381.0,-60.0,56.7,0 days 01:10:00
2000-07-28 13:46:00-12:00,46.46329,-46.95301,0.952,701.0,50384.0,-56.0,56.3,0 days 01:11:00
2000-07-28 13:47:00-12:00,46.46254,-46.95137,0.954,703.0,50384.0,-55.0,56.3,0 days 01:12:00
2000-07-28 13:48:00-12:00,46.46179,-46.9497,0.954,703.0,50382.0,-56.0,56.3,0 days 01:13:00
2000-07-28 13:49:00-12:00,46.46103,-46.94805,0.954,703.0,50378.0,-60.0,56.1,0 days 01:14:00
2000-07-28 13:50:00-12:00,46.46027,-46.9464,0.958,705.0,50379.0,-58.0,55.4,0 days 01:15:00
2000-07-28 13:51:00-12:00,46.45949,-46.94473,0.965,711.0,50377.0,-60.0,55.0,0 days 01:16:00
2000-07-28 13:52:00-12:00,46.4587,-46.94304,0.963,709.0,50377.0,-59.0,54.5,0 days 01:17:00
2000-07-28 13:53:00-12:00,46.45791,-46.94133,0.966,711.0,50372.0,-63.0,54.0,0 days 01:18:00
2000-07-28 13:54:00-12:00,46.45711,-46.9396,0.977,720.0,50372.0,-63.0,53.7,0 days 01:19:00
2000-07-28 13:55:00-12:00,46.45629,-46.93787,0.986,727.0,50368.0,-65.0,53.3,0 days 01:20:00
2000-07-28 13:56:00-12:00,46.45547,-46.93613,0.999,736.0,50370.0,-63.0,52.9,0 days 01:21:00
2000-07-28 13:57:00-12:00,46.45467,-46.93443,1.009,743.0,50370.0,-62.0,52.5,0 days 01:22:00
2000-07-28 13:58:00-12:00,46.45387,-46.93272,1.02,751.0,50367.0,-65.0,52.2,0 days 01:23:00
2000-07-28 13:59:00-12:00,46.45307,-46.93104,1.019,750.0,50361.0,-70.0,51.8,0 days 01:24:00
2000-07-28 14:00:00-12:00,46.4523,-46.92938,1.022,752.0,50363.0,-67.0,51.2,0 days 01:25:00
2000-07-28 14:10:00-12:00,46.44456,-46.91294,1.079,795.0,50359.0,-65.0,44.1,0 days 01:35:00
2000-07-28 14:11:00-12:00,46.4438,-46.91135,1.088,802.0,50355.0,-68.0,43.2,0 days 01:36:00
2000-07-28 14:12:00-12:00,46.44305,-46.90972,1.097,809.0,50359.0,-64.0,42.2,0 days 01:37:00
2000-07-28 14:13:00-12:00,46.44226,-46.90806,1.111,819.0,50354.0,-68.0,41.1,0 days 01:38:00
2000-07-28 14:14:00-12:00,46.44147,-46.90642,1.129,833.0,50354.0,-68.0,40.1,0 days 01:39:00
2000-07-28 14:15:00-12:00,46.4407,-46.9048,1.147,845.0,50347.0,-74.0,38.9,0 days 01:40:00
2000-07-28 14:16:00-12:00,46.43993,-46.90318,1.169,862.0,50346.0,-74.0,37.9,0 days 01:41:00
2000-07-28 14:17:00-12:00,46.43918,-46.90161,1.195,881.0,50345.0,-75.0,36.7,0 days 01:42:00
2000-07-28 14:18:00-12:00,46.43844,-46.90001,1.236,912.0,50343.0,-76.0,35.5,0 days 01:43:00
2000-07-28 14:19:00-12:00,46.4377,-46.89841,1.264,933.0,50345.0,-74.0,34.3,0 days 01:44:00
2000-07-28 14:20:00-12:00,46.43698,-46.89678,1.307,964.0,50339.0,-78.0,33.1,0 days 01:45:00
2000-07-28 14:21:00-12:00,46.43626,-46.89517,1.349,996.0,50338.0,-79.0,31.9,0 days 01:46:00
2000-07-28 14:22:00-12:00,46.43548,-46.8936,1.417,1046.0,50339.0,-77.0,30.7,0 days 01:47:00
2000-07-28 14:23:00-12:00,46.43473,-46.89201,1.483,1095.0,50342.0,-74.0,29.6,0 days 01:48:00
2000-07-28 14:24:00-12:00,46.43397,-46.89038,1.531,1131.0,50331.0,-84.0,28.3,0 days 01:49:00
2000-07-28 14:25:00-12:00,46.43323,-46.88877,1.583,1169.0,50332.0,-83.0,27.0,0 days 01:50:00
