,LAT,LON,BAT_TTIME,CORR_DEPTH,MAG_TOT,MAG_RES,FREEAIR,TIME
2000-07-19 12:35:00-12:00,46.91446,-44.46636,0.2,148.0,50153.0,0.0,94.2,0 days 00:00:00
2000-07-19 12:36:00-12:00,46.91535,-44.46775,0.2,148.0,50132.0,-23.0,93.9,0 days 00:01:00
2000-07-19 12:37:00-12:00,46.91621,-44.46915,0.199,147.0,50143.0,-12.0,93.9,0 days 00:02:00
2000-07-19 12:38:00-12:00,46.91705,-44.47055,0.197,146.0,50152.0,-3.0,94.1,0 days 00:03:00
2000-07-19 12:39:00-12:00,46.91793,-44.47201,0.197,146.0,50204.0,48.0,94.3,0 days 00:04:00
2000-07-19 12:40:00-12:00,46.91884,-44.47347,0.196,145.0,50209.0,52.0,94.3,0 days 00:05:00
2000-07-19 12:41:00-12:00,46.91975,-44.47494,0.196,145.0,50209.0,52.0,94.2,0 days 00:06:00
2000-07-19 12:42:00-12:00,46.92063,-44.47636,0.196,145.0,50207.0,49.0,94.1,0 days 00:07:00
2000-07-19 12:43:00-12:00,46.92148,-44.47776,0.196,145.0,50162.0,3.0,93.9,0 days 00:08:00
2000-07-19 12:44:00-12:00,46.92234,-44.47918,0.196,145.0,50157.0,-3.0,93.8,0 days 00:09:00
2000-07-19 12:45:00-12:00,46.92321,-44.48056,0.196,145.0,50171.0,11.0,93.7,0 days 00:10:00
2000-07-19 12:46:00-12:00,46.92404,-44.48196,0.194,144.0,50131.0,-30.0,93.7,0 days 00:11:00
2000-07-19 12:47:00-12:00,46.92488,-44.48337,0.193,143.0,50141.0,-20.0,93.8,0 days 00:12:00
2000-07-19 12:48:00-12:00,46.92576,-44.48481,0.192,142.0,50187.0,25.0,94.0,0 days 00:13:00
2000-07-19 12:49:00-12:00,46.92662,-44.48629,0.191,141.0,50205.0,42.0,94.3,0 days 00:14:00
2000-07-19 12:50:00-12:00,46.92747,-44.48779,0.191,141.0,50210.0,46.0,94.5,0 days 00:15:00
2000-07-19 12:51:00-12:00,46.92829,-44.48935,0.19,140.0,50142.0,-22.0,94.5,0 days 00:16:00
2000-07-19 12:52:00-12:00,46.92912,-44.49086,0.19,140.0,50112.0,-52.0,94.3,0 days 00:17:00
2000-07-19 12:53:00-12:00,46.92994,-44.49232,0.19,140.0,50088.0,-77.0,94.0,0 days 00:18:00
2000-07-19 12:54:00-12:00,46.93075,-44.49375,0.19,140.0,50083.0,-83.0,93.7,0 days 00:19:00
2000-07-19 12:55:00-12:00,46.93158,-44.49517,0.19,140.0,50062.0,-104.0,93.7,0 days 00:20:00
2000-07-19 12:56:00-12:00,46.9324,-44.4966,0.188,139.0,50045.0,-122.0,93.8,0 days 00:21:00
2000-07-19 12:57:00-12:00,46.93321,-44.49805,0.186,138.0,50047.0,-120.0,93.8,0 days 00:22:00
2000-07-19 12:58:00-12:00,46.93404,-44.49947,0.185,137.0,50055.0,-113.0,93.7,0 days 00:23:00
2000-07-19 12:59:00-12:00,46.93486,-44.50087,0.184,136.0,50041.0,-127.0,93.6,0 days 00:24:00
2000-07-19 13:00:00-12:00,46.9357,-44.50222,0.184,136.0,50043.0,-127.0,93.4,0 days 00:25:00
2000-07-19 13:10:00-12:00,46.94415,-44.51613,0.181,134.0,50024.0,-151.0,92.4,0 days 00:35:00
2000-07-19 13:11:00-12:00,46.94495,-44.51754,0.18,133.0,50017.0,-159.0,92.3,0 days 00:36:00
2000-07-19 13:12:00-12:00,46.9458,-44.51892,0.18,133.0,50010.0,-166.0,92.1,0 days 00:37:00
2000-07-19 13:13:00-12:00,46.94662,-44.52027,0.18,133.0,50022.0,-155.0,91.9,0 days 00:38:00
2000-07-19 13:14:00-12:00,46.94739,-44.52167,0.18,133.0,50038.0,-140.0,91.8,0 days 00:39:00
2000-07-19 13:15:00-12:00,46.94819,-44.52303,0.18,133.0,50032.0,-146.0,91.7,0 days 00:40:00
2000-07-19 13:16:00-12:00,46.94903,-44.52444,0.179,132.0,50018.0,-161.0,91.9,0 days 00:41:00
2000-07-19 13:17:00-12:00,46.94989,-44.52587,0.179,132.0,50014.0,-166.0,92.1,0 days 00:42:00
2000-07-19 13:18:00-12:00,46.95074,-44.52734,0.179,132.0,49981.0,-200.0,92.0,0 days 00:43:00
2000-07-19 13:19:00-12:00,46.95162,-44.52882,0.179,132.0,49992.0,-189.0,91.9,0 days 00:44:00
2000-07-19 13:20:00-12:00,46.9525,-44.53028,0.18,133.0,50018.0,-164.0,91.8,0 days 00:45:00
2000-07-19 13:21:00-12:00,46.95333,-44.53167,0.179,132.0,50017.0,-166.0,91.5,0 days 00:46:00
2000-07-19 13:22:00-12:00,46.95414,-44.53309,0.18,133.0,50005.0,-178.0,91.6,0 days 00:47:00
2000-07-19 13:23:00-12:00,46.95498,-44.5345,0.179,132.0,50003.0,-180.0,91.8,0 days 00:48:00
2000-07-19 13:24:00-12:00,46.95582,-44.53592,0.179,132.0,50008.0,-176.0,92.0,0 days 00:49:00
2000-07-19 13:25:00-12:00,46.95667,-44.53738,0.178,132.0,50036.0,-149.0,92.0,0 days 00:50:00
2000-07-19 13:26:00-12:00,46.95751,-44.53877,0.178,132.0,50113.0,-73.0,91.8,0 days 00:51:00
2000-07-19 13:27:00-12:00,46.95828,-44.53997,0.178,132.0,50134.0,-52.0,91.8,0 days 00:52:00
2000-07-19 13:28:00-12:00,46.95907,-44.54132,0.178,132.0,50117.0,-69.0,91.7,0 days 00:53:00
2000-07-19 13:29:00-12:00,46.95991,-44.54271,0.179,132.0,50090.0,-97.0,91.6,0 days 00:54:00
2000-07-19 13:30:00-12:00,46.96078,-44.54413,0.179,132.0,50108.0,-80.0,91.7,0 days 00:55:00
2000-07-19 13:31:00-12:00,46.96169,-44.54557,0.179,132.0,50092.0,-97.0,92.1,0 days 00:56:00
2000-07-19 13:32:00-12:00,46.96258,-44.5471,0.179,132.0,50162.0,-27.0,92.6,0 days 00:57:00
2000-07-19 13:33:00-12:00,46.96354,-44.54884,0.179,132.0,50167.0,-23.0,93.2,0 days 00:58:00
2000-07-19 13:34:00-12:00,46.96448,-44.55063,0.18,133.0,50110.0,-81.0,93.2,0 days 00:59:00
2000-07-19 13:35:00-12:00,46.96537,-44.55233,0.179,132.0,50091.0,-100.0,92.3,0 days 01:00:00
2000-07-19 13:36:00-12:00,46.96618,-44.55374,0.18,133.0,50039.0,-153.0,91.0,0 days 01:01:00
2000-07-19 13:37:00-12:00,46.96695,-44.55503,0.18,133.0,50017.0,-175.0,90.2,0 days 01:02:00
2000-07-19 13:38:00-12:00,46.96772,-44.55631,0.18,133.0,50011.0,-182.0,90.6,0 days 01:03:00
2000-07-19 13:39:00-12:00,46.9685,-44.55766,0.18,133.0,50052.0,-141.0,91.3,0 days 01:04:00
2000-07-19 13:40:00-12:00,46.96925,-44.55913,0.181,134.0,50106.0,-88.0,92.0,0 days 01:05:00
2000-07-19 13:41:00-12:00,46.97011,-44.56058,0.18,133.0,50095.0,-99.0,92.1,0 days 01:06:00
2000-07-19 13:42:00-12:00,46.97094,-44.56197,0.18,133.0,50148.0,-47.0,91.9,0 days 01:07:00
2000-07-19 13:43:00-12:00,46.97177,-44.56331,0.181,134.0,50226.0,30.0,91.7,0 days 01:08:00
2000-07-19 13:44:00-12:00,46.9726,-44.56468,0.18,133.0,50264.0,67.0,91.5,0 days 01:09:00
2000-07-19 13:45:00-12:00,46.97341,-44.56608,0.181,134.0,50260.0,63.0,91.7,0 days 01:10:00
2000-07-19 13:46:00-12:00,46.97422,-44.56751,0.181,134.0,50319.0,122.0,92.0,0 days 01:11:00
2000-07-19 13:47:00-12:00,46.97509,-44.56891,0.181,134.0,50363.0,165.0,92.3,0 days 01:12:00
2000-07-19 13:48:00-12:00,46.97598,-44.57041,0.181,134.0,50331.0,132.0,92.3,0 days 01:13:00
2000-07-19 13:49:00-12:00,46.97685,-44.57186,0.181,134.0,50286.0,87.0,92.3,0 days 01:14:00
2000-07-19 13:50:00-12:00,46.97769,-44.57331,0.182,134.0,50345.0,145.0,92.3,0 days 01:15:00
2000-07-19 13:51:00-12:00,46.97852,-44.5747,0.182,134.0,50302.0,101.0,92.1,0 days 01:16:00
2000-07-19 13:52:00-12:00,46.97932,-44.57604,0.182,134.0,50146.0,-55.0,91.8,0 days 01:17:00
2000-07-19 13:53:00-12:00,46.98016,-44.57736,0.182,134.0,50108.0,-94.0,92.0,0 days 01:18:00
2000-07-19 13:54:00-12:00,46.98098,-44.57868,0.182,134.0,50104.0,-98.0,92.0,0 days 01:19:00
2000-07-19 13:55:00-12:00,46.9818,-44.58003,0.182,134.0,50178.0,-25.0,92.2,0 days 01:20:00
2000-07-19 13:56:00-12:00,46.98263,-44.58139,0.182,134.0,50251.0,48.0,92.5,0 days 01:21:00
2000-07-19 13:57:00-12:00,46.98344,-44.58273,0.182,134.0,50344.0,139.0,92.7,0 days 01:22:00
2000-07-19 13:58:00-12:00,46.98423,-44.58411,0.183,135.0,50458.0,253.0,92.6,0 days 01:23:00
2000-07-19 13:59:00-12:00,46.98506,-44.58546,0.183,135.0,50484.0,279.0,92.6,0 days 01:24:00
2000-07-19 14:00:00-12:00,46.98585,-44.58677,0.183,135.0,50531.0,324.0,92.5,0 days 01:25:00
2000-07-19 14:10:00-12:00,46.99394,-44.60074,0.187,138.0,50204.0,-9.0,92.0,0 days 01:35:00
2000-07-19 14:11:00-12:00,46.99477,-44.60219,0.186,138.0,50205.0,-8.0,91.8,0 days 01:36:00
2000-07-19 14:12:00-12:00,46.99558,-44.60362,0.186,138.0,50180.0,-34.0,91.4,0 days 01:37:00
2000-07-19 14:13:00-12:00,46.99638,-44.60499,0.187,138.0,50135.0,-79.0,91.0,0 days 01:38:00
2000-07-19 14:14:00-12:00,46.99718,-44.60635,0.186,138.0,50120.0,-95.0,90.8,0 days 01:39:00
