,LAT,LON,BAT_TTIME,CORR_DEPTH,MAG_TOT,MAG_RES,FREEAIR,TIME
2001-03-18 02:46:00-12:00,30.92673,-46.47376,5.29,3989.0,42138.0,-173.0,16.4,0 days 00:00:00
2001-03-18 02:50:00-12:00,30.92427,-46.45911,5.331,4019.0,42212.0,-94.0,17.8,0 days 00:04:00
2001-03-18 02:51:00-12:00,30.92369,-46.45548,5.332,4020.0,42212.0,-93.0,18.0,0 days 00:05:00
2001-03-18 02:54:00-12:00,30.92184,-46.44464,5.449,4110.0,42247.0,-56.0,18.9,0 days 00:08:00
2001-03-18 02:59:00-12:00,30.91868,-46.42644,5.004,3770.0,42186.0,-112.0,20.8,0 days 00:13:00
2001-03-18 03:00:00-12:00,30.91805,-46.42288,5.18,3905.0,42186.0,-111.0,21.1,0 days 00:14:00
2001-03-18 03:20:00-12:00,30.9168,-46.41564,5.464,4121.0,42177.0,-118.0,21.4,0 days 00:34:00
2001-03-18 03:15:00-12:00,30.90886,-46.3686,4.912,3700.0,42037.0,-245.0,23.3,0 days 00:29:00
2001-03-18 03:17:00-12:00,30.9077,-46.36144,4.856,3657.0,42017.0,-263.0,23.5,0 days 00:31:00
2001-03-18 03:18:00-12:00,30.90716,-46.3579,4.868,3667.0,42017.0,-262.0,23.3,0 days 00:32:00
2001-03-18 03:24:00-12:00,30.90374,-46.33591,5.277,3979.0,42068.0,-206.0,19.4,0 days 00:38:00
2001-03-18 03:25:00-12:00,30.90307,-46.33222,5.292,3990.0,42068.0,-205.0,18.9,0 days 00:39:00
2001-03-18 03:26:00-12:00,30.90243,-46.32858,5.281,3982.0,42074.0,-197.0,18.1,0 days 00:40:00
2001-03-18 03:27:00-12:00,30.9018,-46.32494,5.262,3966.0,42076.0,-194.0,17.5,0 days 00:41:00
2001-03-18 03:28:00-12:00,30.90112,-46.32127,5.254,3960.0,42082.0,-187.0,17.0,0 days 00:42:00
2001-03-18 03:29:00-12:00,30.90046,-46.31772,5.216,3932.0,42083.0,-185.0,16.4,0 days 00:43:00
2001-03-18 03:30:00-12:00,30.89986,-46.31417,5.242,3952.0,42085.0,-182.0,15.5,0 days 00:44:00
2001-03-18 03:31:00-12:00,30.8992,-46.31058,5.395,4068.0,42088.0,-178.0,14.6,0 days 00:45:00
2001-03-18 03:32:00-12:00,30.89857,-46.30695,5.545,4183.0,42089.0,-176.0,13.6,0 days 00:46:00
2001-03-18 03:33:00-12:00,30.8979,-46.30329,5.729,4324.0,42092.0,-173.0,12.7,0 days 00:47:00
2001-03-18 03:34:00-12:00,30.89723,-46.29962,5.78,4363.0,42092.0,-172.0,12.3,0 days 00:48:00
2001-03-18 03:35:00-12:00,30.89658,-46.29595,5.845,4414.0,42093.0,-169.0,12.1,0 days 00:49:00
2001-03-18 03:36:00-12:00,30.89594,-46.29231,5.884,4443.0,42092.0,-169.0,11.6,0 days 00:50:00
2001-03-18 03:37:00-12:00,30.89528,-46.28867,5.884,4443.0,42092.0,-168.0,11.4,0 days 00:51:00
2001-03-18 03:38:00-12:00,30.89464,-46.285,5.844,4412.0,42091.0,-168.0,11.0,0 days 00:52:00
2001-03-18 03:39:00-12:00,30.89407,-46.28136,5.832,4403.0,42089.0,-169.0,10.8,0 days 00:53:00
2001-03-18 03:40:00-12:00,30.89346,-46.27777,5.813,4389.0,42087.0,-170.0,10.7,0 days 00:54:00
2001-03-18 03:41:00-12:00,30.89288,-46.27419,5.773,4358.0,42086.0,-170.0,10.5,0 days 00:55:00
2001-03-18 03:42:00-12:00,30.89228,-46.27062,5.813,4389.0,42085.0,-171.0,10.1,0 days 00:56:00
2001-03-18 03:43:00-12:00,30.89171,-46.267,5.805,4383.0,42078.0,-176.0,9.8,0 days 00:57:00
2001-03-18 03:44:00-12:00,30.8911,-46.26333,5.874,4436.0,42078.0,-175.0,9.8,0 days 00:58:00
2001-03-18 03:45:00-12:00,30.8905,-46.25971,5.864,4428.0,42078.0,-174.0,9.9,0 days 00:59:00
2001-03-18 03:46:00-12:00,30.88993,-46.25607,5.722,4319.0,42077.0,-174.0,10.1,0 days 01:00:00
2001-03-18 03:47:00-12:00,30.88932,-46.25246,5.613,4235.0,42076.0,-174.0,10.4,0 days 01:01:00
2001-03-18 03:48:00-12:00,30.88877,-46.24882,5.547,4184.0,42077.0,-172.0,10.7,0 days 01:02:00
2001-03-18 03:49:00-12:00,30.88822,-46.24515,5.497,4146.0,42078.0,-170.0,10.9,0 days 01:03:00
2001-03-18 03:50:00-12:00,30.88759,-46.24152,5.446,4107.0,42072.0,-175.0,11.3,0 days 01:04:00
2001-03-18 03:51:00-12:00,30.88702,-46.23788,5.474,4129.0,42076.0,-170.0,11.8,0 days 01:05:00
2001-03-18 03:52:00-12:00,30.88635,-46.23431,5.504,4152.0,42078.0,-168.0,12.3,0 days 01:06:00
2001-03-18 03:53:00-12:00,30.88577,-46.23069,5.502,4150.0,42080.0,-164.0,12.5,0 days 01:07:00
2001-03-18 03:54:00-12:00,30.88515,-46.22707,5.488,4139.0,42082.0,-161.0,12.4,0 days 01:08:00
2001-03-18 03:55:00-12:00,30.88453,-46.22338,5.464,4121.0,42085.0,-157.0,12.9,0 days 01:09:00
2001-03-18 03:56:00-12:00,30.8839,-46.21975,5.488,4139.0,42092.0,-150.0,13.4,0 days 01:10:00
2001-03-18 03:57:00-12:00,30.88321,-46.21616,5.456,4115.0,42098.0,-143.0,13.7,0 days 01:11:00
2001-03-18 03:58:00-12:00,30.88262,-46.21273,5.562,4196.0,42104.0,-136.0,13.9,0 days 01:12:00
2001-03-18 03:59:00-12:00,30.88205,-46.20916,5.552,4188.0,42105.0,-134.0,14.1,0 days 01:13:00
2001-03-18 04:00:00-12:00,30.88143,-46.20555,5.436,4100.0,42117.0,-121.0,13.9,0 days 01:14:00
2001-03-18 04:10:00-12:00,30.88079,-46.20196,5.384,4060.0,42120.0,-117.0,13.9,0 days 01:24:00
2001-03-18 04:13:00-12:00,30.87342,-46.15848,5.16,3889.0,42206.0,-18.0,15.9,0 days 01:27:00
2001-03-18 04:14:00-12:00,30.87275,-46.15483,5.132,3868.0,42217.0,-7.0,16.0,0 days 01:28:00
