,LAT,LON,BAT_TTIME,CORR_DEPTH,MAG_TOT,MAG_RES,FREEAIR,TIME
2001-03-28 04:14:00-12:00,30.25328,-42.04636,2.956,2222.0,41014.0,-176.0,44.2,0 days 00:00:00
2001-03-28 04:17:00-12:00,30.24955,-42.04728,2.944,2213.0,41085.0,-103.0,45.0,0 days 00:03:00
2001-03-28 04:19:00-12:00,30.24705,-42.04791,2.95,2217.0,41035.0,-152.0,45.0,0 days 00:05:00
2001-03-28 04:21:00-12:00,30.24461,-42.04852,3.068,2306.0,41049.0,-137.0,45.8,0 days 00:07:00
2001-03-28 04:25:00-12:00,30.23967,-42.04953,2.964,2228.0,41102.0,-81.0,45.5,0 days 00:11:00
2001-03-28 04:45:00-12:00,30.2151,-42.05534,3.108,2336.0,41062.0,-108.0,52.5,0 days 00:31:00
2001-03-28 04:47:00-12:00,30.21255,-42.05594,3.072,2309.0,41060.0,-109.0,51.1,0 days 00:33:00
2001-03-28 04:52:00-12:00,30.20646,-42.05738,3.324,2499.0,41153.0,-13.0,52.3,0 days 00:38:00
2001-03-28 04:55:00-12:00,30.2028,-42.05822,3.332,2505.0,41201.0,38.0,52.1,0 days 00:41:00
2001-03-28 04:58:00-12:00,30.19929,-42.05907,3.301,2482.0,41184.0,22.0,53.7,0 days 00:44:00
2001-03-28 05:12:00-12:00,30.18303,-42.06273,3.588,2697.0,41096.0,-58.0,56.1,0 days 00:58:00
2001-03-28 05:17:00-12:00,30.17703,-42.0641,3.49,2624.0,41113.0,-38.0,59.2,0 days 01:03:00
2001-03-28 05:20:00-12:00,30.17336,-42.06487,3.541,2662.0,41089.0,-59.0,59.7,0 days 01:06:00
2001-03-28 05:30:00-12:00,30.16117,-42.06776,3.488,2622.0,41084.0,-58.0,67.1,0 days 01:16:00
2001-03-28 05:32:00-12:00,30.15872,-42.06836,3.371,2534.0,41093.0,-48.0,67.3,0 days 01:18:00
2001-03-28 06:10:00-12:00,30.12321,-42.07666,1.82,1370.0,40926.0,-196.0,90.9,0 days 01:56:00
2001-03-28 06:11:00-12:00,30.11071,-42.0796,1.992,1499.0,40923.0,-193.0,83.6,0 days 01:57:00
2001-03-28 06:12:00-12:00,30.10951,-42.07993,1.991,1498.0,40902.0,-213.0,84.0,0 days 01:58:00
2001-03-28 06:20:00-12:00,30.09984,-42.08245,2.179,1639.0,40708.0,-403.0,71.3,0 days 02:06:00
2001-03-28 06:33:00-12:00,30.08377,-42.0862,3.098,2329.0,40768.0,-334.0,40.2,0 days 02:19:00
2001-03-28 06:34:00-12:00,30.08254,-42.08647,3.209,2412.0,40778.0,-323.0,39.5,0 days 02:20:00
2001-03-28 06:36:00-12:00,30.08008,-42.08703,3.47,2608.0,40777.0,-323.0,34.1,0 days 02:22:00
2001-03-28 06:38:00-12:00,30.07761,-42.08761,3.684,2770.0,40754.0,-344.0,29.0,0 days 02:24:00
2001-03-28 06:41:00-12:00,30.07395,-42.0884,4.001,3009.0,40792.0,-305.0,23.1,0 days 02:27:00
2001-03-28 06:42:00-12:00,30.07277,-42.08874,4.082,3071.0,40798.0,-298.0,22.5,0 days 02:28:00
2001-03-28 06:44:00-12:00,30.07041,-42.08943,4.209,3167.0,40764.0,-331.0,18.0,0 days 02:30:00
