,LAT,LON,BAT_TTIME,CORR_DEPTH,MAG_TOT,MAG_RES,FREEAIR,TIME
2002-01-21 05:43:00+05:00,-49.40574,123.37557,4.934,3673.0,65714.0,318.0,20.4,0 days 00:00:00
2002-01-21 05:44:00+05:00,-49.40522,123.38035,4.902,3649.0,65702.0,306.0,21.3,0 days 00:01:00
2002-01-21 05:45:00+05:00,-49.40465,123.38508,4.972,3702.0,65690.0,293.0,18.4,0 days 00:02:00
2002-01-21 05:46:00+05:00,-49.40414,123.3899,5.054,3764.0,65674.0,277.0,18.4,0 days 00:03:00
2002-01-21 05:47:00+05:00,-49.40354,123.39462,5.476,4085.0,65660.0,262.0,15.5,0 days 00:04:00
2002-01-21 05:48:00+05:00,-49.40305,123.39935,5.58,4165.0,65640.0,243.0,12.4,0 days 00:05:00
2002-01-21 05:49:00+05:00,-49.40244,123.40391,5.559,4148.0,65625.0,228.0,21.1,0 days 00:06:00
2002-01-21 05:50:00+05:00,-49.40194,123.40865,5.559,4148.0,65616.0,218.0,19.2,0 days 00:07:00
2002-01-21 05:51:00+05:00,-49.40139,123.41345,5.673,4236.0,65604.0,206.0,19.8,0 days 00:08:00
2002-01-21 05:52:00+05:00,-49.40087,123.41805,5.682,4243.0,65600.0,202.0,19.3,0 days 00:09:00
2002-01-21 05:53:00+05:00,-49.40026,123.42266,5.73,4279.0,65597.0,198.0,17.1,0 days 00:10:00
2002-01-21 05:54:00+05:00,-49.39967,123.42725,5.844,4366.0,65596.0,197.0,20.1,0 days 00:11:00
2002-01-21 05:55:00+05:00,-49.39915,123.43201,5.917,4422.0,65597.0,198.0,15.6,0 days 00:12:00
2002-01-21 05:56:00+05:00,-49.3986,123.43676,5.956,4451.0,65598.0,199.0,16.7,0 days 00:13:00
2002-01-21 05:57:00+05:00,-49.39792,123.44152,5.823,4349.0,65603.0,204.0,18.3,0 days 00:14:00
2002-01-21 05:58:00+05:00,-49.39749,123.44634,5.655,4221.0,65608.0,208.0,18.9,0 days 00:15:00
2002-01-21 05:59:00+05:00,-49.39694,123.45104,5.8,4332.0,65612.0,212.0,22.0,0 days 00:16:00
2002-01-21 06:00:00+05:00,-49.39631,123.45583,5.5,4104.0,65616.0,215.0,22.8,0 days 00:17:00
2002-01-21 06:10:00+05:00,-49.39076,123.50357,5.137,3828.0,65604.0,201.0,28.2,0 days 00:27:00
2002-01-21 06:11:00+05:00,-49.39017,123.50842,5.11,3806.0,65597.0,194.0,30.0,0 days 00:28:00
2002-01-21 06:12:00+05:00,-49.38958,123.51331,5.065,3773.0,65592.0,189.0,24.5,0 days 00:29:00
2002-01-21 06:13:00+05:00,-49.38911,123.51814,5.09,3792.0,65585.0,182.0,29.2,0 days 00:30:00
2002-01-21 06:14:00+05:00,-49.38853,123.52292,5.154,3841.0,65581.0,178.0,28.6,0 days 00:31:00
2002-01-21 06:15:00+05:00,-49.38789,123.52774,5.133,3824.0,65576.0,172.0,27.6,0 days 00:32:00
2002-01-21 06:16:00+05:00,-49.38727,123.53256,5.196,3872.0,65570.0,166.0,31.6,0 days 00:33:00
2002-01-21 06:17:00+05:00,-49.38682,123.53743,5.274,3932.0,65566.0,162.0,27.8,0 days 00:34:00
2002-01-21 06:18:00+05:00,-49.38631,123.54222,5.262,3922.0,65560.0,156.0,30.0,0 days 00:35:00
2002-01-21 06:19:00+05:00,-49.38577,123.54702,5.265,3925.0,65557.0,152.0,27.3,0 days 00:36:00
2002-01-21 06:20:00+05:00,-49.38514,123.55182,5.236,3903.0,65550.0,145.0,25.0,0 days 00:37:00
2002-01-21 06:21:00+05:00,-49.38461,123.55662,5.238,3904.0,65545.0,139.0,26.1,0 days 00:38:00
2002-01-21 06:22:00+05:00,-49.38396,123.56136,5.204,3878.0,65540.0,134.0,27.5,0 days 00:39:00
2002-01-21 06:23:00+05:00,-49.3834,123.56616,5.204,3878.0,65538.0,132.0,24.5,0 days 00:40:00
2002-01-21 06:24:00+05:00,-49.38291,123.571,5.237,3904.0,65534.0,128.0,23.8,0 days 00:41:00
2002-01-21 06:25:00+05:00,-49.3823,123.57578,5.251,3914.0,65532.0,126.0,21.2,0 days 00:42:00
2002-01-21 06:26:00+05:00,-49.38166,123.58057,5.296,3948.0,65530.0,124.0,22.6,0 days 00:43:00
2002-01-21 06:27:00+05:00,-49.38116,123.58542,5.397,4025.0,65530.0,124.0,24.2,0 days 00:44:00
2002-01-21 06:28:00+05:00,-49.38063,123.59021,5.366,4001.0,65530.0,124.0,17.7,0 days 00:45:00
2002-01-21 06:29:00+05:00,-49.38003,123.59498,5.328,3973.0,65532.0,125.0,23.2,0 days 00:46:00
2002-01-21 06:30:00+05:00,-49.3795,123.59978,5.222,3891.0,65536.0,129.0,19.6,0 days 00:47:00
2002-01-21 06:31:00+05:00,-49.37891,123.60453,5.184,3863.0,65541.0,133.0,19.0,0 days 00:48:00
2002-01-21 06:32:00+05:00,-49.37837,123.60931,5.149,3837.0,65545.0,137.0,15.6,0 days 00:49:00
2002-01-21 06:33:00+05:00,-49.37784,123.61414,5.16,3845.0,65552.0,144.0,16.3,0 days 00:50:00
2002-01-21 06:34:00+05:00,-49.37729,123.61906,5.124,3817.0,65558.0,150.0,16.4,0 days 00:51:00
2002-01-21 06:35:00+05:00,-49.3767,123.62391,5.147,3835.0,65565.0,156.0,16.8,0 days 00:52:00
2002-01-21 06:36:00+05:00,-49.37623,123.62878,5.143,3832.0,65572.0,163.0,14.4,0 days 00:53:00
2002-01-21 06:37:00+05:00,-49.37554,123.6336,5.211,3883.0,65576.0,167.0,13.8,0 days 00:54:00
2002-01-21 06:38:00+05:00,-49.37498,123.63831,5.263,3923.0,65582.0,173.0,14.4,0 days 00:55:00
2002-01-21 06:39:00+05:00,-49.37445,123.64304,5.332,3976.0,65587.0,177.0,10.8,0 days 00:56:00
2002-01-21 06:40:00+05:00,-49.37384,123.64801,5.373,4007.0,65588.0,179.0,8.4,0 days 00:57:00
2002-01-21 06:41:00+05:00,-49.37323,123.65291,5.423,4045.0,65590.0,181.0,4.5,0 days 00:58:00
2002-01-21 06:42:00+05:00,-49.37261,123.65779,5.419,4042.0,65593.0,183.0,10.7,0 days 00:59:00
2002-01-21 06:43:00+05:00,-49.37214,123.66256,5.512,4113.0,65592.0,182.0,7.4,0 days 01:00:00
2002-01-21 06:44:00+05:00,-49.37162,123.66741,5.554,4145.0,65592.0,182.0,9.2,0 days 01:01:00
2002-01-21 06:45:00+05:00,-49.37106,123.67216,5.55,4141.0,65590.0,180.0,8.5,0 days 01:02:00
2002-01-21 06:46:00+05:00,-49.37046,123.67699,5.598,4178.0,65590.0,178.0,5.0,0 days 01:03:00
2002-01-21 06:47:00+05:00,-49.37,123.68173,5.553,4144.0,65586.0,175.0,5.1,0 days 01:04:00
2002-01-21 06:48:00+05:00,-49.36938,123.68648,5.592,4174.0,65582.0,171.0,1.0,0 days 01:05:00
2002-01-21 06:49:00+05:00,-49.36883,123.69123,5.592,4174.0,65577.0,166.0,-0.3,0 days 01:06:00
2002-01-21 06:50:00+05:00,-49.3682,123.69606,5.666,4230.0,65570.0,159.0,-0.3,0 days 01:07:00
2002-01-21 06:51:00+05:00,-49.36758,123.70091,5.631,4203.0,65562.0,150.0,-2.2,0 days 01:08:00
2002-01-21 06:52:00+05:00,-49.36705,123.70584,5.596,4177.0,65553.0,141.0,-0.7,0 days 01:09:00
2002-01-21 06:53:00+05:00,-49.36651,123.71069,5.67,4233.0,65542.0,130.0,-3.0,0 days 01:10:00
2002-01-21 06:54:00+05:00,-49.36594,123.71552,5.682,4243.0,65532.0,119.0,-4.0,0 days 01:11:00
2002-01-21 06:55:00+05:00,-49.36536,123.72036,5.698,4255.0,65520.0,107.0,-0.7,0 days 01:12:00
2002-01-21 06:56:00+05:00,-49.36473,123.72519,5.81,4340.0,65510.0,96.0,-3.3,0 days 01:13:00
2002-01-21 06:57:00+05:00,-49.3642,123.73,5.804,4335.0,65498.0,84.0,-4.4,0 days 01:14:00
2002-01-21 06:58:00+05:00,-49.36367,123.73483,5.789,4324.0,65485.0,71.0,-1.8,0 days 01:15:00
2002-01-21 06:59:00+05:00,-49.36312,123.7397,5.717,4269.0,65473.0,59.0,-5.1,0 days 01:16:00
2002-01-21 07:00:00+05:00,-49.36258,123.74445,5.769,4309.0,65461.0,46.0,-5.8,0 days 01:17:00
