,LAT,LON,BAT_TTIME,CORR_DEPTH,MAG_TOT,MAG_RES,FREEAIR,TIME
2000-08-05 12:50:00-12:00,44.77736,-46.8554,4.914,3673.0,49577.0,-105.0,37.5,0 days 00:00:00
2000-08-05 12:37:00-12:00,44.80351,-46.90141,4.89,3655.0,49636.0,-67.0,35.7,-1 days +23:47:00
2000-08-05 12:38:00-12:00,44.80435,-46.90287,4.89,3655.0,49636.0,-67.0,35.6,-1 days +23:48:00
2000-08-05 12:39:00-12:00,44.80516,-46.90432,4.888,3653.0,49637.0,-67.0,35.5,-1 days +23:49:00
2000-08-05 12:40:00-12:00,44.80597,-46.90578,4.89,3655.0,49638.0,-67.0,35.4,-1 days +23:50:00
2000-08-05 12:41:00-12:00,44.80681,-46.90722,4.888,3653.0,49637.0,-68.0,35.3,-1 days +23:51:00
2000-08-05 12:45:00-12:00,44.81006,-46.91282,4.886,3651.0,49644.0,-64.0,34.7,-1 days +23:55:00
2000-08-05 12:46:00-12:00,44.81087,-46.9142,4.885,3651.0,49638.0,-70.0,34.6,-1 days +23:56:00
2000-08-05 12:51:00-12:00,44.81494,-46.92115,4.881,3648.0,49646.0,-65.0,34.5,0 days 00:01:00
2000-08-05 12:52:00-12:00,44.81574,-46.92257,4.876,3644.0,49647.0,-66.0,34.4,0 days 00:02:00
2000-08-05 12:53:00-12:00,44.81656,-46.92396,4.874,3643.0,49650.0,-63.0,34.2,0 days 00:03:00
2000-08-05 12:54:00-12:00,44.81734,-46.92537,4.873,3642.0,49651.0,-62.0,34.0,0 days 00:04:00
2000-08-05 12:55:00-12:00,44.81815,-46.92672,4.872,3641.0,49652.0,-62.0,33.9,0 days 00:05:00
2000-08-05 13:30:00-12:00,44.84589,-46.97553,4.864,3634.0,49685.0,-52.0,30.9,0 days 00:40:00
2000-08-05 13:31:00-12:00,44.84664,-46.97697,4.864,3634.0,49688.0,-50.0,30.9,0 days 00:41:00
2000-08-05 13:32:00-12:00,44.84743,-46.97839,4.868,3638.0,49692.0,-45.0,30.8,0 days 00:42:00
2000-08-05 13:33:00-12:00,44.84823,-46.9798,4.865,3635.0,49687.0,-52.0,30.7,0 days 00:43:00
2000-08-05 13:34:00-12:00,44.84902,-46.98122,4.865,3635.0,49689.0,-50.0,30.6,0 days 00:44:00
2000-08-05 13:35:00-12:00,44.84979,-46.98263,4.866,3636.0,49692.0,-48.0,30.5,0 days 00:45:00
2000-08-05 13:36:00-12:00,44.85059,-46.98403,4.865,3635.0,49693.0,-48.0,30.5,0 days 00:46:00
2000-08-05 13:37:00-12:00,44.8514,-46.98539,4.862,3632.0,49696.0,-45.0,30.4,0 days 00:47:00
2000-08-05 13:38:00-12:00,44.85218,-46.98675,4.865,3635.0,49696.0,-45.0,30.3,0 days 00:48:00
2000-08-05 13:39:00-12:00,44.85296,-46.98809,4.865,3635.0,49698.0,-44.0,30.2,0 days 00:49:00
2000-08-05 13:40:00-12:00,44.85374,-46.98945,4.865,3635.0,49698.0,-45.0,30.2,0 days 00:50:00
2000-08-05 13:41:00-12:00,44.85454,-46.99081,4.865,3635.0,49699.0,-44.0,30.2,0 days 00:51:00
2000-08-05 13:42:00-12:00,44.85533,-46.9922,4.87,3639.0,49702.0,-42.0,30.1,0 days 00:52:00
2000-08-05 13:43:00-12:00,44.85611,-46.9936,4.866,3636.0,49704.0,-40.0,30.1,0 days 00:53:00
2000-08-05 13:44:00-12:00,44.8569,-46.99499,4.87,3639.0,49704.0,-41.0,30.0,0 days 00:54:00
2000-08-05 13:45:00-12:00,44.85766,-46.99638,4.869,3639.0,49706.0,-40.0,30.0,0 days 00:55:00
2000-08-05 13:46:00-12:00,44.85851,-46.99776,4.872,3641.0,49704.0,-43.0,29.9,0 days 00:56:00
2000-08-05 13:47:00-12:00,44.85926,-46.99916,4.874,3643.0,49708.0,-39.0,29.8,0 days 00:57:00
2000-08-05 13:48:00-12:00,44.86001,-47.00056,4.877,3645.0,49707.0,-45.0,29.6,0 days 00:58:00
2000-08-05 13:52:00-12:00,44.86308,-47.0061,4.876,3644.0,49723.0,-32.0,29.3,0 days 01:02:00
2000-08-05 13:53:00-12:00,44.86382,-47.0075,4.876,3644.0,49714.0,-42.0,29.3,0 days 01:03:00
2000-08-05 13:54:00-12:00,44.86456,-47.00888,4.876,3644.0,49718.0,-38.0,29.2,0 days 01:04:00
2000-08-05 13:55:00-12:00,44.86533,-47.01024,4.876,3644.0,49719.0,-38.0,29.2,0 days 01:05:00
2000-08-05 13:56:00-12:00,44.86611,-47.01161,4.876,3644.0,49718.0,-40.0,29.2,0 days 01:06:00
2000-08-05 14:00:00-12:00,44.86928,-47.01704,4.874,3643.0,49732.0,-28.0,28.9,0 days 01:10:00
2000-08-05 14:30:00-12:00,44.87175,-47.02106,4.877,3645.0,49739.0,-23.0,28.6,0 days 01:40:00
2000-08-05 14:10:00-12:00,44.87719,-47.03088,4.876,3644.0,49755.0,-11.0,27.9,0 days 01:20:00
2000-08-05 14:11:00-12:00,44.87798,-47.03227,4.873,3642.0,49758.0,-9.0,27.8,0 days 01:21:00
2000-08-05 14:12:00-12:00,44.87876,-47.03364,4.873,3642.0,49761.0,-6.0,27.8,0 days 01:22:00
2000-08-05 14:13:00-12:00,44.87946,-47.03502,4.872,3641.0,49762.0,-6.0,27.7,0 days 01:23:00
2000-08-05 14:14:00-12:00,44.88026,-47.03636,4.872,3641.0,49763.0,-6.0,27.8,0 days 01:24:00
2000-08-05 14:15:00-12:00,44.881,-47.03772,4.868,3638.0,49765.0,-4.0,27.7,0 days 01:25:00
2000-08-05 14:16:00-12:00,44.88176,-47.03907,4.868,3638.0,49769.0,-1.0,27.6,0 days 01:26:00
2000-08-05 14:17:00-12:00,44.88249,-47.04044,4.868,3638.0,49770.0,-1.0,27.5,0 days 01:27:00
2000-08-05 14:18:00-12:00,44.88332,-47.04177,4.866,3636.0,49770.0,-2.0,27.5,0 days 01:28:00
2000-08-05 14:19:00-12:00,44.88408,-47.04316,4.865,3635.0,49769.0,-3.0,27.4,0 days 01:29:00
2000-08-05 14:20:00-12:00,44.88484,-47.04457,4.865,3635.0,49766.0,-6.0,27.3,0 days 01:30:00
2000-08-05 14:21:00-12:00,44.88564,-47.04592,4.861,3632.0,49768.0,-5.0,27.2,0 days 01:31:00
2000-08-05 14:27:00-12:00,44.89032,-47.0542,4.856,3628.0,49777.0,0.0,26.8,0 days 01:37:00
2000-08-05 14:34:00-12:00,44.89596,-47.0638,4.856,3628.0,49785.0,3.0,26.3,0 days 01:44:00
2000-08-05 14:35:00-12:00,44.89678,-47.06515,4.853,3626.0,49788.0,6.0,26.4,0 days 01:45:00
2000-08-05 14:36:00-12:00,44.89757,-47.06652,4.853,3626.0,49791.0,8.0,26.3,0 days 01:46:00
2000-08-05 14:37:00-12:00,44.89837,-47.06789,4.855,3627.0,49793.0,9.0,26.1,0 days 01:47:00
2000-08-05 14:38:00-12:00,44.89914,-47.06927,4.853,3626.0,49794.0,10.0,26.0,0 days 01:48:00
2000-08-05 14:39:00-12:00,44.89993,-47.07065,4.853,3626.0,49790.0,5.0,26.0,0 days 01:49:00
2000-08-05 14:40:00-12:00,44.90071,-47.07205,4.852,3625.0,49795.0,10.0,25.9,0 days 01:50:00
2000-08-05 14:41:00-12:00,44.90147,-47.07347,4.85,3624.0,49796.0,10.0,25.9,0 days 01:51:00
2000-08-05 14:42:00-12:00,44.90224,-47.07491,4.85,3624.0,49796.0,10.0,25.8,0 days 01:52:00
2000-08-05 14:43:00-12:00,44.90297,-47.07635,4.854,3626.0,49798.0,11.0,25.7,0 days 01:53:00
2000-08-05 14:44:00-12:00,44.90381,-47.07772,4.854,3626.0,49802.0,15.0,25.5,0 days 01:54:00
2000-08-05 14:45:00-12:00,44.9046,-47.07913,4.856,3628.0,49802.0,13.0,25.4,0 days 01:55:00
2000-08-05 14:46:00-12:00,44.90539,-47.08053,4.856,3628.0,49803.0,14.0,25.3,0 days 01:56:00
2000-08-05 14:47:00-12:00,44.90614,-47.08194,4.856,3628.0,49805.0,16.0,25.1,0 days 01:57:00
2000-08-05 14:48:00-12:00,44.9069,-47.08333,4.857,3629.0,49808.0,18.0,25.1,0 days 01:58:00
2000-08-05 14:49:00-12:00,44.90765,-47.08469,4.857,3629.0,49810.0,20.0,25.0,0 days 01:59:00
2000-08-05 14:50:00-12:00,44.90836,-47.0861,4.86,3631.0,49812.0,21.0,25.0,0 days 02:00:00
2000-08-05 14:51:00-12:00,44.9091,-47.0875,4.86,3631.0,49813.0,21.0,24.8,0 days 02:01:00
2000-08-05 14:52:00-12:00,44.90987,-47.08887,4.86,3631.0,49816.0,23.0,24.6,0 days 02:02:00
2000-08-05 14:53:00-12:00,44.91066,-47.09022,4.86,3631.0,49820.0,26.0,24.5,0 days 02:03:00
2000-08-05 14:54:00-12:00,44.91145,-47.09156,4.862,3632.0,49822.0,28.0,24.4,0 days 02:04:00
2000-08-05 14:55:00-12:00,44.91221,-47.09293,4.865,3635.0,49822.0,27.0,24.4,0 days 02:05:00
2000-08-05 14:56:00-12:00,44.91296,-47.09429,4.865,3635.0,49825.0,30.0,24.3,0 days 02:06:00
2000-08-05 14:57:00-12:00,44.91373,-47.09563,4.865,3635.0,49828.0,33.0,24.3,0 days 02:07:00
2000-08-05 14:58:00-12:00,44.91446,-47.09697,4.868,3638.0,49829.0,33.0,24.2,0 days 02:08:00
