,LAT,LON,BAT_TTIME,CORR_DEPTH,MAG_TOT,MAG_RES,FREEAIR
1997-06-16 18:59:00-12:00,15.33632,-46.63177,6.193,4671.0,34340.0,258.0,-18.0
1997-06-16 19:10:00-12:00,15.32397,-46.63193,5.917,4459.0,34316.0,240.0,-9.2
1997-06-16 19:11:00-12:00,15.3229,-46.63184,5.914,4457.0,34313.0,237.0,-8.1
1997-06-16 19:12:00-12:00,15.32186,-46.63178,5.869,4422.0,34309.0,234.0,-6.7
1997-06-16 19:13:00-12:00,15.32079,-46.63165,5.769,4345.0,34305.0,231.0,-5.2
1997-06-16 19:14:00-12:00,15.31969,-46.63159,5.698,4290.0,34301.0,227.0,-4.1
1997-06-16 19:15:00-12:00,15.31861,-46.63156,5.688,4282.0,34297.0,224.0,-2.6
1997-06-16 19:16:00-12:00,15.31748,-46.63156,5.741,4323.0,34293.0,220.0,-1.8
1997-06-16 19:17:00-12:00,15.31635,-46.63156,5.752,4331.0,34289.0,217.0,-1.0
1997-06-16 19:18:00-12:00,15.31518,-46.63162,5.829,4391.0,34285.0,214.0,0.2
1997-06-16 19:19:00-12:00,15.31405,-46.63176,5.834,4395.0,34281.0,210.0,1.4
1997-06-16 19:20:00-12:00,15.31289,-46.63188,5.833,4394.0,34277.0,207.0,1.5
1997-06-16 19:21:00-12:00,15.31176,-46.6319,5.834,4395.0,34273.0,204.0,1.3
1997-06-16 19:22:00-12:00,15.31063,-46.63181,5.833,4394.0,34270.0,201.0,2.4
1997-06-16 19:23:00-12:00,15.30947,-46.6317,5.832,4393.0,34267.0,198.0,3.8
1997-06-16 19:24:00-12:00,15.30831,-46.63156,5.832,4393.0,34262.0,194.0,4.9
1997-06-16 19:25:00-12:00,15.30715,-46.63147,5.83,4391.0,34258.0,190.0,6.1
1997-06-16 19:26:00-12:00,15.30599,-46.63138,5.83,4391.0,34252.0,186.0,7.5
1997-06-16 19:27:00-12:00,15.30485,-46.63137,5.817,4382.0,34247.0,181.0,8.3
1997-06-16 19:28:00-12:00,15.30374,-46.63131,5.764,4341.0,34242.0,176.0,8.9
1997-06-16 19:29:00-12:00,15.30263,-46.63127,5.702,4293.0,34237.0,172.0,9.8
1997-06-16 19:30:00-12:00,15.30152,-46.63123,5.667,4266.0,34232.0,168.0,11.5
1997-06-16 19:40:00-12:00,15.33069,-46.63191,6.074,4580.0,34332.0,253.0,-14.3
1997-06-16 19:41:00-12:00,15.29583,-46.62367,5.382,4048.0,34182.0,122.0,16.4
1997-06-16 19:50:00-12:00,15.32959,-46.63189,6.005,4526.0,34330.0,251.0,-13.1
