time,relativeAltitude,pressure
2023-08-06 10:48:05-04:00,-0.0931396484375,949.4816436767578
2023-08-06 10:48:06-04:00,-0.1414998372395833,949.4871371400122
2023-08-06 10:48:07-04:00,-0.1067218391262755,949.4831518056442
2023-08-06 10:48:08-04:00,-0.1400026807598039,949.4869432636336
2023-08-06 10:48:09-04:00,-0.1135727240114796,949.4839377889828
2023-08-06 10:48:10-04:00,-0.1134667490042892,949.4839238185508
2023-08-06 10:48:11-04:00,-0.147655029296875,949.4878247070312
2023-08-06 10:48:12-04:00,-0.146019287109375,949.4876342773438
2023-08-06 10:48:13-04:00,-0.124464111328125,949.4851965332032
2023-08-06 10:48:14-04:00,-0.1045669244260204,949.482938805405
2023-08-06 10:48:15-04:00,-0.1159560259650735,949.4842110428156
2023-08-06 10:48:16-04:00,-0.1180432378029336,949.4844509825416
2023-08-06 10:48:17-04:00,-0.1369904162837009,949.486608168658
2023-08-06 10:48:18-04:00,-0.1126522142059949,949.483851841518
2023-08-06 10:48:19-04:00,-0.0869451784620098,949.4809007831648
2023-08-06 10:48:20-04:00,-0.1611838827327806,949.489352479273
2023-08-06 10:48:21-04:00,-0.155123841528799,949.488676183364
2023-08-06 10:48:22-04:00,-0.149718017578125,949.488077392578
2023-08-06 10:48:23-04:00,-0.15289306640625,949.4884216308594
2023-08-06 10:48:24-04:00,-0.191596829161352,949.4928402024872
2023-08-06 10:48:25-04:00,-0.167581787109375,949.4901025390624
2023-08-06 10:48:26-04:00,-0.196056889552696,949.4933483647366
2023-08-06 10:48:27-04:00,-0.1916553730867347,949.4928377112564
2023-08-06 10:48:28-04:00,-0.1644502527573529,949.4897365196078
2023-08-06 10:48:29-04:00,-0.1712671396683673,949.4904909717792
2023-08-06 10:48:30-04:00,-0.2080712411917892,949.4947102864584
2023-08-06 10:48:31-04:00,-0.2261140784438775,949.4967638911032
2023-08-06 10:48:32-04:00,-0.1799388212316176,949.4915089326746
2023-08-06 10:48:33-04:00,-0.232791748046875,949.4975268554688
2023-08-06 10:48:34-04:00,-0.24463134765625,949.4988745117188
2023-08-06 10:48:35-04:00,-0.21984619140625,949.4960461425782
2023-08-06 10:48:36-04:00,-0.231826470822704,949.4973991549743
2023-08-06 10:48:37-04:00,-0.2201968922334558,949.49609375
2023-08-06 10:48:38-04:00,-1.1980379065688775,949.6075663663904
2023-08-06 10:48:39-04:00,-0.2179158528645833,949.495834051394
2023-08-06 10:48:40-04:00,-0.2754005899234694,949.5023903360172
2023-08-06 10:48:41-04:00,-0.2786913105085784,949.5027501723346
2023-08-06 10:48:42-04:00,-0.2735085000797194,949.5021611427774
2023-08-06 10:48:43-04:00,-0.2510735006893382,949.4996122472428
2023-08-06 10:48:44-04:00,-0.270205078125,949.5017797851564
2023-08-06 10:48:45-04:00,-0.241724853515625,949.4985412597656
2023-08-06 10:48:46-04:00,-0.25683837890625,949.5002551269532
2023-08-06 10:48:47-04:00,-0.2438528878348214,949.498779296875
2023-08-06 10:48:48-04:00,-0.2468285654105392,949.4991251627604
2023-08-06 10:48:49-04:00,-0.2579283422353316,949.500396105708
2023-08-06 10:48:50-04:00,-0.2481246649050245,949.499267578125
2023-08-06 10:48:51-04:00,-0.2405084103954081,949.4984105947068
2023-08-06 10:48:52-04:00,-0.2591026156556372,949.5005050359988
2023-08-06 10:48:53-04:00,-0.22290771484375,949.4964184570312
2023-08-06 10:48:54-04:00,-0.2202685546875,949.496104736328
2023-08-06 10:48:55-04:00,-0.2473032425860969,949.4991778938138
2023-08-06 10:48:56-04:00,-0.2574977500765931,949.500342275582
2023-08-06 10:48:57-04:00,-0.2456303810586734,949.4989898058832
2023-08-06 10:48:58-04:00,-0.23945068359375,949.4982995605468
2023-08-06 10:48:59-04:00,-0.2766149184283088,949.5025024414062
2023-08-06 10:49:00-04:00,-0.2833642578125,949.503291015625
2023-08-06 10:49:01-04:00,-0.282679443359375,949.5031872558594
