time,bearingAccuracy,speedAccuracy,verticalAccuracy,horizontalAccuracy,speed,bearing,altitude,longitude,latitude
2023-08-06 10:48:05-04:00,0.0,0.3439680933952331,3.2355995178222656,6.103231430053711,0.0,0.0,565.149812273104,-75.33703824466943,41.15946173927879
2023-08-06 10:48:06-04:00,0.0,0.3529359102249145,3.19359827041626,5.978960990905762,0.0,0.0,565.1802861946717,-75.33703818176666,41.15946188118729
2023-08-06 10:48:07-04:00,0.0,0.3688469529151916,3.183466672897339,5.916759967803955,0.0,0.0,565.1226438546948,-75.33703823097112,41.159461926207726
2023-08-06 10:48:08-04:00,0.0,0.4190752804279327,3.2560060024261475,5.883481025695801,0.0,0.0,564.9820543578443,-75.33703826838202,41.15946194662325
2023-08-06 10:48:09-04:00,0.0,0.4686677753925323,3.244216203689575,5.831141948699951,0.0,0.0,564.8378652688601,-75.3370383199179,41.15946193083461
2023-08-06 10:48:10-04:00,0.0,0.3860134184360504,3.3123764991760254,5.832180500030518,0.0,0.0,564.7948764197605,-75.33703838265966,41.15946193811944
2023-08-06 10:48:11-04:00,0.0,0.369199275970459,3.2862329483032227,5.929937839508057,0.0,0.0,564.9839766071841,-75.33703844511773,41.15946196547284
2023-08-06 10:48:12-04:00,0.0,0.3778819143772125,3.2522850036621094,5.9533772468566895,0.0,0.0,565.2094266298775,-75.33703858281027,41.159462004230846
2023-08-06 10:48:13-04:00,0.0,0.4437122046947479,3.204730987548828,5.963014602661133,0.0,0.0,565.4301643610833,-75.33703867681272,41.15946208719365
2023-08-06 10:48:14-04:00,0.0,0.3909659385681152,3.1652491092681885,6.038159370422363,0.0,0.0,565.4748377612294,-75.33703868208977,41.15946214397808
2023-08-06 10:48:15-04:00,0.0,0.3706328868865967,3.131500720977783,6.085649013519287,0.0,0.0,565.4337970536533,-75.33703864394847,41.1594621948146
2023-08-06 10:48:16-04:00,0.0,0.3837844431400299,3.10351037979126,6.151130676269531,0.0,0.0,565.3320498718036,-75.33703867076348,41.15946225425628
2023-08-06 10:48:17-04:00,0.0,0.3802458047866821,3.0751888751983643,6.032449722290039,0.0,0.0,565.2848051841985,-75.33703857325747,41.15946232887243
2023-08-06 10:48:18-04:00,0.0,0.3654978275299072,3.125907182693481,5.925565242767334,0.0,0.0,565.2635366884804,-75.33703843387349,41.15946236403917
2023-08-06 10:48:19-04:00,0.0,0.3771456778049469,3.0887556076049805,5.923131465911865,0.0,0.0,565.1309475994599,-75.33703848934303,41.15946244855534
2023-08-06 10:48:20-04:00,0.0,0.3602128028869629,3.050810575485229,5.8957719802856445,0.0,0.0,565.0158388432602,-75.33703856105207,41.15946254563118
2023-08-06 10:48:21-04:00,0.0,0.4144555032253265,3.02103042602539,5.919456958770752,0.0,0.0,564.9456764480482,-75.33703860944478,41.15946262615779
2023-08-06 10:48:22-04:00,0.0,0.360110193490982,3.0,5.868612766265869,0.0,0.0,564.8469850209274,-75.33703864725938,41.15946270853335
2023-08-06 10:48:23-04:00,0.0,0.3154016733169555,3.0,5.718181610107422,0.0,0.0,564.7048587645407,-75.33703873562135,41.15946285106835
2023-08-06 10:48:24-04:00,0.0,0.3116810023784637,3.0,5.580421447753906,0.0,0.0,564.5359217180364,-75.3370388307568,41.15946293691878
2023-08-06 10:48:25-04:00,0.0,0.2995775640010834,3.0,5.397148132324219,0.0,0.0,564.3736802718173,-75.3370388989505,41.15946302782452
2023-08-06 10:48:26-04:00,0.0,0.2955529987812042,3.0,5.270552635192871,0.0,0.0,564.2460105770908,-75.33703896842836,41.1594631179175
2023-08-06 10:48:27-04:00,0.0,0.3262793719768524,3.0,5.216760158538818,0.0,0.0,564.0914835627864,-75.33703900053085,41.159463185284
2023-08-06 10:48:28-04:00,0.0,0.3564057350158691,3.0,5.168044090270996,0.0,0.0,564.1789382636914,-75.33703904246671,41.1594632025849
2023-08-06 10:48:29-04:00,0.0,0.3412492871284485,3.0,5.722520351409912,0.0,0.0,564.1767722255383,-75.33703893471088,41.15946312287528
2023-08-06 10:48:30-04:00,0.0,0.3809988796710968,3.0,5.722536087036133,0.0,0.0,564.1395517363135,-75.3370389288499,41.1594630701045
2023-08-06 10:48:31-04:00,0.0,0.360562264919281,3.0,5.722550868988037,0.0,0.0,564.0694320266238,-75.33703900283199,41.15946296897457
2023-08-06 10:48:32-04:00,0.0,0.3598028719425201,3.0,5.722563743591309,0.0,0.0,563.9912591114562,-75.33703902652465,41.15946284235637
2023-08-06 10:48:33-04:00,0.0,0.3573638200759887,3.0,5.722576141357422,0.0,0.0,563.9958760654924,-75.33703906825028,41.15946276618326
2023-08-06 10:48:34-04:00,0.0,0.3835119605064392,3.0,6.002941608428955,0.0,0.0,563.9714880574747,-75.33703908879491,41.15946273456581
2023-08-06 10:48:35-04:00,0.0,0.3721054792404175,3.0,5.544111251831055,0.0,0.0,564.0181944293945,-75.33703911797936,41.15946275293995
