,LAT,LON,BAT_TTIME,CORR_DEPTH,MAG_TOT,MAG_RES,FREEAIR,DT
2002-01-19 06:19:00+05:00,-49.58587,116.97441,5.04,3754.0,64989.0,169.0,-7.2,0 days 00:01:00
2002-01-19 06:20:00+05:00,-49.58332,116.97579,5.03,3746.0,64980.0,161.0,-4.1,0 days 00:01:00
2002-01-19 06:21:00+05:00,-49.5807,116.97699,5.341,3983.0,64970.0,151.0,-3.7,0 days 00:01:00
2002-01-19 06:22:00+05:00,-49.57812,116.9783,5.582,4166.0,64962.0,143.0,-3.3,0 days 00:01:00
2002-01-19 06:23:00+05:00,-49.57552,116.97959,5.729,4278.0,64951.0,132.0,-7.4,0 days 00:01:00
2002-01-19 06:24:00+05:00,-49.57294,116.98086,5.733,4281.0,64942.0,124.0,-2.4,0 days 00:01:00
2002-01-19 06:25:00+05:00,-49.5704,116.98216,5.683,4243.0,64933.0,115.0,-0.5,0 days 00:01:00
2002-01-19 06:26:00+05:00,-49.56793,116.98351,5.559,4148.0,64922.0,104.0,-6.0,0 days 00:01:00
2002-01-19 06:27:00+05:00,-49.56536,116.98474,5.559,4148.0,64915.0,97.0,-4.7,0 days 00:01:00
2002-01-19 06:28:00+05:00,-49.56277,116.98602,5.331,3975.0,64908.0,91.0,-1.5,0 days 00:01:00
2002-01-19 06:29:00+05:00,-49.5602,116.98739,5.364,4000.0,64902.0,85.0,-3.2,0 days 00:01:00
2002-01-19 06:30:00+05:00,-49.55759,116.98855,5.392,4021.0,64895.0,78.0,-2.6,0 days 00:01:00
2002-01-19 06:31:00+05:00,-49.55507,116.98989,5.52,4119.0,64891.0,75.0,-6.3,0 days 00:01:00
2002-01-19 06:32:00+05:00,-49.55257,116.99116,5.846,4367.0,64886.0,70.0,-6.5,0 days 00:01:00
2002-01-19 06:33:00+05:00,-49.55002,116.9924,5.876,4390.0,64883.0,67.0,-0.2,0 days 00:01:00
2002-01-19 06:34:00+05:00,-49.54747,116.99374,5.865,4382.0,64879.0,63.0,-5.2,0 days 00:01:00
2002-01-19 06:35:00+05:00,-49.54489,116.99495,5.79,4324.0,64875.0,60.0,-3.5,0 days 00:01:00
2002-01-19 06:36:00+05:00,-49.54241,116.99626,5.757,4299.0,64872.0,57.0,-4.9,0 days 00:01:00
2002-01-19 06:37:00+05:00,-49.53992,116.99748,5.718,4269.0,64868.0,53.0,-0.6,0 days 00:01:00
2002-01-19 06:38:00+05:00,-49.53741,116.99875,5.736,4283.0,64865.0,51.0,-0.2,0 days 00:01:00
2002-01-19 06:39:00+05:00,-49.5349,117.00008,5.701,4257.0,64864.0,60.0,-3.1,0 days 00:01:00
2002-01-19 06:40:00+05:00,-49.53236,117.00127,5.558,4147.0,64860.0,57.0,-1.3,0 days 00:01:00
2002-01-19 06:41:00+05:00,-49.52981,117.00256,5.49,4096.0,64858.0,55.0,-0.9,0 days 00:01:00
2002-01-19 06:42:00+05:00,-49.52721,117.00388,5.277,3934.0,64857.0,55.0,-3.3,0 days 00:01:00
2002-01-19 06:43:00+05:00,-49.52473,117.00516,5.241,3907.0,64854.0,52.0,-1.4,0 days 00:01:00
2002-01-19 06:44:00+05:00,-49.52226,117.00632,5.218,3889.0,64851.0,49.0,-1.8,0 days 00:01:00
2002-01-19 06:45:00+05:00,-49.51979,117.00759,5.167,3850.0,64849.0,48.0,1.0,0 days 00:01:00
2002-01-19 06:46:00+05:00,-49.51722,117.00879,5.19,3867.0,64847.0,45.0,-3.4,0 days 00:01:00
2002-01-19 06:47:00+05:00,-49.5147,117.01,5.198,3873.0,64845.0,44.0,0.9,0 days 00:01:00
2002-01-19 06:48:00+05:00,-49.51221,117.01125,5.078,3782.0,64844.0,43.0,6.1,0 days 00:01:00
2002-01-19 06:49:00+05:00,-49.50966,117.01236,5.047,3759.0,64841.0,41.0,2.9,0 days 00:01:00
2002-01-19 06:50:00+05:00,-49.50719,117.01379,5.044,3757.0,64840.0,39.0,1.0,0 days 00:01:00
2002-01-19 06:51:00+05:00,-49.50466,117.01495,5.017,3737.0,64838.0,38.0,0.4,0 days 00:01:00
2002-01-19 06:52:00+05:00,-49.50211,117.01626,4.988,3714.0,64835.0,35.0,6.9,0 days 00:01:00
2002-01-19 06:53:00+05:00,-49.49954,117.01757,4.984,3711.0,64833.0,34.0,3.6,0 days 00:01:00
2002-01-19 06:54:00+05:00,-49.497,117.01889,4.91,3655.0,64831.0,32.0,3.7,0 days 00:01:00
2002-01-19 06:55:00+05:00,-49.4945,117.02018,4.897,3646.0,64828.0,29.0,0.7,0 days 00:01:00
2002-01-19 06:56:00+05:00,-49.49197,117.02141,5.003,3726.0,64824.0,26.0,3.1,0 days 00:01:00
2002-01-19 06:57:00+05:00,-49.48946,117.02279,5.049,3761.0,64822.0,24.0,3.2,0 days 00:01:00
2002-01-19 06:58:00+05:00,-49.48694,117.02405,5.141,3831.0,64820.0,23.0,-0.5,0 days 00:01:00
2002-01-19 06:59:00+05:00,-49.48444,117.0253,5.044,3757.0,64818.0,21.0,2.4,0 days 00:01:00
2002-01-19 07:00:00+05:00,-49.48194,117.02658,5.167,3850.0,64817.0,20.0,2.7,0 days 00:01:00
2002-01-19 07:10:00+05:00,-49.45677,117.03917,5.331,3975.0,64768.0,-26.0,-2.8,0 days 00:10:00
2002-01-19 07:11:00+05:00,-49.45424,117.04043,5.468,4079.0,64762.0,-32.0,-2.4,0 days 00:01:00
2002-01-19 07:12:00+05:00,-49.45171,117.04162,5.512,4113.0,64755.0,-38.0,-1.6,0 days 00:01:00
2002-01-19 07:13:00+05:00,-49.44916,117.04279,5.726,4275.0,64745.0,-48.0,-4.2,0 days 00:01:00
2002-01-19 07:14:00+05:00,-49.44661,117.04415,5.808,4338.0,64739.0,-54.0,-5.4,0 days 00:01:00
2002-01-19 07:15:00+05:00,-49.44408,117.04542,5.893,4403.0,64732.0,-61.0,-6.4,0 days 00:01:00
2002-01-19 07:16:00+05:00,-49.44158,117.04664,5.924,4427.0,64726.0,-67.0,-5.2,0 days 00:01:00
2002-01-19 07:17:00+05:00,-49.43912,117.04786,6.002,4487.0,64720.0,-72.0,-4.2,0 days 00:01:00
2002-01-19 07:18:00+05:00,-49.43672,117.04907,5.937,4437.0,64717.0,-75.0,-7.3,0 days 00:01:00
2002-01-19 07:19:00+05:00,-49.43429,117.05028,5.789,4324.0,64712.0,-80.0,-5.6,0 days 00:01:00
2002-01-19 07:20:00+05:00,-49.43181,117.05153,5.773,4312.0,64710.0,-82.0,-8.8,0 days 00:01:00
2002-01-19 07:21:00+05:00,-49.42937,117.05279,5.591,4173.0,64709.0,-82.0,-10.3,0 days 00:01:00
2002-01-19 07:22:00+05:00,-49.42691,117.054,5.495,4099.0,64707.0,-84.0,-8.3,0 days 00:01:00
2002-01-19 07:23:00+05:00,-49.42441,117.05523,5.328,3973.0,64705.0,-85.0,-9.5,0 days 00:01:00
2002-01-19 07:24:00+05:00,-49.42195,117.05651,5.322,3969.0,64706.0,-84.0,-6.4,0 days 00:01:00
2002-01-19 07:25:00+05:00,-49.41949,117.05776,5.333,3977.0,64706.0,-84.0,-11.0,0 days 00:01:00
2002-01-19 07:26:00+05:00,-49.41704,117.05889,5.395,4023.0,64708.0,-81.0,-9.6,0 days 00:01:00
2002-01-19 07:27:00+05:00,-49.41463,117.06018,5.622,4196.0,64709.0,-81.0,-9.6,0 days 00:01:00
2002-01-19 07:28:00+05:00,-49.41223,117.06145,5.867,4383.0,64711.0,-78.0,-11.0,0 days 00:01:00
2002-01-19 07:29:00+05:00,-49.40977,117.06263,5.891,4401.0,64712.0,-77.0,-12.1,0 days 00:01:00
2002-01-19 07:30:00+05:00,-49.40733,117.0639,6.1,4562.0,64712.0,-76.0,-13.4,0 days 00:01:00
2002-01-19 07:31:00+05:00,-49.40494,117.0651,6.027,4505.0,64714.0,-74.0,-11.6,0 days 00:01:00
2002-01-19 07:32:00+05:00,-49.40255,117.06633,6.047,4521.0,64715.0,-72.0,-10.3,0 days 00:01:00
2002-01-19 07:33:00+05:00,-49.40014,117.06752,6.031,4508.0,64717.0,-71.0,-12.6,0 days 00:01:00
2002-01-19 07:34:00+05:00,-49.39772,117.06867,5.993,4480.0,64718.0,-69.0,-8.7,0 days 00:01:00
2002-01-19 07:35:00+05:00,-49.39528,117.06995,5.991,4478.0,64718.0,-69.0,-8.5,0 days 00:01:00
2002-01-19 07:36:00+05:00,-49.39285,117.07121,6.014,4495.0,64722.0,-65.0,-12.5,0 days 00:01:00
2002-01-19 07:37:00+05:00,-49.39046,117.07231,5.981,4471.0,64724.0,-63.0,-11.5,0 days 00:01:00
2002-01-19 07:38:00+05:00,-49.38805,117.07347,5.956,4451.0,64727.0,-59.0,-12.8,0 days 00:01:00
2002-01-19 07:39:00+05:00,-49.38571,117.0747,5.934,4434.0,64732.0,-54.0,-11.3,0 days 00:01:00
2002-01-19 07:40:00+05:00,-49.38327,117.0758,5.917,4422.0,64734.0,-51.0,-12.7,0 days 00:01:00
2002-01-19 07:41:00+05:00,-49.38085,117.07708,5.904,4412.0,64737.0,-48.0,-11.6,0 days 00:01:00
2002-01-19 07:42:00+05:00,-49.3784,117.07825,5.866,4383.0,64741.0,-44.0,-8.7,0 days 00:01:00
2002-01-19 07:43:00+05:00,-49.37592,117.07935,5.841,4364.0,64746.0,-38.0,-11.9,0 days 00:01:00
2002-01-19 07:44:00+05:00,-49.37348,117.08062,5.769,4309.0,64751.0,-34.0,-7.9,0 days 00:01:00
2002-01-19 07:45:00+05:00,-49.37104,117.08181,5.737,4284.0,64755.0,-29.0,-6.9,0 days 00:01:00
2002-01-19 07:46:00+05:00,-49.36865,117.08309,5.568,4156.0,64758.0,-26.0,-9.1,0 days 00:01:00
2002-01-19 07:47:00+05:00,-49.36625,117.08435,5.728,4277.0,64761.0,-22.0,-7.8,0 days 00:01:00
2002-01-19 07:48:00+05:00,-49.36386,117.08554,5.56,4149.0,64766.0,-18.0,-7.8,0 days 00:01:00
2002-01-19 07:49:00+05:00,-49.36149,117.08674,5.475,4084.0,64770.0,-13.0,-3.8,0 days 00:01:00
2002-01-19 07:50:00+05:00,-49.35913,117.08801,5.43,4050.0,64773.0,-9.0,-6.7,0 days 00:01:00
2002-01-19 07:51:00+05:00,-49.35675,117.08921,5.422,4044.0,64777.0,-5.0,-2.7,0 days 00:01:00
2002-01-19 07:52:00+05:00,-49.35439,117.09049,5.395,4023.0,64781.0,-1.0,-3.7,0 days 00:01:00
2002-01-19 07:53:00+05:00,-49.35196,117.09152,5.412,4037.0,64786.0,4.0,-5.1,0 days 00:01:00
2002-01-19 07:54:00+05:00,-49.34954,117.09275,5.413,4038.0,64789.0,8.0,-2.0,0 days 00:01:00
2002-01-19 07:55:00+05:00,-49.34711,117.09392,5.435,4054.0,64796.0,15.0,-1.1,0 days 00:01:00
2002-01-19 07:56:00+05:00,-49.34466,117.09513,5.412,4037.0,64799.0,18.0,0.7,0 days 00:01:00
2002-01-19 07:57:00+05:00,-49.34224,117.09639,5.456,4070.0,64802.0,21.0,-2.2,0 days 00:01:00
2002-01-19 07:58:00+05:00,-49.33978,117.09761,5.452,4067.0,64806.0,26.0,4.2,0 days 00:01:00
2002-01-19 07:59:00+05:00,-49.33731,117.09879,5.599,4179.0,64809.0,29.0,3.2,0 days 00:01:00
2002-01-19 08:00:00+05:00,-49.33486,117.10003,5.593,4175.0,64811.0,32.0,3.1,0 days 00:01:00
2002-01-19 08:10:00+05:00,-49.31059,117.11211,5.039,3753.0,64780.0,3.0,17.2,0 days 00:10:00
2002-01-19 08:11:00+05:00,-49.30817,117.11334,4.936,3675.0,64774.0,-2.0,20.1,0 days 00:01:00
2002-01-19 08:12:00+05:00,-49.30575,117.11449,4.897,3646.0,64769.0,-7.0,20.9,0 days 00:01:00
2002-01-19 08:13:00+05:00,-49.30336,117.11569,4.77,3550.0,64763.0,-13.0,21.3,0 days 00:01:00
2002-01-19 08:14:00+05:00,-49.301,117.11683,4.685,3485.0,64758.0,-18.0,22.1,0 days 00:01:00
2002-01-19 08:15:00+05:00,-49.29866,117.11814,4.61,3429.0,64753.0,-22.0,26.7,0 days 00:01:00
2002-01-19 08:16:00+05:00,-49.29632,117.11927,4.758,3540.0,64748.0,-27.0,24.6,0 days 00:01:00
2002-01-19 08:17:00+05:00,-49.29395,117.12053,4.709,3503.0,64743.0,-32.0,27.9,0 days 00:01:00
2002-01-19 08:18:00+05:00,-49.2916,117.1217,4.655,3462.0,64740.0,-34.0,28.2,0 days 00:01:00
2002-01-19 08:19:00+05:00,-49.28926,117.12293,4.567,3395.0,64737.0,-37.0,32.0,0 days 00:01:00
2002-01-19 08:20:00+05:00,-49.2869,117.1242,4.488,3336.0,64735.0,-39.0,33.7,0 days 00:01:00
2002-01-19 08:21:00+05:00,-49.28453,117.12518,4.329,3216.0,64734.0,-39.0,34.3,0 days 00:01:00
2002-01-19 08:22:00+05:00,-49.28221,117.12638,4.329,3216.0,64735.0,-39.0,36.6,0 days 00:01:00
2002-01-19 08:23:00+05:00,-49.27985,117.12747,4.31,3201.0,64736.0,-37.0,41.3,0 days 00:01:00
2002-01-19 08:24:00+05:00,-49.27752,117.1287,4.353,3234.0,64740.0,-32.0,38.3,0 days 00:01:00
