,LAT,LON,CORR_DEPTH,MAG_TOT,MAG_TOT2,MAG_RES,GRA_OBS,EOTVOS,FREEAIR,LINEID,DT
2017-09-12 12:32:00+00:00,-27.55506,73.87234,2467.8,47917.5,47923.8,219.2,979171.4,-37.7,33.3,7-104,0 days 00:01:00
2017-09-12 12:33:00+00:00,-27.55662,73.87061,2539.0,47895.9,47902.3,196.7,979170.9,-36.7,33.7,7-104,0 days 00:01:00
2017-09-12 12:34:00+00:00,-27.55812,73.86886,2502.4,47873.0,47897.2,176.8,979171.6,-37.4,33.6,7-104,0 days 00:01:00
2017-09-12 12:35:00+00:00,-27.55956,73.86705,2608.7,47867.2,47871.8,155.5,979172.4,-39.1,33.7,7-104,0 days 00:01:00
2017-09-12 12:36:00+00:00,-27.56098,73.86518,2635.4,47832.2,47848.6,141.1,979171.6,-39.9,34.0,7-104,0 days 00:01:00
2017-09-12 12:37:00+00:00,-27.56242,73.86329,2677.6,47822.5,47836.4,126.0,979172.4,-40.3,34.3,7-104,0 days 00:01:00
2017-09-12 12:38:00+00:00,-27.5639,73.86138,2685.1,47801.3,47814.1,108.5,979173.4,-40.2,34.3,7-104,0 days 00:01:00
2017-09-12 12:39:00+00:00,-27.56538,73.85946,2653.8,47794.6,47800.4,99.2,979173.6,-40.1,34.4,7-104,0 days 00:01:00
2017-09-12 12:40:00+00:00,-27.56685,73.85756,2686.2,47781.9,47789.8,88.9,979173.3,-39.7,34.3,7-104,0 days 00:01:00
2017-09-12 12:41:00+00:00,-27.56832,73.85568,2733.6,47767.4,47784.9,80.2,979172.9,-40.2,34.2,7-104,0 days 00:01:00
2017-09-12 12:42:00+00:00,-27.56981,73.85378,2708.5,47767.3,47728.0,74.8,979172.9,-40.1,34.0,7-104,0 days 00:01:00
2017-09-12 12:43:00+00:00,-27.5713,73.85187,2796.5,47787.9,47780.4,66.0,979172.6,-40.3,33.8,7-104,0 days 00:01:00
2017-09-12 12:44:00+00:00,-27.57279,73.84996,2777.2,47738.0,47752.6,59.3,979173.3,-40.2,33.7,7-104,0 days 00:01:00
2017-09-12 12:45:00+00:00,-27.57428,73.84805,2758.0,47751.0,47739.4,57.5,979172.6,-40.3,33.5,7-104,0 days 00:01:00
2017-09-12 12:46:00+00:00,-27.57577,73.84615,2735.3,47721.8,47748.9,42.5,979172.6,-40.1,33.4,7-104,0 days 00:01:00
2017-09-12 12:47:00+00:00,-27.57722,73.84426,2798.6,47713.8,47735.5,36.9,979172.5,-39.8,33.2,7-104,0 days 00:01:00
2017-09-12 12:48:00+00:00,-27.57865,73.84237,2710.9,47720.7,47721.8,30.9,979172.3,-39.9,32.8,7-104,0 days 00:01:00
2017-09-12 12:49:00+00:00,-27.58007,73.84048,2724.0,47720.6,47730.5,19.6,979172.3,-40.0,32.7,7-104,0 days 00:01:00
2017-09-12 12:50:00+00:00,-27.58149,73.83857,2718.8,47709.3,47703.1,8.3,979172.3,-40.3,32.4,7-104,0 days 00:01:00
2017-09-12 12:51:00+00:00,-27.58293,73.83665,2703.5,47719.0,47701.1,6.4,979172.2,-40.4,32.2,7-104,0 days 00:01:00
2017-09-12 12:52:00+00:00,-27.58438,73.83472,2682.1,47674.1,47689.0,-5.8,979172.1,-40.9,32.0,7-104,0 days 00:01:00
2017-09-12 12:53:00+00:00,-27.58583,73.8328,2645.0,47668.4,47675.2,-14.9,979171.4,-40.4,31.4,7-104,0 days 00:01:00
2017-09-12 12:54:00+00:00,-27.58728,73.8309,2678.2,47664.0,47671.6,-25.6,979171.3,-40.2,31.0,7-104,0 days 00:01:00
2017-09-12 12:55:00+00:00,-27.58873,73.829,2673.8,47650.2,47655.7,-32.5,979171.3,-39.9,30.8,7-104,0 days 00:01:00
2017-09-12 12:56:00+00:00,-27.59017,73.8271,2646.9,47654.4,47647.2,-41.5,979169.9,-40.2,29.9,7-104,0 days 00:01:00
2017-09-12 12:57:00+00:00,-27.59161,73.82519,2655.3,47632.0,47629.3,-49.8,979170.4,-40.2,29.4,7-104,0 days 00:01:00
2017-09-12 12:58:00+00:00,-27.59306,73.82327,2638.4,47626.6,47607.5,-54.8,979169.2,-40.8,28.5,7-104,0 days 00:01:00
2017-09-12 12:59:00+00:00,-27.5945,73.82134,2678.3,47625.0,47610.9,-63.5,979168.7,-40.7,28.0,7-104,0 days 00:01:00
2017-09-12 13:00:00+00:00,-27.59593,73.81939,2688.2,47611.2,47627.6,-70.3,979168.0,-41.0,27.3,7-104,0 days 00:01:00
2017-09-12 13:01:00+00:00,-27.59735,73.81747,2807.3,47625.5,47610.8,-73.3,979168.1,-40.2,27.0,7-104,0 days 00:01:00
2017-09-12 13:02:00+00:00,-27.59879,73.81556,2815.5,47591.2,47581.3,-75.4,979166.6,-40.3,25.9,7-104,0 days 00:01:00
2017-09-12 13:03:00+00:00,-27.60025,73.81366,2843.1,47606.6,47606.6,-76.1,979166.7,-40.2,25.0,7-104,0 days 00:01:00
2017-09-12 13:04:00+00:00,-27.60171,73.81175,2882.8,47604.4,47603.8,-74.8,979165.1,-40.5,24.3,7-104,0 days 00:01:00
2017-09-12 13:05:00+00:00,-27.60317,73.80983,2908.0,47606.4,47625.6,-72.6,979165.8,-40.0,23.7,7-104,0 days 00:01:00
2017-09-12 13:06:00+00:00,-27.6046,73.80792,2907.2,47607.2,47603.9,-69.1,979164.3,-40.2,22.9,7-104,0 days 00:01:00
2017-09-12 13:07:00+00:00,-27.60604,73.80603,2935.3,47611.8,47608.0,-66.3,979163.9,-39.7,22.3,7-104,0 days 00:01:00
2017-09-12 13:08:00+00:00,-27.60749,73.80416,2904.3,47628.3,47614.1,-58.1,979163.0,-39.4,21.5,7-104,0 days 00:01:00
2017-09-12 13:09:00+00:00,-27.60895,73.8023,2936.9,47615.1,47622.1,-54.3,979162.7,-39.0,20.9,7-104,0 days 00:01:00
2017-09-12 13:10:00+00:00,-27.61039,73.80044,2973.0,47626.3,47630.6,-50.5,979161.9,-39.5,19.8,7-104,0 days 00:01:00
2017-09-12 13:11:00+00:00,-27.61182,73.79856,2983.9,47636.4,47646.1,-43.2,979161.4,-40.0,19.4,7-104,0 days 00:01:00
2017-09-12 13:12:00+00:00,-27.61326,73.79664,3024.2,47650.1,47637.0,-36.9,979161.1,-40.1,18.6,7-104,0 days 00:01:00
2017-09-12 13:13:00+00:00,-27.6147,73.79474,3001.9,47654.1,47637.9,-28.2,979160.5,-40.2,18.2,7-104,0 days 00:01:00
2017-09-12 13:14:00+00:00,-27.61614,73.79283,3034.2,47651.6,47648.8,-19.6,979160.0,-40.0,17.5,7-104,0 days 00:01:00
2017-09-12 13:15:00+00:00,-27.6176,73.79093,3159.2,47655.3,47658.1,-13.2,979159.6,-40.2,17.2,7-104,0 days 00:01:00
2017-09-12 13:16:00+00:00,-27.61808,73.7903,3139.8,47662.3,47661.8,-9.4,979159.3,-40.1,17.1,7-104,0 days 00:01:00
2017-09-12 13:17:00+00:00,-27.62047,73.78714,3148.1,47677.0,47674.3,5.3,979158.3,-39.9,15.9,7-104,0 days 00:01:00
2017-09-12 13:18:00+00:00,-27.62191,73.78526,3045.2,47699.1,47680.5,13.0,979158.3,-39.8,15.5,7-104,0 days 00:01:00
2017-09-12 13:19:00+00:00,-27.62334,73.78336,2965.5,47675.3,47686.4,15.9,979158.4,-40.1,15.2,7-104,0 days 00:01:00
2017-09-12 13:20:00+00:00,-27.62478,73.78145,3019.6,47690.0,47693.8,25.1,979157.7,-40.1,14.9,7-104,0 days 00:01:00
2017-09-12 13:21:00+00:00,-27.62622,73.77956,3008.4,47697.4,47701.6,26.3,979157.6,-39.6,14.4,7-104,0 days 00:01:00
2017-09-12 13:22:00+00:00,-27.62764,73.7777,3017.9,47700.3,47715.7,29.6,979157.5,-39.0,14.2,7-104,0 days 00:01:00
2017-09-12 13:23:00+00:00,-27.62906,73.77585,3023.9,47721.0,47686.8,31.9,979156.6,-39.1,13.3,7-104,0 days 00:01:00
2017-09-12 13:24:00+00:00,-27.63047,73.77398,2966.7,47704.2,47709.8,30.3,979156.4,-39.4,13.1,7-104,0 days 00:01:00
2017-09-12 13:25:00+00:00,-27.63187,73.7721,2891.9,47708.5,47681.0,30.9,979156.4,-39.6,12.8,7-104,0 days 00:01:00
2017-09-12 13:26:00+00:00,-27.63327,73.77022,2894.8,47696.6,47718.7,30.0,979155.7,-39.1,12.0,7-104,0 days 00:01:00
2017-09-12 13:27:00+00:00,-27.63469,73.76837,2893.0,47691.4,47707.1,29.2,979155.3,-39.1,11.5,7-104,0 days 00:01:00
2017-09-12 13:28:00+00:00,-27.63613,73.76651,2898.1,47718.2,47692.6,24.1,979155.0,-39.3,11.2,7-104,0 days 00:01:00
2017-09-12 13:29:00+00:00,-27.63757,73.76464,2879.1,47706.8,47695.5,20.1,979153.7,-40.0,10.7,7-104,0 days 00:01:00
2017-09-12 13:30:00+00:00,-27.63898,73.76274,2870.6,47684.8,47689.2,16.5,979153.6,-40.0,9.8,7-104,0 days 00:01:00
2017-09-12 13:31:00+00:00,-27.64037,73.76085,2904.7,47682.6,47684.3,14.5,979152.7,-40.2,9.0,7-104,0 days 00:01:00
2017-09-12 13:32:00+00:00,-27.64178,73.75896,3007.1,47668.8,47720.8,16.2,979153.2,-39.7,8.6,7-104,0 days 00:01:00
2017-09-12 13:33:00+00:00,-27.64323,73.75707,3104.4,47674.5,47677.8,11.7,979151.9,-39.9,7.7,7-104,0 days 00:01:00
2017-09-12 13:34:00+00:00,-27.6447,73.75518,3055.7,47675.7,47677.8,11.5,979151.9,-40.2,7.4,7-104,0 days 00:01:00
2017-09-12 13:35:00+00:00,-27.64617,73.75325,3059.6,47676.5,47674.3,11.7,979151.9,-40.6,7.2,7-104,0 days 00:01:00
2017-09-12 13:36:00+00:00,-27.64763,73.75132,3119.7,47680.7,47662.8,13.7,979150.3,-40.8,6.5,7-104,0 days 00:01:00
