,LAT,LON,BAT_TTIME,CORR_DEPTH,MAG_TOT,MAG_RES,FREEAIR,DT
2000-08-07 03:32:00-12:00,46.60792,-50.26244,0.127,95.0,51122.0,-59.0,30.7,0 days 00:03:00
2000-08-07 03:33:00-12:00,46.60865,-50.26388,0.127,95.0,51126.0,-56.0,30.7,0 days 00:01:00
2000-08-07 03:34:00-12:00,46.60939,-50.26533,0.127,95.0,51123.0,-59.0,30.9,0 days 00:01:00
2000-08-07 03:35:00-12:00,46.61011,-50.26679,0.127,95.0,51123.0,-60.0,31.0,0 days 00:01:00
2000-08-07 03:40:00-12:00,46.58638,-50.21987,0.126,94.0,51118.0,-46.0,29.9,0 days 00:05:00
2000-08-07 03:41:00-12:00,46.6145,-50.27543,0.126,94.0,51122.0,-65.0,32.1,0 days 00:01:00
2000-08-07 03:42:00-12:00,46.61522,-50.27688,0.126,94.0,51120.0,-67.0,32.3,0 days 00:01:00
2000-08-07 03:43:00-12:00,46.61594,-50.27833,0.125,94.0,51116.0,-72.0,32.4,0 days 00:01:00
2000-08-07 03:44:00-12:00,46.61668,-50.27978,0.124,93.0,51116.0,-72.0,32.4,0 days 00:01:00
2000-08-07 03:45:00-12:00,46.61743,-50.28122,0.124,93.0,51117.0,-72.0,32.5,0 days 00:01:00
2000-08-07 03:46:00-12:00,46.6182,-50.28265,0.124,93.0,51115.0,-75.0,32.8,0 days 00:01:00
2000-08-07 03:47:00-12:00,46.61893,-50.28414,0.124,93.0,51111.0,-79.0,33.1,0 days 00:01:00
2000-08-07 03:48:00-12:00,46.61965,-50.28563,0.124,93.0,51110.0,-82.0,33.2,0 days 00:01:00
2000-08-07 03:49:00-12:00,46.62035,-50.28712,0.124,93.0,51109.0,-83.0,33.3,0 days 00:01:00
2000-08-07 03:50:00-12:00,46.62108,-50.28859,0.124,93.0,51105.0,-87.0,33.2,0 days 00:01:00
2000-08-07 03:51:00-12:00,46.6218,-50.29006,0.125,94.0,51102.0,-91.0,33.2,0 days 00:01:00
2000-08-07 03:52:00-12:00,46.62251,-50.29153,0.126,94.0,51102.0,-92.0,33.2,0 days 00:01:00
2000-08-07 03:53:00-12:00,46.62321,-50.29301,0.126,94.0,51102.0,-92.0,33.3,0 days 00:01:00
2000-08-07 03:54:00-12:00,46.62392,-50.29448,0.126,94.0,51098.0,-96.0,33.3,0 days 00:01:00
2000-08-07 03:55:00-12:00,46.62461,-50.29592,0.127,95.0,51095.0,-100.0,33.4,0 days 00:01:00
2000-08-07 03:56:00-12:00,46.62533,-50.29735,0.127,95.0,51094.0,-102.0,33.3,0 days 00:01:00
2000-08-07 03:57:00-12:00,46.62606,-50.29876,0.128,96.0,51091.0,-106.0,33.2,0 days 00:01:00
2000-08-07 03:58:00-12:00,46.62682,-50.30014,0.128,96.0,51091.0,-106.0,33.1,0 days 00:01:00
2000-08-07 03:59:00-12:00,46.62758,-50.30153,0.127,95.0,51085.0,-112.0,33.0,0 days 00:01:00
2000-08-07 04:00:00-12:00,46.62832,-50.30295,0.127,95.0,51088.0,-110.0,32.9,0 days 00:01:00
2000-08-07 04:10:00-12:00,46.63567,-50.31738,0.124,93.0,51083.0,-121.0,32.7,0 days 00:10:00
2000-08-07 04:11:00-12:00,46.6364,-50.31885,0.124,93.0,51085.0,-120.0,32.7,0 days 00:01:00
2000-08-07 04:12:00-12:00,46.63714,-50.32029,0.123,92.0,51085.0,-120.0,32.7,0 days 00:01:00
2000-08-07 04:13:00-12:00,46.63787,-50.32171,0.123,92.0,51086.0,-120.0,32.6,0 days 00:01:00
2000-08-07 04:14:00-12:00,46.6386,-50.32312,0.123,92.0,51087.0,-120.0,32.5,0 days 00:01:00
2000-08-07 04:15:00-12:00,46.63931,-50.32457,0.122,92.0,51085.0,-122.0,32.5,0 days 00:01:00
2000-08-07 04:16:00-12:00,46.64004,-50.32598,0.122,92.0,51086.0,-122.0,32.4,0 days 00:01:00
2000-08-07 04:17:00-12:00,46.64077,-50.32739,0.121,91.0,51089.0,-119.0,32.4,0 days 00:01:00
2000-08-07 04:18:00-12:00,46.64148,-50.32885,0.12,90.0,51085.0,-124.0,32.5,0 days 00:01:00
