,LAT,LON,CORR_DEPTH,MAG_TOT,MAG_TOT2,MAG_RES,GRA_OBS,EOTVOS,FREEAIR,LINEID,DT
2017-09-12 14:55:00+00:00,-27.74576,73.67475,3078.9,47652.5,47651.6,3.0,979165.8,41.5,13.9,7-105,0 days 00:01:00
2017-09-12 14:56:00+00:00,-27.74432,73.67669,3041.9,47657.8,47654.9,7.2,979164.9,41.2,13.3,7-105,0 days 00:01:00
2017-09-12 14:57:00+00:00,-27.74287,73.67862,2965.7,47660.1,47658.6,9.8,979164.4,40.7,12.8,7-105,0 days 00:01:00
2017-09-12 14:58:00+00:00,-27.7414,73.68053,2953.1,47662.9,47657.6,11.8,979163.8,40.8,12.1,7-105,0 days 00:01:00
2017-09-12 14:59:00+00:00,-27.73995,73.68245,2988.9,47664.4,47661.1,12.3,979163.5,40.8,11.7,7-105,0 days 00:01:00
2017-09-12 15:00:00+00:00,-27.73852,73.68437,3064.3,47659.2,47663.5,10.7,979163.1,40.8,11.4,7-105,0 days 00:01:00
2017-09-12 15:01:00+00:00,-27.73709,73.68626,3035.0,47662.4,47662.4,11.1,979162.3,40.4,11.0,7-105,0 days 00:01:00
2017-09-12 15:02:00+00:00,-27.73567,73.68814,3018.7,47662.1,47661.5,6.8,979161.3,40.0,10.3,7-105,0 days 00:01:00
2017-09-12 15:03:00+00:00,-27.73424,73.69002,3031.0,47653.9,47658.9,2.9,979160.9,39.8,9.9,7-105,0 days 00:01:00
2017-09-12 15:04:00+00:00,-27.73282,73.6919,3005.6,47656.1,47656.7,-1.6,979160.6,40.1,9.5,7-105,0 days 00:01:00
2017-09-12 15:05:00+00:00,-27.7314,73.69379,3029.7,47648.5,47648.8,-6.2,979159.8,39.9,9.1,7-105,0 days 00:01:00
2017-09-12 15:06:00+00:00,-27.72997,73.69567,2981.5,47643.4,47631.3,-13.6,979159.6,40.0,8.7,7-105,0 days 00:01:00
2017-09-12 15:07:00+00:00,-27.72856,73.69754,3004.9,47637.5,47645.3,-18.9,979158.3,39.9,8.2,7-105,0 days 00:01:00
2017-09-12 15:08:00+00:00,-27.72712,73.69942,3061.7,47633.9,47635.5,-23.5,979158.6,40.6,7.4,7-105,0 days 00:01:00
2017-09-12 15:09:00+00:00,-27.72567,73.70132,3129.6,47626.9,47624.2,-29.4,979157.2,40.7,6.6,7-105,0 days 00:01:00
2017-09-12 15:10:00+00:00,-27.7242,73.70323,3128.9,47628.9,47623.9,-32.1,979156.8,40.5,6.1,7-105,0 days 00:01:00
2017-09-12 15:11:00+00:00,-27.72275,73.70513,3135.7,47596.9,47613.9,-36.0,979155.8,40.4,5.5,7-105,0 days 00:01:00
2017-09-12 15:12:00+00:00,-27.72128,73.70702,3124.6,47612.7,47623.1,-42.5,979155.3,40.3,5.0,7-105,0 days 00:01:00
2017-09-12 15:13:00+00:00,-27.71981,73.70891,3074.4,47613.0,47614.1,-45.5,979155.0,40.6,4.8,7-105,0 days 00:01:00
2017-09-12 15:14:00+00:00,-27.71837,73.71081,3135.6,47612.5,47612.8,-47.5,979154.2,40.7,3.9,7-105,0 days 00:01:00
2017-09-12 15:15:00+00:00,-27.71693,73.71273,3150.7,47612.4,47609.8,-49.0,979153.6,40.9,3.5,7-105,0 days 00:01:00
2017-09-12 15:16:00+00:00,-27.71548,73.71465,3137.9,47611.3,47612.3,-49.4,979152.1,40.4,2.6,7-105,0 days 00:01:00
2017-09-12 15:17:00+00:00,-27.71403,73.71655,3140.8,47612.0,47612.0,-49.0,979151.1,40.0,2.2,7-105,0 days 00:01:00
2017-09-12 15:18:00+00:00,-27.71258,73.71843,3290.8,47613.1,47612.6,-48.4,979150.8,40.3,1.7,7-105,0 days 00:01:00
2017-09-12 15:19:00+00:00,-27.71113,73.72033,3259.3,47610.8,47615.1,-47.3,979151.2,41.0,1.2,7-105,0 days 00:01:00
2017-09-12 15:20:00+00:00,-27.70966,73.72224,3264.8,47625.5,47622.0,-40.7,979150.6,41.1,0.6,7-105,0 days 00:01:00
2017-09-12 15:21:00+00:00,-27.70817,73.72417,3375.2,47625.9,47606.6,-36.9,979148.5,41.0,-0.5,7-105,0 days 00:01:00
2017-09-12 15:22:00+00:00,-27.70667,73.72609,3373.7,47630.6,47629.1,-32.3,979148.3,40.7,-0.8,7-105,0 days 00:01:00
2017-09-12 15:23:00+00:00,-27.70519,73.72799,3369.7,47637.9,47634.6,-26.0,979147.6,40.5,-1.0,7-105,0 days 00:01:00
2017-09-12 15:24:00+00:00,-27.70372,73.7299,3415.8,47638.5,47645.5,-18.6,979147.7,40.6,-1.1,7-105,0 days 00:01:00
2017-09-12 15:25:00+00:00,-27.70225,73.73183,3386.3,47653.0,47649.3,-12.9,979146.9,41.2,-1.3,7-105,0 days 00:01:00
2017-09-12 15:26:00+00:00,-27.70079,73.73377,3389.7,47657.8,47652.0,-8.2,979147.9,41.7,-1.5,7-105,0 days 00:01:00
2017-09-12 15:27:00+00:00,-27.69932,73.73571,3407.6,47664.3,47659.5,-2.4,979146.6,41.5,-1.8,7-105,0 days 00:01:00
2017-09-12 15:28:00+00:00,-27.69784,73.73765,3367.0,47674.3,47661.6,5.9,979146.0,41.0,-1.8,7-105,0 days 00:01:00
2017-09-12 15:29:00+00:00,-27.69636,73.73958,3313.2,47677.0,47670.1,8.7,979146.0,41.0,-2.0,7-105,0 days 00:01:00
2017-09-12 15:30:00+00:00,-27.6949,73.7415,3311.0,47682.5,47681.6,14.3,979146.2,40.8,-2.1,7-105,0 days 00:01:00
2017-09-12 15:31:00+00:00,-27.69346,73.74339,3422.5,47683.7,47686.1,16.0,979145.6,40.4,-2.0,7-105,0 days 00:01:00
2017-09-12 15:32:00+00:00,-27.69203,73.74525,3468.7,47697.6,47697.6,24.8,979146.0,39.7,-1.8,7-105,0 days 00:01:00
2017-09-12 15:33:00+00:00,-27.69061,73.74712,3393.3,47699.0,47697.1,28.2,979146.3,39.9,-1.6,7-105,0 days 00:01:00
2017-09-12 15:34:00+00:00,-27.68919,73.74902,3386.4,47690.3,47695.3,30.4,979146.4,40.6,-1.5,7-105,0 days 00:01:00
2017-09-12 15:35:00+00:00,-27.68776,73.75093,3393.1,47700.6,47695.9,33.7,979146.4,41.0,-1.3,7-105,0 days 00:01:00
2017-09-12 15:36:00+00:00,-27.68631,73.75285,3412.0,47713.6,47702.6,34.7,979146.6,41.2,-1.0,7-105,0 days 00:01:00
2017-09-12 15:37:00+00:00,-27.68486,73.75476,3449.9,47705.0,47708.0,37.3,979147.2,41.0,-0.4,7-105,0 days 00:01:00
2017-09-12 15:38:00+00:00,-27.68341,73.75668,3522.4,47704.6,47712.3,36.2,979147.8,40.6,0.3,7-105,0 days 00:01:00
2017-09-12 15:39:00+00:00,-27.68196,73.75859,3387.3,47711.4,47724.9,35.0,979147.8,40.4,0.8,7-105,0 days 00:01:00
2017-09-12 15:40:00+00:00,-27.68052,73.76048,3372.1,47701.1,47713.5,36.8,979148.3,40.2,1.2,7-105,0 days 00:01:00
2017-09-12 15:41:00+00:00,-27.67908,73.76236,3291.2,47706.7,47753.6,34.0,979149.3,40.4,2.0,7-105,0 days 00:01:00
2017-09-12 15:42:00+00:00,-27.67764,73.76425,3205.8,47698.2,47712.1,31.9,979149.8,40.5,2.8,7-105,0 days 00:01:00
2017-09-12 15:43:00+00:00,-27.67619,73.76615,3146.5,47706.2,47708.0,30.9,979150.4,40.4,3.4,7-105,0 days 00:01:00
2017-09-12 15:44:00+00:00,-27.67474,73.76805,3113.8,47705.4,47704.8,28.7,979150.7,39.8,4.1,7-105,0 days 00:01:00
2017-09-12 15:45:00+00:00,-27.67328,73.76991,3084.4,47703.9,47700.4,27.3,979151.0,39.9,4.8,7-105,0 days 00:01:00
2017-09-12 15:46:00+00:00,-27.67183,73.77178,3038.9,47694.1,47699.4,26.9,979151.9,39.8,5.7,7-105,0 days 00:01:00
2017-09-12 15:47:00+00:00,-27.67038,73.77366,3006.1,47702.6,47702.9,25.3,979153.6,40.6,6.7,7-105,0 days 00:01:00
2017-09-12 15:48:00+00:00,-27.66895,73.77556,3064.7,47703.7,47718.5,22.9,979154.1,40.7,7.5,7-105,0 days 00:01:00
2017-09-12 15:49:00+00:00,-27.66752,73.77746,3046.8,47700.8,47704.3,23.5,979155.0,40.5,8.5,7-105,0 days 00:01:00
2017-09-12 15:50:00+00:00,-27.66609,73.77934,3012.8,47700.9,47701.4,25.8,979154.9,39.6,9.0,7-105,0 days 00:01:00
2017-09-12 15:51:00+00:00,-27.66465,73.7812,2997.2,47706.3,47707.9,27.6,979155.9,39.6,9.9,7-105,0 days 00:01:00
2017-09-12 15:52:00+00:00,-27.66321,73.78306,2894.6,47706.0,47703.9,28.0,979156.6,39.6,11.0,7-105,0 days 00:01:00
2017-09-12 15:53:00+00:00,-27.66177,73.78493,2912.0,47705.2,47708.6,34.1,979157.6,40.3,11.6,7-105,0 days 00:01:00
2017-09-12 15:54:00+00:00,-27.66031,73.78681,2858.2,47721.3,47686.1,37.7,979157.9,40.2,12.2,7-105,0 days 00:01:00
2017-09-12 15:55:00+00:00,-27.65886,73.7887,2825.8,47720.6,47724.3,41.5,979158.1,40.8,12.7,7-105,0 days 00:01:00
2017-09-12 15:56:00+00:00,-27.65742,73.79061,2857.8,47728.4,47721.1,46.1,979158.7,40.7,13.5,7-105,0 days 00:01:00
2017-09-12 15:57:00+00:00,-27.65597,73.79253,2863.5,47719.1,47731.8,48.7,979159.4,40.7,14.1,7-105,0 days 00:01:00
2017-09-12 15:58:00+00:00,-27.65452,73.79444,2915.9,47741.4,47732.7,51.0,979160.3,40.7,14.5,7-105,0 days 00:01:00
2017-09-12 15:59:00+00:00,-27.65307,73.79634,2927.5,47714.4,47740.8,52.3,979159.9,40.4,14.9,7-105,0 days 00:01:00
2017-09-12 16:00:00+00:00,-27.65163,73.79822,2931.8,47749.5,47735.2,57.3,979160.4,40.0,15.3,7-105,0 days 00:01:00
2017-09-12 16:01:00+00:00,-27.65018,73.80008,2934.7,47746.6,47745.1,57.2,979161.3,39.6,16.2,7-105,0 days 00:01:00
2017-09-12 16:02:00+00:00,-27.64874,73.80195,2964.2,47734.9,47741.1,55.7,979161.7,40.2,16.9,7-105,0 days 00:01:00
2017-09-12 16:03:00+00:00,-27.6473,73.80385,3013.3,47724.8,47745.3,54.0,979162.1,40.6,17.5,7-105,0 days 00:01:00
2017-09-12 16:04:00+00:00,-27.64586,73.80576,2985.1,47742.3,47747.1,51.4,979163.1,41.0,18.2,7-105,0 days 00:01:00
2017-09-12 16:05:00+00:00,-27.64441,73.80767,3024.0,47735.9,47750.3,43.3,979163.4,40.8,18.9,7-105,0 days 00:01:00
2017-09-12 16:06:00+00:00,-27.64296,73.80959,3070.6,47730.1,47730.0,40.5,979164.1,41.0,19.5,7-105,0 days 00:01:00
2017-09-12 16:07:00+00:00,-27.64152,73.81151,3070.3,47717.0,47761.3,31.8,979163.6,40.1,19.8,7-105,0 days 00:01:00
2017-09-12 16:08:00+00:00,-27.64007,73.81339,3051.7,47696.7,47712.1,22.4,979165.1,40.2,20.8,7-105,0 days 00:01:00
2017-09-12 16:09:00+00:00,-27.63861,73.81526,2910.6,47700.6,47706.8,15.7,979166.2,40.3,21.7,7-105,0 days 00:01:00
2017-09-12 16:10:00+00:00,-27.63718,73.81716,2865.1,47704.9,47703.8,9.1,979166.8,40.9,22.4,7-105,0 days 00:01:00
2017-09-12 16:11:00+00:00,-27.63574,73.81907,2868.1,47691.6,47679.6,-4.6,979166.3,40.9,23.1,7-105,0 days 00:01:00
2017-09-12 16:12:00+00:00,-27.63429,73.82099,2740.3,47679.9,47685.5,-9.4,979166.9,41.1,23.4,7-105,0 days 00:01:00
2017-09-12 16:13:00+00:00,-27.63281,73.82291,2744.2,47669.6,47678.7,-17.7,979167.8,40.6,24.1,7-105,0 days 00:01:00
2017-09-12 16:14:00+00:00,-27.63135,73.82482,2735.9,47642.9,47652.0,-24.4,979168.8,40.9,25.2,7-105,0 days 00:01:00
2017-09-12 16:15:00+00:00,-27.62988,73.82673,2741.6,47659.9,47668.9,-32.3,979169.3,41.0,25.6,7-105,0 days 00:01:00
2017-09-12 16:16:00+00:00,-27.62841,73.82865,2734.7,47655.5,47657.6,-39.2,979169.0,40.8,26.1,7-105,0 days 00:01:00
2017-09-12 16:17:00+00:00,-27.62694,73.83055,2759.5,47649.5,47642.8,-44.9,979170.8,40.7,27.4,7-105,0 days 00:01:00
2017-09-12 16:18:00+00:00,-27.62548,73.83245,2896.5,47643.1,47645.7,-46.7,979171.3,40.7,28.1,7-105,0 days 00:01:00
2017-09-12 16:19:00+00:00,-27.62404,73.83436,2876.5,47639.4,47634.1,-55.9,979172.0,41.0,29.0,7-105,0 days 00:01:00
2017-09-12 16:20:00+00:00,-27.62258,73.83628,2832.1,47639.1,47637.0,-58.2,979172.9,40.9,29.7,7-105,0 days 00:01:00
2017-09-12 16:21:00+00:00,-27.62111,73.8382,2785.4,47635.3,47638.3,-58.5,979172.8,40.6,30.1,7-105,0 days 00:01:00
2017-09-12 16:22:00+00:00,-27.61966,73.84011,2665.8,47639.5,47636.6,-57.4,979174.1,40.9,31.5,7-105,0 days 00:01:00
2017-09-12 16:23:00+00:00,-27.6182,73.84203,2608.2,47634.0,47639.1,-54.0,979174.7,41.0,32.1,7-105,0 days 00:01:00
2017-09-12 16:24:00+00:00,-27.61674,73.84395,2640.7,47649.3,47628.8,-47.2,979175.6,41.3,32.8,7-105,0 days 00:01:00
2017-09-12 16:25:00+00:00,-27.61527,73.84588,2612.1,47654.6,47651.5,-42.8,979175.5,41.0,33.3,7-105,0 days 00:01:00
2017-09-12 16:26:00+00:00,-27.61379,73.84781,2593.2,47680.5,47645.1,-36.3,979176.4,41.0,33.7,7-105,0 days 00:01:00
2017-09-12 16:27:00+00:00,-27.61232,73.84972,2518.8,47675.0,47668.3,-22.7,979176.1,40.4,34.3,7-105,0 days 00:01:00
2017-09-12 16:28:00+00:00,-27.61087,73.8516,2483.5,47690.0,47682.9,-14.8,979177.3,39.9,35.0,7-105,0 days 00:01:00
2017-09-12 16:29:00+00:00,-27.60944,73.85344,2488.6,47697.9,47693.3,0.7,979177.3,39.5,35.8,7-105,0 days 00:01:00
2017-09-12 16:30:00+00:00,-27.60801,73.85529,2507.0,47689.3,47706.1,11.0,979178.3,39.9,36.5,7-105,0 days 00:01:00
2017-09-12 16:31:00+00:00,-27.60658,73.85718,2709.9,47733.2,47712.8,27.7,979178.6,40.5,36.8,7-105,0 days 00:01:00
2017-09-12 16:32:00+00:00,-27.60514,73.85907,2430.7,47741.3,47737.0,42.5,979178.3,40.6,37.0,7-105,0 days 00:01:00
2017-09-12 16:33:00+00:00,-27.60368,73.86098,2410.3,47762.2,47744.6,51.7,979179.4,41.0,37.5,7-105,0 days 00:01:00
2017-09-12 16:34:00+00:00,-27.60222,73.8629,2448.8,47769.3,47733.7,65.2,979179.3,41.3,37.7,7-105,0 days 00:01:00
2017-09-12 16:35:00+00:00,-27.60074,73.86484,2604.3,47774.3,47765.8,73.3,979179.2,41.4,37.8,7-105,0 days 00:01:00
2017-09-12 16:36:00+00:00,-27.59926,73.86678,2616.6,47792.1,47791.2,86.9,979179.2,41.3,37.9,7-105,0 days 00:01:00
2017-09-12 16:37:00+00:00,-27.59779,73.86871,2606.6,47794.7,47792.6,93.9,979178.6,40.9,38.0,7-105,0 days 00:01:00
2017-09-12 16:38:00+00:00,-27.59633,73.87064,2584.3,47808.7,47800.6,100.8,979179.1,41.1,38.1,7-105,0 days 00:01:00
2017-09-12 16:39:00+00:00,-27.59489,73.87255,2581.9,47814.0,47810.1,109.4,979178.8,40.9,38.1,7-105,0 days 00:01:00
2017-09-12 16:40:00+00:00,-27.59344,73.87446,2601.0,47813.6,47815.7,114.0,979179.0,40.7,38.3,7-105,0 days 00:01:00
2017-09-12 16:41:00+00:00,-27.59199,73.87636,2678.5,47824.9,47821.4,118.5,979178.5,40.2,38.4,7-105,0 days 00:01:00
2017-09-12 16:42:00+00:00,-27.59055,73.87824,2645.6,47853.1,47824.2,126.7,979178.9,40.0,38.4,7-105,0 days 00:01:00
2017-09-12 16:43:00+00:00,-27.58913,73.88011,2584.4,47832.5,47849.1,129.3,979179.2,40.4,38.3,7-105,0 days 00:01:00
2017-09-12 16:44:00+00:00,-27.5877,73.882,2624.1,47840.5,48049.7,134.6,979178.4,40.4,38.3,7-105,0 days 00:01:00
2017-09-12 16:45:00+00:00,-27.58626,73.88388,2658.7,47847.8,47848.2,140.3,979178.3,40.3,38.0,7-105,0 days 00:01:00
2017-09-12 16:46:00+00:00,-27.58482,73.88577,2692.0,47850.0,47848.3,146.9,979177.5,40.0,37.9,7-105,0 days 00:01:00
2017-09-12 16:47:00+00:00,-27.58337,73.88765,2700.8,47862.7,47852.2,153.2,979177.4,40.3,37.9,7-105,0 days 00:01:00
2017-09-12 16:48:00+00:00,-27.58191,73.88953,2620.3,47871.8,47867.6,161.4,979177.9,40.2,37.8,7-105,0 days 00:01:00
2017-09-12 16:49:00+00:00,-27.58046,73.89143,2563.9,47878.6,47872.4,175.3,979177.3,40.6,37.8,7-105,0 days 00:01:00
2017-09-12 16:50:00+00:00,-27.57899,73.89334,2508.1,47900.6,47887.8,185.6,979177.4,40.8,37.7,7-105,0 days 00:01:00
2017-09-12 16:51:00+00:00,-27.57753,73.89526,2512.4,47912.1,47898.7,201.3,979176.9,41.0,37.2,7-105,0 days 00:01:00
2017-09-12 16:52:00+00:00,-27.57608,73.89716,2501.7,47935.6,47912.3,217.6,979176.3,40.9,36.6,7-105,0 days 00:01:00
2017-09-12 16:53:00+00:00,-27.57462,73.89906,2552.2,47943.9,47934.2,229.9,979175.1,40.5,36.0,7-105,0 days 00:01:00
2017-09-12 16:54:00+00:00,-27.57316,73.90095,2907.1,47960.2,47965.7,245.3,979175.0,40.3,35.7,7-105,0 days 00:01:00
2017-09-12 16:55:00+00:00,-27.57172,73.90283,2675.8,47977.8,47964.6,264.4,979173.3,39.9,35.2,7-105,0 days 00:01:00
2017-09-12 16:56:00+00:00,-27.57031,73.9047,2690.6,47987.6,47982.7,274.9,979173.8,40.3,34.8,7-105,0 days 00:01:00
2017-09-12 16:57:00+00:00,-27.56891,73.90658,2712.4,48001.8,47990.8,290.0,979173.3,40.5,34.6,7-105,0 days 00:01:00
2017-09-12 16:58:00+00:00,-27.56754,73.90851,2736.7,48015.1,48008.7,299.8,979174.0,43.0,34.5,7-105,0 days 00:01:00
2017-09-12 16:59:00+00:00,-27.56714,73.90918,2707.8,48016.9,48012.4,307.3,979173.3,43.7,34.4,7-105,0 days 00:01:00
