,LAT,LON,BAT_TTIME,CORR_DEPTH,MAG_TOT,MAG_RES,FREEAIR,DT
2000-08-04 21:11:00-12:00,44.06442,-45.63167,5.782,4336.0,49344.0,228.0,23.6,0 days 00:01:00
2000-08-04 21:12:00-12:00,44.06532,-45.6332,5.782,4336.0,49346.0,229.0,23.5,0 days 00:01:00
2000-08-04 21:13:00-12:00,44.06621,-45.6347,5.782,4336.0,49350.0,232.0,23.5,0 days 00:01:00
2000-08-04 21:14:00-12:00,44.06712,-45.63621,5.781,4336.0,49356.0,238.0,23.4,0 days 00:01:00
2000-08-04 21:15:00-12:00,44.06797,-45.63771,5.781,4336.0,49360.0,241.0,23.6,0 days 00:01:00
2000-08-04 21:16:00-12:00,44.06887,-45.63921,5.777,4333.0,49367.0,248.0,23.9,0 days 00:01:00
2000-08-04 21:17:00-12:00,44.06978,-45.64074,5.777,4333.0,49374.0,254.0,24.2,0 days 00:01:00
2000-08-04 21:18:00-12:00,44.07068,-45.64228,5.777,4333.0,49379.0,257.0,24.3,0 days 00:01:00
2000-08-04 21:19:00-12:00,44.0716,-45.64379,5.779,4334.0,49387.0,265.0,24.3,0 days 00:01:00
2000-08-04 21:20:00-12:00,44.07251,-45.64533,5.779,4334.0,49389.0,266.0,24.3,0 days 00:01:00
2000-08-04 21:21:00-12:00,44.07338,-45.64686,5.784,4338.0,49395.0,272.0,24.4,0 days 00:01:00
2000-08-04 21:22:00-12:00,44.07428,-45.6484,5.786,4340.0,49404.0,280.0,24.6,0 days 00:01:00
2000-08-04 21:23:00-12:00,44.07517,-45.64995,5.789,4342.0,49404.0,279.0,24.7,0 days 00:01:00
2000-08-04 21:24:00-12:00,44.07607,-45.6515,5.793,4345.0,49411.0,286.0,24.7,0 days 00:01:00
2000-08-04 21:25:00-12:00,44.07697,-45.65305,5.798,4348.0,49414.0,287.0,24.7,0 days 00:01:00
2000-08-04 21:26:00-12:00,44.07787,-45.65461,5.794,4346.0,49420.0,293.0,24.7,0 days 00:01:00
2000-08-04 21:30:00-12:00,44.08157,-45.66069,5.774,4330.0,49432.0,303.0,25.0,0 days 00:04:00
2000-08-04 21:31:00-12:00,44.0825,-45.66221,5.77,4328.0,49434.0,303.0,25.0,0 days 00:01:00
2000-08-04 21:32:00-12:00,44.0834,-45.66375,5.768,4326.0,49434.0,303.0,25.2,0 days 00:01:00
2000-08-04 21:33:00-12:00,44.08426,-45.66525,5.768,4326.0,49441.0,309.0,25.2,0 days 00:01:00
2000-08-04 21:34:00-12:00,44.08514,-45.66675,5.768,4326.0,49437.0,305.0,25.3,0 days 00:01:00
2000-08-04 21:35:00-12:00,44.08604,-45.66824,5.764,4322.0,49445.0,312.0,25.4,0 days 00:01:00
2000-08-04 21:36:00-12:00,44.08696,-45.66975,5.754,4315.0,49448.0,314.0,25.5,0 days 00:01:00
2000-08-04 21:37:00-12:00,44.08785,-45.67127,5.752,4313.0,49446.0,312.0,25.6,0 days 00:01:00
2000-08-04 21:38:00-12:00,44.08875,-45.6728,5.749,4311.0,49448.0,312.0,25.6,0 days 00:01:00
2000-08-04 21:39:00-12:00,44.08967,-45.67432,5.749,4311.0,49446.0,310.0,25.6,0 days 00:01:00
2000-08-04 21:40:00-12:00,44.09058,-45.67585,5.736,4301.0,49446.0,309.0,25.6,0 days 00:01:00
2000-08-04 21:41:00-12:00,44.09147,-45.67738,5.701,4275.0,49444.0,307.0,25.6,0 days 00:01:00
2000-08-04 21:42:00-12:00,44.09239,-45.6789,5.674,4254.0,49443.0,305.0,25.7,0 days 00:01:00
2000-08-04 21:43:00-12:00,44.09332,-45.68045,5.664,4246.0,49444.0,305.0,25.8,0 days 00:01:00
2000-08-04 21:44:00-12:00,44.09422,-45.68199,5.66,4243.0,49440.0,301.0,25.8,0 days 00:01:00
2000-08-04 21:45:00-12:00,44.09512,-45.68354,5.654,4238.0,49445.0,305.0,25.8,0 days 00:01:00
2000-08-04 21:46:00-12:00,44.09604,-45.68507,5.652,4237.0,49449.0,308.0,25.9,0 days 00:01:00
2000-08-04 21:47:00-12:00,44.09696,-45.68659,5.646,4232.0,49446.0,305.0,26.0,0 days 00:01:00
2000-08-04 21:48:00-12:00,44.09788,-45.68813,5.641,4229.0,49448.0,306.0,26.1,0 days 00:01:00
2000-08-04 21:49:00-12:00,44.09877,-45.68966,5.639,4227.0,49444.0,302.0,26.2,0 days 00:01:00
2000-08-04 21:50:00-12:00,44.09969,-45.69117,5.633,4222.0,49448.0,304.0,26.3,0 days 00:01:00
2000-08-04 21:51:00-12:00,44.10064,-45.69267,5.629,4219.0,49438.0,294.0,26.5,0 days 00:01:00
2000-08-04 21:52:00-12:00,44.10159,-45.69418,5.622,4213.0,49439.0,294.0,26.5,0 days 00:01:00
2000-08-04 21:53:00-12:00,44.1025,-45.6957,5.62,4212.0,49442.0,296.0,26.6,0 days 00:01:00
2000-08-04 21:54:00-12:00,44.10343,-45.69718,5.617,4210.0,49440.0,293.0,26.7,0 days 00:01:00
2000-08-04 21:55:00-12:00,44.10434,-45.69869,5.612,4206.0,49438.0,291.0,26.9,0 days 00:01:00
2000-08-04 21:56:00-12:00,44.10523,-45.70024,5.605,4201.0,49434.0,286.0,27.1,0 days 00:01:00
2000-08-04 21:57:00-12:00,44.10615,-45.70179,5.606,4201.0,49432.0,283.0,27.1,0 days 00:01:00
2000-08-04 21:58:00-12:00,44.10707,-45.7033,5.601,4198.0,49430.0,280.0,27.0,0 days 00:01:00
2000-08-04 21:59:00-12:00,44.10799,-45.7048,5.597,4195.0,49431.0,280.0,26.9,0 days 00:01:00
2000-08-04 22:00:00-12:00,44.10887,-45.70634,5.588,4188.0,49433.0,282.0,26.9,0 days 00:01:00
2000-08-04 22:10:00-12:00,44.11796,-45.72174,5.552,4160.0,49410.0,252.0,28.0,0 days 00:10:00
2000-08-04 22:11:00-12:00,44.11884,-45.72328,5.544,4154.0,49407.0,248.0,27.9,0 days 00:01:00
2000-08-04 22:15:00-12:00,44.12247,-45.7295,5.524,4139.0,49381.0,220.0,28.0,0 days 00:04:00
2000-08-04 22:16:00-12:00,44.12338,-45.73102,5.522,4138.0,49384.0,222.0,28.0,0 days 00:01:00
2000-08-04 22:17:00-12:00,44.12426,-45.73257,5.518,4134.0,49378.0,215.0,28.2,0 days 00:01:00
2000-08-04 22:20:00-12:00,44.1107,-45.70944,5.581,4183.0,49424.0,272.0,27.4,0 days 00:03:00
2000-08-04 22:22:00-12:00,44.12878,-45.7399,5.497,4118.0,49355.0,188.0,28.5,0 days 00:02:00
2000-08-04 22:23:00-12:00,44.12968,-45.74139,5.493,4115.0,49349.0,182.0,28.6,0 days 00:01:00
2000-08-04 22:28:00-12:00,44.13419,-45.74879,5.469,4097.0,49314.0,144.0,28.5,0 days 00:05:00
2000-08-04 22:29:00-12:00,44.1351,-45.75021,5.466,4095.0,49309.0,138.0,28.5,0 days 00:01:00
2000-08-04 22:30:00-12:00,44.13597,-45.75165,5.462,4091.0,49301.0,130.0,28.6,0 days 00:01:00
2000-08-04 22:31:00-12:00,44.13685,-45.75312,5.458,4089.0,49297.0,124.0,28.9,0 days 00:01:00
2000-08-04 22:32:00-12:00,44.13769,-45.75464,5.454,4085.0,49293.0,120.0,29.1,0 days 00:01:00
2000-08-04 22:40:00-12:00,44.11255,-45.71261,5.572,4176.0,49418.0,264.0,27.5,0 days 00:08:00
2000-08-04 22:41:00-12:00,44.1454,-45.76842,5.422,4060.0,49215.0,36.0,29.0,0 days 00:01:00
2000-08-04 22:42:00-12:00,44.14631,-45.7699,5.417,4057.0,49213.0,33.0,28.9,0 days 00:01:00
2000-08-04 22:43:00-12:00,44.14728,-45.77137,5.414,4054.0,49205.0,25.0,28.9,0 days 00:01:00
2000-08-04 22:44:00-12:00,44.14825,-45.77287,5.412,4053.0,49200.0,19.0,29.1,0 days 00:01:00
2000-08-04 22:50:00-12:00,44.11347,-45.7141,5.568,4173.0,49418.0,264.0,27.4,0 days 00:06:00
2000-08-04 22:59:00-12:00,44.16164,-45.79583,5.373,4024.0,49142.0,-50.0,29.6,0 days 00:09:00
2000-08-04 23:00:00-12:00,44.16255,-45.7974,5.37,4022.0,49145.0,-48.0,29.6,0 days 00:01:00
2000-08-04 23:10:00-12:00,44.16345,-45.79897,5.37,4022.0,49146.0,-47.0,29.7,0 days 00:10:00
2000-08-04 23:11:00-12:00,44.17263,-45.81386,5.342,3999.0,49174.0,-27.0,30.5,0 days 00:01:00
2000-08-04 23:12:00-12:00,44.17348,-45.8154,5.338,3997.0,49181.0,-20.0,30.8,0 days 00:01:00
2000-08-04 23:13:00-12:00,44.17434,-45.81695,5.337,3996.0,49191.0,-11.0,30.9,0 days 00:01:00
2000-08-04 23:20:00-12:00,44.18064,-45.8276,5.322,3985.0,49254.0,47.0,31.3,0 days 00:07:00
2000-08-04 23:27:00-12:00,44.18684,-45.83805,5.308,3974.0,49286.0,74.0,31.9,0 days 00:07:00
2000-08-04 23:28:00-12:00,44.18772,-45.83957,5.308,3974.0,49294.0,82.0,31.8,0 days 00:01:00
2000-08-04 23:36:00-12:00,44.19488,-45.85159,5.293,3962.0,49347.0,130.0,32.5,0 days 00:08:00
2000-08-04 23:37:00-12:00,44.1958,-45.85306,5.29,3960.0,49352.0,134.0,32.6,0 days 00:01:00
2000-08-04 23:38:00-12:00,44.19669,-45.85457,5.289,3959.0,49358.0,139.0,32.7,0 days 00:01:00
2000-08-04 23:43:00-12:00,44.20101,-45.86209,5.284,3955.0,49379.0,156.0,33.5,0 days 00:05:00
2000-08-04 23:44:00-12:00,44.20185,-45.86366,5.282,3954.0,49378.0,156.0,33.5,0 days 00:01:00
2000-08-04 23:45:00-12:00,44.20271,-45.86517,5.28,3952.0,49379.0,155.0,33.4,0 days 00:01:00
2000-08-04 23:46:00-12:00,44.20359,-45.86663,5.28,3952.0,49377.0,153.0,33.3,0 days 00:01:00
2000-08-04 23:47:00-12:00,44.20447,-45.86808,5.277,3950.0,49380.0,155.0,33.3,0 days 00:01:00
