,LAT,LON,BAT_TTIME,CORR_DEPTH,MAG_TOT,MAG_RES,FREEAIR,DT
2001-12-25 18:11:00+05:00,-47.86775,100.94047,4.14,3080.0,61203.0,56.0,29.9,0 days 00:01:00
2001-12-25 18:12:00+05:00,-47.86857,100.94212,4.148,3086.0,61199.0,52.0,32.3,0 days 00:01:00
2001-12-25 18:13:00+05:00,-47.8694,100.94377,4.12,3065.0,61191.0,44.0,34.3,0 days 00:01:00
2001-12-25 18:14:00+05:00,-47.87021,100.94542,4.152,3089.0,61186.0,38.0,28.9,0 days 00:01:00
2001-12-25 18:15:00+05:00,-47.87099,100.94702,4.146,3085.0,61179.0,31.0,31.1,0 days 00:01:00
2001-12-25 18:16:00+05:00,-47.87178,100.94861,4.124,3068.0,61175.0,25.0,30.0,0 days 00:01:00
2001-12-25 18:17:00+05:00,-47.87255,100.9502,4.101,3051.0,61168.0,18.0,30.4,0 days 00:01:00
2001-12-25 18:18:00+05:00,-47.87331,100.95177,4.076,3032.0,61158.0,8.0,31.8,0 days 00:01:00
2001-12-25 18:19:00+05:00,-47.87403,100.95337,4.082,3037.0,61154.0,3.0,30.7,0 days 00:01:00
2001-12-25 18:20:00+05:00,-47.87461,100.95504,4.079,3034.0,61147.0,-4.0,30.1,0 days 00:01:00
2001-12-25 18:21:00+05:00,-47.87515,100.95685,4.085,3039.0,61143.0,-9.0,28.9,0 days 00:01:00
2001-12-25 18:22:00+05:00,-47.87562,100.95871,4.093,3045.0,61139.0,-14.0,30.1,0 days 00:01:00
2001-12-25 18:23:00+05:00,-47.87602,100.96063,4.1,3050.0,61139.0,-15.0,32.1,0 days 00:01:00
2001-12-25 18:24:00+05:00,-47.87632,100.96259,4.117,3063.0,61136.0,-19.0,29.7,0 days 00:01:00
2001-12-25 18:25:00+05:00,-47.87651,100.96461,4.118,3063.0,61138.0,-17.0,29.0,0 days 00:01:00
2001-12-25 18:26:00+05:00,-47.87662,100.96666,4.131,3073.0,61141.0,-14.0,31.7,0 days 00:01:00
2001-12-25 18:28:00+05:00,-47.87646,100.9707,4.239,3155.0,61158.0,1.0,31.6,0 days 00:02:00
2001-12-25 18:29:00+05:00,-47.87627,100.97274,4.306,3206.0,61167.0,10.0,29.1,0 days 00:01:00
2001-12-25 18:30:00+05:00,-47.86144,100.92697,4.182,3111.0,61242.0,101.0,32.2,0 days 00:01:00
2001-12-25 18:31:00+05:00,-47.87554,100.97677,3.986,2965.0,61195.0,37.0,32.3,0 days 00:01:00
2001-12-25 18:32:00+05:00,-47.87509,100.97873,3.956,2942.0,61199.0,40.0,29.2,0 days 00:01:00
2001-12-25 18:34:00+05:00,-47.87386,100.98251,3.965,2949.0,61228.0,68.0,30.9,0 days 00:02:00
2001-12-25 18:35:00+05:00,-47.87304,100.98426,4.032,2999.0,61241.0,80.0,30.5,0 days 00:01:00
2001-12-25 18:36:00+05:00,-47.87206,100.98583,4.008,2981.0,61254.0,93.0,34.5,0 days 00:01:00
2001-12-25 18:37:00+05:00,-47.87101,100.98727,3.947,2935.0,61262.0,101.0,34.0,0 days 00:01:00
2001-12-25 18:39:00+05:00,-47.86867,100.9896,3.902,2901.0,61284.0,123.0,34.4,0 days 00:02:00
2001-12-25 18:40:00+05:00,-47.86742,100.99071,3.761,2795.0,61284.0,122.0,32.6,0 days 00:01:00
2001-12-25 18:41:00+05:00,-47.86619,100.99187,3.727,2769.0,61285.0,123.0,32.0,0 days 00:01:00
2001-12-25 18:42:00+05:00,-47.86495,100.99302,3.729,2771.0,61276.0,114.0,32.3,0 days 00:01:00
2001-12-25 18:43:00+05:00,-47.86372,100.99418,3.82,2840.0,61270.0,108.0,33.0,0 days 00:01:00
2001-12-25 18:44:00+05:00,-47.86252,100.99529,3.993,2970.0,61256.0,93.0,31.8,0 days 00:01:00
2001-12-25 18:45:00+05:00,-47.86131,100.99645,3.968,2951.0,61237.0,74.0,32.8,0 days 00:01:00
2001-12-25 18:46:00+05:00,-47.86011,100.99761,3.958,2943.0,61215.0,53.0,33.8,0 days 00:01:00
2001-12-25 18:47:00+05:00,-47.85888,100.99875,3.936,2927.0,61206.0,43.0,31.3,0 days 00:01:00
2001-12-25 18:49:00+05:00,-47.85643,101.00118,3.922,2917.0,61138.0,-14.0,29.9,0 days 00:02:00
2001-12-25 18:50:00+05:00,-47.863,100.93036,4.206,3130.0,61236.0,93.0,31.8,0 days 00:01:00
2001-12-25 18:51:00+05:00,-47.85403,101.00352,4.008,2981.0,61079.0,-74.0,33.6,0 days 00:01:00
2001-12-25 18:52:00+05:00,-47.85282,101.0047,4.008,2981.0,61042.0,-111.0,32.1,0 days 00:01:00
2001-12-25 18:53:00+05:00,-47.85164,101.0059,4.024,2993.0,61014.0,-139.0,36.2,0 days 00:01:00
2001-12-25 18:54:00+05:00,-47.85046,101.00707,4.07,3027.0,60985.0,-168.0,32.6,0 days 00:01:00
2001-12-25 18:55:00+05:00,-47.84926,101.00827,4.11,3057.0,60959.0,-194.0,33.8,0 days 00:01:00
2001-12-25 18:56:00+05:00,-47.84806,101.00946,4.097,3048.0,60923.0,-231.0,31.7,0 days 00:01:00
2001-12-25 18:58:00+05:00,-47.84569,101.01178,4.084,3038.0,60857.0,-297.0,33.0,0 days 00:02:00
2001-12-25 18:59:00+05:00,-47.84447,101.01289,4.084,3038.0,60844.0,-310.0,31.2,0 days 00:01:00
2001-12-25 19:00:00+05:00,-47.84323,101.01407,4.084,3038.0,60812.0,-342.0,32.3,0 days 00:01:00
