,LAT,LON,CORR_DEPTH,MAG_TOT,MAG_TOT2,MAG_RES,GRA_OBS,EOTVOS,FREEAIR,LINEID,DT
2017-09-28 19:27:00+00:00,-27.09266,72.27238,3005.0,46883.5,46878.3,-33.4,979130.4,-33.0,27.4,7-126,0 days 00:01:00
2017-09-28 19:28:00+00:00,-27.09103,72.27077,2909.3,46891.7,46884.4,-28.4,979130.9,-35.0,27.1,7-126,0 days 00:01:00
2017-09-28 19:29:00+00:00,-27.08939,72.26912,2910.5,46896.3,46889.3,-20.5,979130.9,-35.2,27.1,7-126,0 days 00:01:00
2017-09-28 19:30:00+00:00,-27.0877,72.26748,3050.9,46898.4,46892.7,-15.0,979130.2,-34.7,26.9,7-126,0 days 00:01:00
2017-09-28 19:31:00+00:00,-27.086,72.26585,3067.7,46902.2,46901.5,-8.6,979129.3,-35.0,26.1,7-126,0 days 00:01:00
2017-09-28 19:32:00+00:00,-27.08428,72.26419,3095.3,46908.4,46906.0,-2.3,979128.8,-35.2,25.7,7-126,0 days 00:01:00
2017-09-28 19:33:00+00:00,-27.08255,72.26253,3051.1,46914.3,46910.3,5.9,979128.3,-35.2,25.3,7-126,0 days 00:01:00
2017-09-28 19:34:00+00:00,-27.08139,72.26142,3054.8,46917.8,46912.8,10.4,979127.6,-35.2,24.9,7-126,0 days 00:01:00
2017-09-28 19:35:00+00:00,-27.07906,72.25922,2930.6,46927.7,46921.5,19.0,979127.1,-34.4,23.9,7-126,0 days 00:01:00
2017-09-28 19:36:00+00:00,-27.07733,72.25761,2956.2,46931.7,46928.3,25.4,979125.7,-34.2,23.1,7-126,0 days 00:01:00
2017-09-28 19:37:00+00:00,-27.07562,72.25602,2960.5,46936.9,46932.6,31.0,979125.0,-34.0,22.7,7-126,0 days 00:01:00
2017-09-28 19:38:00+00:00,-27.07392,72.25442,2992.3,46941.5,46936.8,36.6,979124.6,-34.3,22.3,7-126,0 days 00:01:00
2017-09-28 19:39:00+00:00,-27.07224,72.25282,3022.2,46943.5,46942.9,41.8,979123.4,-33.7,21.3,7-126,0 days 00:01:00
2017-09-28 19:40:00+00:00,-27.07056,72.25125,3049.8,46947.8,46945.7,45.5,979123.0,-33.4,20.9,7-126,0 days 00:01:00
2017-09-28 19:41:00+00:00,-27.06886,72.24968,3065.3,46950.6,46949.7,49.3,979122.6,-33.2,20.4,7-126,0 days 00:01:00
2017-09-28 19:42:00+00:00,-27.06716,72.2481,3044.1,46951.8,46952.7,52.4,979121.9,-33.8,19.9,7-126,0 days 00:01:00
2017-09-28 19:43:00+00:00,-27.06545,72.24651,3003.0,46953.6,46953.3,55.3,979120.8,-34.1,19.2,7-126,0 days 00:01:00
2017-09-28 19:44:00+00:00,-27.06375,72.24491,2982.7,46955.8,46956.2,57.4,979120.5,-34.2,18.9,7-126,0 days 00:01:00
2017-09-28 19:45:00+00:00,-27.06205,72.24332,2986.7,46956.0,46956.6,58.8,979120.0,-33.9,18.7,7-126,0 days 00:01:00
2017-09-28 19:46:00+00:00,-27.06037,72.24172,2994.4,46956.8,46957.6,60.3,979119.7,-33.7,18.1,7-126,0 days 00:01:00
2017-09-28 19:47:00+00:00,-27.05868,72.24014,3046.1,46957.5,46955.4,61.7,979119.3,-33.2,17.7,7-126,0 days 00:01:00
2017-09-28 19:48:00+00:00,-27.05699,72.23858,3031.0,46956.3,46962.3,62.7,979118.4,-33.1,17.2,7-126,0 days 00:01:00
2017-09-28 19:49:00+00:00,-27.0553,72.23703,3040.0,46958.6,46956.8,63.9,979118.1,-32.7,16.9,7-126,0 days 00:01:00
2017-09-28 19:50:00+00:00,-27.0536,72.23548,3049.2,46956.7,46956.2,64.7,979116.8,-33.4,16.1,7-126,0 days 00:01:00
2017-09-28 19:51:00+00:00,-27.05188,72.23389,3047.5,46956.9,46956.1,65.6,979116.3,-34.1,15.9,7-126,0 days 00:01:00
2017-09-28 19:52:00+00:00,-27.05018,72.23228,3084.8,46958.3,46956.3,66.5,979116.6,-34.1,15.6,7-126,0 days 00:01:00
2017-09-28 19:53:00+00:00,-27.04847,72.23068,3122.7,46956.8,46956.8,66.8,979115.4,-34.5,15.4,7-126,0 days 00:01:00
2017-09-28 19:54:00+00:00,-27.04676,72.22907,3170.4,46954.4,46956.0,67.0,979116.1,-34.0,15.0,7-126,0 days 00:01:00
2017-09-28 19:55:00+00:00,-27.04562,72.22799,3174.6,46954.3,46953.9,67.1,979115.4,-34.2,14.9,7-126,0 days 00:01:00
2017-09-28 19:56:00+00:00,-27.04332,72.22586,3172.4,46955.4,46953.8,67.6,979114.6,-33.8,14.3,7-126,0 days 00:01:00
2017-09-28 19:57:00+00:00,-27.04158,72.22426,3140.7,46952.5,46953.7,67.5,979114.3,-34.3,14.1,7-126,0 days 00:01:00
2017-09-28 19:58:00+00:00,-27.03986,72.22264,3091.0,46949.3,46952.0,67.1,979113.8,-34.3,14.0,7-126,0 days 00:01:00
2017-09-28 19:59:00+00:00,-27.03814,72.22103,3116.4,46949.6,46952.1,66.9,979114.1,-34.2,13.9,7-126,0 days 00:01:00
2017-09-28 20:00:00+00:00,-27.03642,72.21943,3117.1,46947.3,46947.0,65.9,979113.1,-33.8,13.6,7-126,0 days 00:01:00
2017-09-28 20:01:00+00:00,-27.0347,72.21784,3068.5,46946.9,46947.6,65.6,979112.5,-33.7,13.1,7-126,0 days 00:01:00
2017-09-28 20:02:00+00:00,-27.03299,72.21626,3067.9,46945.0,46946.1,65.4,979112.1,-34.0,12.9,7-126,0 days 00:01:00
2017-09-28 20:03:00+00:00,-27.03128,72.21467,3002.7,46940.6,46945.3,65.1,979111.6,-33.8,12.8,7-126,0 days 00:01:00
2017-09-28 20:04:00+00:00,-27.02957,72.21308,3034.8,46942.3,46944.5,65.4,979112.0,-33.9,12.8,7-126,0 days 00:01:00
2017-09-28 20:05:00+00:00,-27.02786,72.2115,3060.6,46940.9,46943.5,66.0,979111.4,-33.6,12.6,7-126,0 days 00:01:00
2017-09-28 20:06:00+00:00,-27.02616,72.20992,3019.2,46953.6,46943.2,66.4,979111.7,-33.9,12.6,7-126,0 days 00:01:00
2017-09-28 20:07:00+00:00,-27.02445,72.20833,3002.2,46945.6,46943.2,67.5,979111.1,-33.9,12.5,7-126,0 days 00:01:00
2017-09-28 20:09:00+00:00,-27.021,72.20511,2925.1,46942.8,46941.8,69.3,979110.4,-34.3,12.1,7-126,0 days 00:02:00
2017-09-28 20:10:00+00:00,-27.01927,72.20349,2984.9,46945.7,46941.8,70.5,979110.5,-34.9,12.2,7-126,0 days 00:01:00
2017-09-28 20:11:00+00:00,-27.01756,72.20185,2997.0,46949.1,46943.0,70.5,979110.1,-35.0,12.2,7-126,0 days 00:01:00
2017-09-28 20:12:00+00:00,-27.01584,72.20021,2979.2,46942.1,46941.3,72.0,979110.6,-34.7,12.4,7-126,0 days 00:01:00
2017-09-28 20:13:00+00:00,-27.01411,72.1986,3009.8,46944.6,46941.8,71.7,979110.9,-33.6,12.4,7-126,0 days 00:01:00
2017-09-28 20:14:00+00:00,-27.01239,72.19704,3015.0,46936.6,46932.2,73.1,979110.9,-33.2,12.5,7-126,0 days 00:01:00
2017-09-28 20:15:00+00:00,-27.01069,72.19548,3006.9,46943.1,46947.1,70.7,979110.1,-33.3,12.5,7-126,0 days 00:01:00
2017-09-28 20:16:00+00:00,-27.009,72.1939,2998.3,46936.4,46936.0,70.8,979109.4,-33.7,12.4,7-126,0 days 00:01:00
2017-09-28 20:17:00+00:00,-27.0073,72.19232,3002.4,46933.9,46935.6,69.3,979110.2,-33.3,12.2,7-126,0 days 00:01:00
2017-09-28 20:18:00+00:00,-27.00561,72.19075,2999.9,46931.0,46934.2,68.0,979109.6,-33.5,12.1,7-126,0 days 00:01:00
2017-09-28 20:19:00+00:00,-27.00391,72.18918,3003.0,46929.4,46931.6,67.4,979109.6,-33.3,12.1,7-126,0 days 00:01:00
2017-09-28 20:20:00+00:00,-27.0022,72.18761,3026.2,46926.8,46936.0,65.8,979108.8,-33.8,11.9,7-126,0 days 00:01:00
2017-09-28 20:21:00+00:00,-27.00048,72.18602,3057.9,46924.2,46927.0,64.6,979108.7,-34.0,11.9,7-126,0 days 00:01:00
2017-09-28 20:22:00+00:00,-26.99877,72.18442,3046.2,46923.6,46924.3,64.1,979109.0,-34.1,11.8,7-126,0 days 00:01:00
2017-09-28 20:23:00+00:00,-26.99705,72.1828,3026.8,46922.6,46922.6,64.0,979108.7,-34.5,11.9,7-126,0 days 00:01:00
2017-09-28 20:24:00+00:00,-26.99534,72.18117,2995.3,46920.5,46922.1,64.0,979108.3,-34.8,11.9,7-126,0 days 00:01:00
2017-09-28 20:25:00+00:00,-26.99364,72.17954,2949.4,46921.1,46921.4,64.3,979108.8,-34.8,11.9,7-126,0 days 00:01:00
