,LAT,LON,CORR_DEPTH,MAG_TOT,MAG_TOT2,MAG_RES,GRA_OBS,EOTVOS,FREEAIR,LINEID,DT
2017-09-28 13:27:00+00:00,-27.18931,72.46201,2608.7,47049.0,47052.8,31.8,979141.6,-33.7,31.9,7-124,0 days 00:01:00
2017-09-28 13:28:00+00:00,-27.18764,72.46034,2618.6,47039.9,47044.6,24.7,979142.8,-36.3,31.9,7-124,0 days 00:01:00
2017-09-28 13:29:00+00:00,-27.18599,72.45859,2641.6,47033.9,47037.8,17.4,979143.4,-37.5,33.1,7-124,0 days 00:01:00
2017-09-28 13:30:00+00:00,-27.18435,72.45684,2649.5,47026.5,47027.5,12.1,979143.8,-37.0,33.4,7-124,0 days 00:01:00
2017-09-28 13:31:00+00:00,-27.1827,72.45511,2643.8,47020.3,47025.5,7.3,979144.5,-36.3,33.9,7-124,0 days 00:01:00
2017-09-28 13:32:00+00:00,-27.18106,72.45342,2674.6,47015.4,47017.7,4.5,979145.1,-35.4,34.4,7-124,0 days 00:01:00
2017-09-28 13:33:00+00:00,-27.17941,72.45175,2679.4,47013.8,47014.8,3.5,979144.9,-35.1,34.6,7-124,0 days 00:01:00
2017-09-28 13:34:00+00:00,-27.17777,72.45009,2644.2,47013.7,47014.5,4.8,979144.5,-34.9,34.6,7-124,0 days 00:01:00
2017-09-28 13:35:00+00:00,-27.17612,72.44846,2671.3,47017.5,47015.6,7.9,979144.6,-34.8,34.7,7-124,0 days 00:01:00
2017-09-28 13:36:00+00:00,-27.17445,72.44683,2707.3,47019.8,47017.0,12.0,979144.7,-34.4,34.8,7-124,0 days 00:01:00
2017-09-28 13:37:00+00:00,-27.17278,72.4452,2726.5,47023.5,47021.7,17.7,979144.5,-34.4,34.8,7-124,0 days 00:01:00
2017-09-28 13:38:00+00:00,-27.1711,72.44357,2716.7,47032.8,47030.3,25.0,979144.1,-34.7,34.9,7-124,0 days 00:01:00
2017-09-28 13:39:00+00:00,-27.16943,72.44192,2695.9,47039.4,47031.8,33.6,979144.2,-35.0,35.0,7-124,0 days 00:01:00
2017-09-28 13:40:00+00:00,-27.16777,72.44027,2667.4,47044.1,41738.8,40.8,979144.1,-35.4,35.2,7-124,0 days 00:01:00
2017-09-28 13:41:00+00:00,-27.16609,72.43862,2643.2,47049.6,47045.3,47.0,979144.8,-35.1,35.4,7-124,0 days 00:01:00
2017-09-28 13:42:00+00:00,-27.16441,72.43696,2636.6,47059.6,47052.6,51.3,979144.1,-35.1,35.7,7-124,0 days 00:01:00
2017-09-28 13:43:00+00:00,-27.16274,72.43531,2622.9,47046.0,47053.2,56.1,979144.9,-34.8,35.8,7-124,0 days 00:01:00
2017-09-28 13:44:00+00:00,-27.16106,72.43367,2629.5,47057.5,47056.4,60.2,979145.4,-34.4,36.0,7-124,0 days 00:01:00
2017-09-28 13:45:00+00:00,-27.15938,72.43206,2617.6,47060.6,47061.3,62.6,979143.8,-34.4,36.2,7-124,0 days 00:01:00
