,LAT,LON,CORR_DEPTH,MAG_TOT,MAG_TOT2,MAG_RES,GRA_OBS,EOTVOS,FREEAIR,LINEID,DT
2017-09-20 17:48:00+00:00,-27.17676,72.62664,3835.3,47132.9,47121.8,39.7,979099.6,37.0,-10.3,7-116,0 days 00:01:00
2017-09-20 17:49:00+00:00,-27.17855,72.62835,3759.9,47120.7,47125.0,33.2,979100.1,36.2,-10.0,7-116,0 days 00:01:00
2017-09-20 17:50:00+00:00,-27.18031,72.63001,3695.7,47119.1,47122.6,31.0,979101.4,35.6,-9.4,7-116,0 days 00:01:00
2017-09-20 17:51:00+00:00,-27.18203,72.63165,3728.4,47117.2,47118.9,26.9,979101.1,35.1,-9.1,7-116,0 days 00:01:00
2017-09-20 17:52:00+00:00,-27.18371,72.63328,3692.7,47111.1,47114.2,23.2,979101.0,34.9,-8.8,7-116,0 days 00:01:00
2017-09-20 17:53:00+00:00,-27.18538,72.63489,3676.3,47112.1,47123.2,20.4,979102.3,34.9,-8.4,7-116,0 days 00:01:00
2017-09-20 17:54:00+00:00,-27.18709,72.6365,3684.0,47111.3,47110.9,17.5,979103.1,34.8,-8.3,7-116,0 days 00:01:00
2017-09-20 17:55:00+00:00,-27.18883,72.63813,3699.2,47105.4,47110.0,14.2,979102.9,34.9,-8.1,7-116,0 days 00:01:00
2017-09-20 17:56:00+00:00,-27.19054,72.63973,3720.2,47104.3,47105.3,10.9,979102.8,34.3,-7.9,7-116,0 days 00:01:00
2017-09-20 17:57:00+00:00,-27.19225,72.64131,3768.8,47103.4,47108.5,9.8,979103.6,33.9,-7.7,7-116,0 days 00:01:00
2017-09-20 17:58:00+00:00,-27.19397,72.64287,3738.8,47101.3,47108.1,8.4,979104.1,33.4,-7.1,7-116,0 days 00:01:00
2017-09-20 17:59:00+00:00,-27.19566,72.64444,3731.3,47091.6,47101.6,4.3,979103.3,33.6,-6.7,7-116,0 days 00:01:00
2017-09-20 18:00:00+00:00,-27.19732,72.64602,3718.5,47092.0,47087.3,3.5,979105.3,34.0,-6.4,7-116,0 days 00:01:00
2017-09-20 18:01:00+00:00,-27.19899,72.64761,3694.8,47119.1,47088.4,3.0,979105.2,34.3,-6.1,7-116,0 days 00:01:00
2017-09-20 18:02:00+00:00,-27.20067,72.64918,3694.1,47093.3,47102.7,2.6,979105.7,33.9,-5.8,7-116,0 days 00:01:00
2017-09-20 18:03:00+00:00,-27.20237,72.65075,3675.6,47099.8,47102.1,2.8,979106.7,34.1,-5.2,7-116,0 days 00:01:00
2017-09-20 18:04:00+00:00,-27.20409,72.65233,3664.1,47107.7,47102.1,2.9,979106.9,34.2,-5.0,7-116,0 days 00:01:00
2017-09-20 18:05:00+00:00,-27.20579,72.65392,3655.9,47111.1,47101.5,2.8,979107.6,34.7,-4.8,7-116,0 days 00:01:00
2017-09-20 18:06:00+00:00,-27.20749,72.65554,3608.1,47109.5,47105.1,2.7,979107.3,34.3,-4.6,7-116,0 days 00:01:00
2017-09-20 18:07:00+00:00,-27.20918,72.65714,3587.6,47110.4,47105.8,2.0,979108.1,34.4,-4.4,7-116,0 days 00:01:00
2017-09-20 18:08:00+00:00,-27.2109,72.65872,3562.7,47109.7,47108.6,2.6,979108.4,33.9,-4.3,7-116,0 days 00:01:00
2017-09-20 18:09:00+00:00,-27.21263,72.6603,3588.2,47112.0,47108.8,2.5,979108.3,33.8,-4.1,7-116,0 days 00:01:00
2017-09-20 18:10:00+00:00,-27.21433,72.66186,3591.8,47114.4,47111.7,4.2,979108.8,33.6,-3.1,7-116,0 days 00:01:00
