,LAT,LON,CORR_DEPTH,MAG_TOT,MAG_TOT2,MAG_RES,GRA_OBS,EOTVOS,FREEAIR,LINEID,DT
2017-09-28 06:13:00+00:00,-27.15466,72.50479,3495.2,46985.8,46967.3,-60.1,979115.0,-34.1,6.6,7-122,0 days 00:01:00
2017-09-28 06:14:00+00:00,-27.153,72.50316,3467.1,46972.1,46967.6,-56.9,979115.3,-34.8,7.0,7-122,0 days 00:01:00
2017-09-28 06:15:00+00:00,-27.1513,72.50152,3465.4,46972.2,46973.0,-53.6,979115.6,-35.1,7.4,7-122,0 days 00:01:00
2017-09-28 06:16:00+00:00,-27.1496,72.49986,3475.3,47032.1,46973.4,-49.3,979115.7,-35.3,7.6,7-122,0 days 00:01:00
2017-09-28 06:17:00+00:00,-27.1479,72.4982,3437.9,46979.1,46978.0,-45.7,979115.0,-35.3,7.8,7-122,0 days 00:01:00
2017-09-28 06:18:00+00:00,-27.14621,72.49655,3414.0,46985.5,46980.1,-39.8,979115.7,-34.6,7.8,7-122,0 days 00:01:00
2017-09-28 06:19:00+00:00,-27.14451,72.49494,3410.8,46989.7,46986.8,-36.5,979115.4,-34.2,7.9,7-122,0 days 00:01:00
2017-09-28 06:20:00+00:00,-27.14281,72.49335,3395.8,46989.8,46990.3,-32.5,979115.3,-33.5,8.0,7-122,0 days 00:01:00
2017-09-28 06:21:00+00:00,-27.1411,72.49175,3378.4,46991.7,46990.7,-29.5,979115.2,-34.2,8.1,7-122,0 days 00:01:00
2017-09-28 06:22:00+00:00,-27.13941,72.49015,3426.2,46991.7,46995.3,-26.4,979115.4,-34.0,7.9,7-122,0 days 00:01:00
2017-09-28 06:23:00+00:00,-27.13771,72.48855,3500.7,46993.6,46994.1,-24.0,979115.5,-33.7,7.9,7-122,0 days 00:01:00
2017-09-28 06:24:00+00:00,-27.13599,72.48698,3501.8,46996.1,46993.3,-22.1,979114.3,-33.4,7.9,7-122,0 days 00:01:00
2017-09-28 06:25:00+00:00,-27.13425,72.48539,3497.1,46997.3,46994.8,-20.6,979114.6,-33.9,8.0,7-122,0 days 00:01:00
2017-09-28 06:26:00+00:00,-27.13252,72.48378,3482.1,46995.4,46997.4,-19.8,979114.8,-34.6,8.0,7-122,0 days 00:01:00
2017-09-28 06:27:00+00:00,-27.13083,72.48214,3498.5,46993.4,46997.7,-19.7,979114.6,-34.8,8.2,7-122,0 days 00:01:00
2017-09-28 06:28:00+00:00,-27.12914,72.48051,3504.7,46994.7,46994.4,-20.1,979114.4,-34.7,8.3,7-122,0 days 00:01:00
2017-09-28 06:29:00+00:00,-27.12746,72.4789,3531.7,46992.0,46992.1,-20.4,979114.8,-34.1,8.4,7-122,0 days 00:01:00
2017-09-28 06:30:00+00:00,-27.12576,72.47729,3502.0,46989.8,46990.0,-21.3,979114.7,-33.9,8.5,7-122,0 days 00:01:00
2017-09-28 06:31:00+00:00,-27.12405,72.4757,3487.6,46988.3,46990.7,-20.5,979114.7,-33.7,8.6,7-122,0 days 00:01:00
2017-09-28 06:32:00+00:00,-27.12233,72.47412,3461.2,46987.6,46990.3,-22.3,979114.8,-33.4,8.6,7-122,0 days 00:01:00
