,LAT,LON,BAT_TTIME,CORR_DEPTH,MAG_TOT,MAG_RES,FREEAIR,DT
2000-08-04 09:14:00-12:00,43.76103,-45.46858,3.332,2497.0,49105.0,161.0,87.3,0 days 00:02:00
2000-08-04 09:17:00-12:00,43.75903,-45.46536,3.286,2462.0,49144.0,202.0,88.4,0 days 00:03:00
2000-08-04 09:20:00-12:00,43.75687,-45.4621,3.276,2455.0,49160.0,219.0,88.7,0 days 00:03:00
2000-08-04 09:21:00-12:00,43.75615,-45.461,3.276,2455.0,49166.0,226.0,88.7,0 days 00:01:00
2000-08-04 09:22:00-12:00,43.7555,-45.45991,3.276,2455.0,49176.0,236.0,88.8,0 days 00:01:00
2000-08-04 09:23:00-12:00,43.75484,-45.45884,3.278,2456.0,49183.0,244.0,89.0,0 days 00:01:00
2000-08-04 09:24:00-12:00,43.75421,-45.45777,3.277,2456.0,49189.0,250.0,89.0,0 days 00:01:00
2000-08-04 09:25:00-12:00,43.75352,-45.45672,3.28,2458.0,49202.0,264.0,88.9,0 days 00:01:00
2000-08-04 09:26:00-12:00,43.75285,-45.45571,3.281,2459.0,49210.0,273.0,88.7,0 days 00:01:00
2000-08-04 09:27:00-12:00,43.75216,-45.45465,3.283,2460.0,49213.0,276.0,88.7,0 days 00:01:00
2000-08-04 09:28:00-12:00,43.75148,-45.45362,3.288,2464.0,49221.0,285.0,88.6,0 days 00:01:00
2000-08-04 09:29:00-12:00,43.75074,-45.45263,3.295,2469.0,49230.0,294.0,88.3,0 days 00:01:00
2000-08-04 09:30:00-12:00,43.75005,-45.45161,3.302,2474.0,49235.0,299.0,88.0,0 days 00:01:00
2000-08-04 09:33:00-12:00,43.74804,-45.44833,3.35,2510.0,49264.0,330.0,86.5,0 days 00:03:00
2000-08-04 09:34:00-12:00,43.74734,-45.44724,3.357,2516.0,49271.0,338.0,86.3,0 days 00:01:00
2000-08-04 09:35:00-12:00,43.74663,-45.44616,3.37,2526.0,49276.0,343.0,86.0,0 days 00:01:00
2000-08-04 09:36:00-12:00,43.74597,-45.44509,3.379,2532.0,49283.0,351.0,85.8,0 days 00:01:00
2000-08-04 09:37:00-12:00,43.74532,-45.44409,3.392,2542.0,49290.0,358.0,85.5,0 days 00:01:00
2000-08-04 09:39:00-12:00,43.74408,-45.44205,3.41,2557.0,49300.0,369.0,84.6,0 days 00:02:00
2000-08-04 09:40:00-12:00,43.74342,-45.44105,3.417,2562.0,49306.0,376.0,83.9,0 days 00:01:00
2000-08-04 09:41:00-12:00,43.7428,-45.44001,3.422,2565.0,49311.0,382.0,83.3,0 days 00:01:00
2000-08-04 09:43:00-12:00,43.74154,-45.43807,3.418,2563.0,49325.0,396.0,82.4,0 days 00:02:00
2000-08-04 09:44:00-12:00,43.74093,-45.43714,3.418,2563.0,49335.0,406.0,81.8,0 days 00:01:00
2000-08-04 09:45:00-12:00,43.74035,-45.43617,3.425,2568.0,49344.0,416.0,81.2,0 days 00:01:00
