,LAT,LON,BAT_TTIME,CORR_DEPTH,MAG_TOT,MAG_RES,FREEAIR,DT
2001-12-26 01:13:00+05:00,-47.43624,101.43862,3.976,2957.0,61647.0,428.0,34.8,0 days 00:03:00
2001-12-26 01:14:00+05:00,-47.43693,101.4403,3.97,2953.0,61647.0,428.0,34.7,0 days 00:01:00
2001-12-26 01:15:00+05:00,-47.43758,101.44204,4.024,2993.0,61653.0,433.0,34.7,0 days 00:01:00
2001-12-26 01:16:00+05:00,-47.43819,101.44374,3.999,2974.0,61655.0,434.0,34.6,0 days 00:01:00
2001-12-26 01:19:00+05:00,-47.44006,101.44887,4.011,2983.0,61666.0,443.0,34.2,0 days 00:03:00
2001-12-26 01:20:00+05:00,-47.44068,101.45056,4.007,2980.0,61666.0,443.0,34.2,0 days 00:01:00
2001-12-26 01:22:00+05:00,-47.44188,101.45387,3.992,2969.0,61673.0,448.0,33.8,0 days 00:02:00
2001-12-26 01:23:00+05:00,-47.44255,101.45557,3.986,2965.0,61672.0,447.0,33.7,0 days 00:01:00
2001-12-26 01:24:00+05:00,-47.44319,101.45731,3.964,2948.0,61674.0,448.0,33.6,0 days 00:01:00
2001-12-26 01:25:00+05:00,-47.4438,101.45901,3.952,2939.0,61679.0,452.0,33.7,0 days 00:01:00
2001-12-26 01:26:00+05:00,-47.4444,101.46068,3.956,2942.0,61682.0,455.0,33.7,0 days 00:01:00
2001-12-26 01:29:00+05:00,-47.44632,101.46574,3.963,2947.0,61694.0,465.0,33.7,0 days 00:03:00
2001-12-26 01:30:00+05:00,-47.44692,101.46738,3.92,2915.0,61692.0,463.0,33.8,0 days 00:01:00
2001-12-26 01:31:00+05:00,-47.44755,101.46904,3.948,2936.0,61698.0,468.0,33.7,0 days 00:01:00
2001-12-26 01:32:00+05:00,-47.44816,101.47069,3.942,2931.0,61699.0,468.0,33.7,0 days 00:01:00
2001-12-26 01:33:00+05:00,-47.44882,101.47238,3.941,2931.0,61701.0,470.0,33.6,0 days 00:01:00
2001-12-26 01:37:00+05:00,-47.45139,101.47893,3.926,2919.0,61718.0,485.0,33.3,0 days 00:04:00
2001-12-26 01:38:00+05:00,-47.45204,101.48055,3.921,2916.0,61720.0,486.0,33.1,0 days 00:01:00
2001-12-26 01:39:00+05:00,-47.4527,101.4821,3.95,2937.0,61726.0,491.0,33.0,0 days 00:01:00
2001-12-26 01:40:00+05:00,-47.45335,101.48367,3.932,2924.0,61728.0,492.0,33.1,0 days 00:01:00
2001-12-26 01:41:00+05:00,-47.45394,101.48524,3.984,2963.0,61731.0,495.0,33.0,0 days 00:01:00
2001-12-26 01:42:00+05:00,-47.45458,101.48686,4.008,2981.0,61733.0,497.0,32.9,0 days 00:01:00
2001-12-26 01:43:00+05:00,-47.45523,101.4885,3.991,2968.0,61736.0,499.0,32.8,0 days 00:01:00
2001-12-26 01:45:00+05:00,-47.45656,101.49171,3.986,2965.0,61748.0,510.0,32.7,0 days 00:02:00
2001-12-26 01:47:00+05:00,-47.45788,101.49493,3.939,2929.0,61698.0,458.0,32.8,0 days 00:02:00
2001-12-26 01:50:00+05:00,-47.43389,101.4242,3.99,2967.0,61582.0,367.0,35.5,0 days 00:03:00
2001-12-26 01:51:00+05:00,-47.46056,101.5013,4.012,2984.0,61774.0,532.0,32.6,0 days 00:01:00
2001-12-26 01:52:00+05:00,-47.46126,101.50286,4.019,2989.0,61775.0,533.0,32.4,0 days 00:01:00
2001-12-26 01:54:00+05:00,-47.46253,101.50608,3.994,2971.0,61783.0,540.0,32.0,0 days 00:02:00
2001-12-26 01:55:00+05:00,-47.46322,101.5077,3.994,2971.0,61785.0,541.0,31.9,0 days 00:01:00
2001-12-26 01:56:00+05:00,-47.46391,101.50928,3.99,2967.0,61790.0,545.0,31.7,0 days 00:01:00
2001-12-26 01:58:00+05:00,-47.4656,101.51232,3.984,2963.0,61790.0,544.0,32.0,0 days 00:02:00
2001-12-26 02:00:00+05:00,-47.46753,101.51482,3.984,2963.0,61790.0,543.0,32.8,0 days 00:02:00
2001-12-26 02:10:00+05:00,-47.46869,101.51581,3.988,2966.0,61789.0,541.0,32.9,0 days 00:10:00
2001-12-26 02:11:00+05:00,-47.48123,101.52025,3.956,2942.0,61725.0,474.0,30.3,0 days 00:01:00
2001-12-26 02:12:00+05:00,-47.48262,101.52023,3.945,2934.0,61709.0,458.0,30.9,0 days 00:01:00
2001-12-26 02:13:00+05:00,-47.4839,101.52007,3.966,2949.0,61704.0,453.0,31.4,0 days 00:01:00
2001-12-26 02:14:00+05:00,-47.48521,101.51972,3.96,2945.0,61695.0,444.0,31.9,0 days 00:01:00
2001-12-26 02:15:00+05:00,-47.48646,101.51918,3.955,2941.0,61686.0,435.0,31.8,0 days 00:01:00
2001-12-26 02:17:00+05:00,-47.48896,101.51812,3.913,2910.0,61664.0,413.0,31.5,0 days 00:02:00
2001-12-26 02:20:00+05:00,-47.49259,101.5156,3.943,2932.0,61616.0,365.0,32.1,0 days 00:03:00
2001-12-26 02:21:00+05:00,-47.49376,101.51456,3.94,2930.0,61610.0,359.0,31.9,0 days 00:01:00
2001-12-26 02:23:00+05:00,-47.49604,101.51242,3.928,2921.0,61579.0,329.0,30.9,0 days 00:02:00
2001-12-26 02:24:00+05:00,-47.49723,101.51139,3.925,2919.0,61569.0,318.0,30.6,0 days 00:01:00
2001-12-26 02:26:00+05:00,-47.49955,101.50931,3.908,2906.0,61547.0,297.0,30.8,0 days 00:02:00
2001-12-26 02:27:00+05:00,-47.50078,101.50825,3.926,2919.0,61544.0,294.0,30.8,0 days 00:01:00
2001-12-26 02:29:00+05:00,-47.50289,101.50629,3.95,2937.0,61520.0,271.0,30.8,0 days 00:02:00
2001-12-26 02:30:00+05:00,-47.50395,101.50536,3.963,2947.0,61518.0,268.0,30.8,0 days 00:01:00
2001-12-26 02:31:00+05:00,-47.50503,101.50434,3.983,2962.0,61510.0,261.0,30.9,0 days 00:01:00
2001-12-26 02:32:00+05:00,-47.50619,101.50329,3.984,2963.0,61506.0,257.0,30.8,0 days 00:01:00
2001-12-26 02:33:00+05:00,-47.50737,101.5022,3.986,2965.0,61504.0,255.0,30.5,0 days 00:01:00
2001-12-26 02:34:00+05:00,-47.50849,101.50117,3.98,2960.0,61496.0,247.0,30.2,0 days 00:01:00
