,LAT,LON,BAT_TTIME,CORR_DEPTH,MAG_TOT,MAG_RES,FREEAIR,DT
2001-12-22 03:11:00+05:00,-47.67983,101.64983,3.791,2817.0,61573.0,253.0,35.1,0 days 00:01:00
2001-12-22 03:12:00+05:00,-47.68054,101.6515,3.788,2815.0,61573.0,252.0,33.0,0 days 00:01:00
2001-12-22 03:14:00+05:00,-47.68201,101.65473,3.803,2827.0,61569.0,247.0,35.3,0 days 00:02:00
2001-12-22 03:15:00+05:00,-47.68274,101.65633,3.794,2820.0,61568.0,246.0,35.6,0 days 00:01:00
2001-12-22 03:16:00+05:00,-47.68348,101.65805,3.794,2820.0,61568.0,245.0,34.4,0 days 00:01:00
2001-12-22 03:17:00+05:00,-47.68424,101.65969,3.789,2816.0,61564.0,240.0,33.5,0 days 00:01:00
2001-12-22 03:18:00+05:00,-47.68493,101.6613,3.775,2805.0,61563.0,238.0,37.3,0 days 00:01:00
2001-12-22 03:19:00+05:00,-47.68572,101.66285,3.795,2820.0,61560.0,235.0,34.7,0 days 00:01:00
2001-12-22 03:20:00+05:00,-47.68648,101.66451,3.795,2820.0,61562.0,236.0,35.3,0 days 00:01:00
2001-12-22 03:22:00+05:00,-47.68788,101.66796,3.802,2827.0,61558.0,231.0,36.0,0 days 00:02:00
2001-12-22 03:23:00+05:00,-47.6886,101.66961,3.797,2822.0,61558.0,231.0,35.7,0 days 00:01:00
2001-12-22 03:25:00+05:00,-47.6901,101.67288,3.816,2837.0,61552.0,224.0,32.6,0 days 00:02:00
2001-12-22 03:26:00+05:00,-47.69082,101.67453,3.813,2835.0,61551.0,222.0,37.0,0 days 00:01:00
2001-12-22 03:27:00+05:00,-47.69156,101.67622,3.809,2832.0,61551.0,221.0,34.5,0 days 00:01:00
2001-12-22 03:28:00+05:00,-47.6923,101.67789,3.815,2836.0,61549.0,218.0,33.8,0 days 00:01:00
2001-12-22 03:30:00+05:00,-47.67394,101.63659,3.768,2800.0,61578.0,263.0,35.8,0 days 00:02:00
2001-12-22 03:31:00+05:00,-47.69442,101.68294,3.797,2822.0,61547.0,215.0,35.4,0 days 00:01:00
2001-12-22 03:33:00+05:00,-47.69584,101.68632,3.805,2829.0,61548.0,215.0,34.7,0 days 00:02:00
2001-12-22 03:34:00+05:00,-47.69656,101.68798,3.805,2829.0,61545.0,210.0,36.1,0 days 00:01:00
2001-12-22 03:35:00+05:00,-47.69731,101.68967,3.8,2824.0,61547.0,212.0,38.9,0 days 00:01:00
2001-12-22 03:36:00+05:00,-47.698,101.69135,3.801,2826.0,61545.0,209.0,36.9,0 days 00:01:00
2001-12-22 03:37:00+05:00,-47.69866,101.69306,3.809,2832.0,61547.0,211.0,34.1,0 days 00:01:00
2001-12-22 03:38:00+05:00,-47.69941,101.69472,3.801,2826.0,61539.0,202.0,34.7,0 days 00:01:00
2001-12-22 03:39:00+05:00,-47.70008,101.69647,3.799,2823.0,61542.0,205.0,34.3,0 days 00:01:00
2001-12-22 03:40:00+05:00,-47.70083,101.69819,3.799,2823.0,61544.0,206.0,35.5,0 days 00:01:00
2001-12-22 03:41:00+05:00,-47.70154,101.69987,3.823,2842.0,61543.0,204.0,35.2,0 days 00:01:00
2001-12-22 03:42:00+05:00,-47.70228,101.70158,3.813,2835.0,61544.0,204.0,34.9,0 days 00:01:00
2001-12-22 03:43:00+05:00,-47.703,101.70338,3.817,2838.0,61543.0,203.0,33.8,0 days 00:01:00
2001-12-22 03:44:00+05:00,-47.70376,101.70514,3.812,2834.0,61542.0,202.0,33.7,0 days 00:01:00
2001-12-22 03:45:00+05:00,-47.7045,101.70685,3.836,2852.0,61541.0,200.0,35.2,0 days 00:01:00
2001-12-22 03:46:00+05:00,-47.70519,101.70856,3.824,2843.0,61538.0,196.0,34.6,0 days 00:01:00
2001-12-22 03:47:00+05:00,-47.70593,101.71024,3.799,2823.0,61540.0,198.0,32.9,0 days 00:01:00
2001-12-22 03:48:00+05:00,-47.70667,101.71199,3.786,2814.0,61537.0,194.0,35.3,0 days 00:01:00
2001-12-22 03:50:00+05:00,-47.70807,101.71547,3.769,2801.0,61541.0,197.0,36.3,0 days 00:02:00
2001-12-22 03:51:00+05:00,-47.7088,101.71717,3.779,2808.0,61537.0,192.0,35.5,0 days 00:01:00
2001-12-22 03:52:00+05:00,-47.70949,101.71886,3.767,2799.0,61537.0,192.0,38.0,0 days 00:01:00
2001-12-22 03:53:00+05:00,-47.71024,101.72052,3.764,2797.0,61536.0,190.0,37.0,0 days 00:01:00
2001-12-22 03:54:00+05:00,-47.71094,101.72223,3.697,2747.0,61536.0,190.0,37.4,0 days 00:01:00
2001-12-22 03:55:00+05:00,-47.71165,101.72392,3.7,2749.0,61530.0,182.0,37.4,0 days 00:01:00
2001-12-22 03:57:00+05:00,-47.71311,101.72731,3.742,2780.0,61537.0,188.0,38.3,0 days 00:02:00
2001-12-22 03:58:00+05:00,-47.71384,101.72904,3.762,2796.0,61532.0,183.0,36.5,0 days 00:01:00
2001-12-22 03:59:00+05:00,-47.71457,101.73073,3.766,2798.0,61534.0,184.0,37.0,0 days 00:01:00
2001-12-22 04:00:00+05:00,-47.71529,101.7324,3.761,2795.0,61533.0,183.0,35.6,0 days 00:01:00
2001-12-22 04:10:00+05:00,-47.72245,101.7492,3.732,2773.0,61531.0,174.0,37.4,0 days 00:10:00
2001-12-22 04:11:00+05:00,-47.72319,101.75085,3.722,2766.0,61533.0,176.0,40.1,0 days 00:01:00
2001-12-22 04:12:00+05:00,-47.72387,101.75257,3.732,2773.0,61535.0,177.0,37.3,0 days 00:01:00
2001-12-22 04:13:00+05:00,-47.72456,101.75429,3.72,2764.0,61534.0,176.0,35.7,0 days 00:01:00
2001-12-22 04:14:00+05:00,-47.72531,101.75596,3.729,2771.0,61536.0,177.0,35.7,0 days 00:01:00
2001-12-22 04:15:00+05:00,-47.72601,101.75766,3.725,2768.0,61535.0,175.0,39.6,0 days 00:01:00
2001-12-22 04:16:00+05:00,-47.72675,101.75932,3.725,2768.0,61541.0,181.0,37.0,0 days 00:01:00
2001-12-22 04:18:00+05:00,-47.72817,101.76275,3.683,2736.0,61540.0,178.0,36.1,0 days 00:02:00
2001-12-22 04:19:00+05:00,-47.72892,101.76451,3.682,2736.0,61543.0,181.0,39.0,0 days 00:01:00
2001-12-22 04:20:00+05:00,-47.72965,101.76626,3.681,2735.0,61545.0,182.0,38.0,0 days 00:01:00
2001-12-22 04:21:00+05:00,-47.73039,101.76796,3.661,2720.0,61547.0,183.0,37.5,0 days 00:01:00
2001-12-22 04:22:00+05:00,-47.73106,101.76972,3.648,2710.0,61548.0,184.0,38.8,0 days 00:01:00
2001-12-22 04:23:00+05:00,-47.7318,101.7714,3.642,2706.0,61551.0,186.0,38.3,0 days 00:01:00
2001-12-22 04:24:00+05:00,-47.73257,101.7731,3.643,2706.0,61551.0,185.0,38.5,0 days 00:01:00
2001-12-22 04:25:00+05:00,-47.73336,101.7748,3.642,2706.0,61557.0,191.0,34.7,0 days 00:01:00
2001-12-22 04:26:00+05:00,-47.73413,101.77653,3.648,2710.0,61558.0,191.0,37.3,0 days 00:01:00
2001-12-22 04:27:00+05:00,-47.73487,101.77821,3.651,2712.0,61560.0,193.0,37.4,0 days 00:01:00
2001-12-22 04:28:00+05:00,-47.73557,101.77991,3.664,2722.0,61562.0,194.0,37.7,0 days 00:01:00
2001-12-22 04:29:00+05:00,-47.73633,101.78151,3.663,2721.0,61563.0,195.0,36.1,0 days 00:01:00
2001-12-22 04:30:00+05:00,-47.73709,101.78314,3.669,2726.0,61567.0,198.0,38.4,0 days 00:01:00
2001-12-22 04:32:00+05:00,-47.73863,101.78646,3.639,2703.0,61571.0,201.0,38.7,0 days 00:02:00
2001-12-22 04:33:00+05:00,-47.7394,101.78812,3.633,2699.0,61571.0,200.0,38.0,0 days 00:01:00
2001-12-22 04:34:00+05:00,-47.74014,101.78979,3.619,2688.0,61574.0,202.0,37.8,0 days 00:01:00
2001-12-22 04:35:00+05:00,-47.74094,101.79143,3.607,2679.0,61576.0,204.0,39.4,0 days 00:01:00
2001-12-22 04:37:00+05:00,-47.74251,101.79478,3.609,2681.0,61575.0,201.0,38.8,0 days 00:02:00
2001-12-22 04:39:00+05:00,-47.74409,101.7981,3.633,2699.0,61579.0,205.0,38.0,0 days 00:02:00
2001-12-22 04:40:00+05:00,-47.71821,101.7391,3.72,2764.0,61533.0,180.0,37.5,0 days 00:01:00
2001-12-22 04:41:00+05:00,-47.74574,101.80151,3.627,2694.0,61577.0,201.0,37.0,0 days 00:01:00
2001-12-22 04:44:00+05:00,-47.74811,101.80655,3.633,2699.0,61576.0,198.0,42.3,0 days 00:03:00
2001-12-22 04:45:00+05:00,-47.74888,101.80819,3.641,2705.0,61581.0,203.0,37.8,0 days 00:01:00
2001-12-22 04:46:00+05:00,-47.74963,101.80985,3.641,2705.0,61578.0,199.0,38.8,0 days 00:01:00
2001-12-22 04:47:00+05:00,-47.7504,101.81148,3.662,2720.0,61582.0,202.0,38.0,0 days 00:01:00
2001-12-22 04:48:00+05:00,-47.75117,101.81314,3.672,2728.0,61579.0,199.0,37.3,0 days 00:01:00
2001-12-22 04:49:00+05:00,-47.75201,101.81473,3.665,2723.0,61578.0,197.0,40.0,0 days 00:01:00
2001-12-22 04:50:00+05:00,-47.7189,101.74082,3.709,2756.0,61532.0,179.0,36.1,0 days 00:01:00
2001-12-22 04:51:00+05:00,-47.75358,101.81806,3.679,2733.0,61578.0,196.0,39.9,0 days 00:01:00
2001-12-22 04:52:00+05:00,-47.75442,101.81972,3.671,2727.0,61580.0,197.0,37.6,0 days 00:01:00
2001-12-22 04:53:00+05:00,-47.75522,101.82144,3.683,2736.0,61581.0,197.0,40.3,0 days 00:01:00
2001-12-22 04:54:00+05:00,-47.75598,101.82312,3.665,2723.0,61585.0,201.0,41.3,0 days 00:01:00
2001-12-22 04:55:00+05:00,-47.75675,101.82478,3.676,2731.0,61583.0,198.0,38.7,0 days 00:01:00
2001-12-22 04:56:00+05:00,-47.75757,101.82641,3.673,2729.0,61584.0,199.0,39.0,0 days 00:01:00
2001-12-22 04:57:00+05:00,-47.75828,101.82807,3.668,2725.0,61585.0,199.0,34.7,0 days 00:01:00
2001-12-22 04:58:00+05:00,-47.75909,101.82965,3.687,2739.0,61586.0,200.0,38.0,0 days 00:01:00
2001-12-22 04:59:00+05:00,-47.7598,101.83133,3.666,2724.0,61587.0,200.0,38.4,0 days 00:01:00
2001-12-22 05:00:00+05:00,-47.7605,101.83306,3.66,2719.0,61589.0,202.0,35.2,0 days 00:01:00
2001-12-22 05:10:00+05:00,-47.7675,101.85099,3.644,2707.0,61604.0,210.0,38.4,0 days 00:10:00
2001-12-22 05:11:00+05:00,-47.76816,101.85284,3.639,2703.0,61602.0,207.0,40.7,0 days 00:01:00
2001-12-22 05:12:00+05:00,-47.76885,101.85466,3.704,2752.0,61607.0,211.0,38.2,0 days 00:01:00
2001-12-22 05:13:00+05:00,-47.76948,101.85649,3.704,2752.0,61611.0,214.0,38.2,0 days 00:01:00
2001-12-22 05:14:00+05:00,-47.77011,101.8583,3.736,2776.0,61614.0,218.0,41.5,0 days 00:01:00
2001-12-22 05:15:00+05:00,-47.77076,101.8601,3.749,2786.0,61617.0,220.0,37.7,0 days 00:01:00
