,LAT,LON,CORR_DEPTH,MAG_TOT,MAG_TOT2,MAG_RES,GRA_OBS,EOTVOS,FREEAIR,LINEID,DT
2017-09-12 18:58:00+00:00,-27.73008,73.80025,3435.4,47753.6,47751.4,51.8,979147.6,43.0,-3.3,7-107,0 days 00:01:00
2017-09-12 18:59:00+00:00,-27.72861,73.80226,3306.1,47754.9,47752.5,51.8,979148.2,43.0,-2.3,7-107,0 days 00:01:00
2017-09-12 19:00:00+00:00,-27.72713,73.80427,3315.6,47754.3,47754.6,52.2,979149.0,42.4,-1.5,7-107,0 days 00:01:00
2017-09-12 19:01:00+00:00,-27.72564,73.80624,3334.7,47758.5,47753.8,54.6,979149.3,41.8,-1.0,7-107,0 days 00:01:00
2017-09-12 19:02:00+00:00,-27.72466,73.80755,3258.1,47741.5,47747.8,58.7,979150.8,41.6,-0.2,7-107,0 days 00:01:00
2017-09-12 19:03:00+00:00,-27.7227,73.81012,3331.2,47774.6,47762.7,58.9,979151.8,41.3,1.3,7-107,0 days 00:01:00
2017-09-12 19:04:00+00:00,-27.72124,73.81205,3230.2,47769.5,47721.3,59.1,979152.2,41.1,2.1,7-107,0 days 00:01:00
2017-09-12 19:05:00+00:00,-27.71979,73.81398,3192.4,47767.5,47760.6,59.9,979152.9,40.9,3.3,7-107,0 days 00:01:00
2017-09-12 19:06:00+00:00,-27.71836,73.81589,3153.0,47769.8,47766.9,62.0,979154.6,40.8,4.3,7-107,0 days 00:01:00
2017-09-12 19:07:00+00:00,-27.71693,73.8178,3033.3,47762.5,47771.1,63.8,979154.9,40.5,5.1,7-107,0 days 00:01:00
2017-09-12 19:08:00+00:00,-27.7155,73.8197,2994.2,47768.5,47766.1,65.7,979155.9,40.5,6.3,7-107,0 days 00:01:00
2017-09-12 19:09:00+00:00,-27.71405,73.8216,2953.0,47776.2,47775.6,68.0,979157.4,40.5,7.6,7-107,0 days 00:01:00
2017-09-12 19:10:00+00:00,-27.71256,73.8235,2935.9,47779.0,47774.8,72.0,979157.9,40.5,8.5,7-107,0 days 00:01:00
2017-09-12 19:11:00+00:00,-27.71107,73.8254,2929.0,47777.3,47798.0,77.6,979159.1,40.5,9.6,7-107,0 days 00:01:00
2017-09-12 19:12:00+00:00,-27.70958,73.8273,2913.7,47781.0,47786.0,80.0,979159.3,40.4,10.2,7-107,0 days 00:01:00
2017-09-12 19:13:00+00:00,-27.7081,73.82918,2919.3,47790.0,47791.2,84.3,979160.7,40.0,11.2,7-107,0 days 00:01:00
2017-09-12 19:14:00+00:00,-27.70664,73.83106,2877.9,47798.8,47786.5,89.0,979161.1,39.7,12.1,7-107,0 days 00:01:00
2017-09-12 19:15:00+00:00,-27.70519,73.83292,2944.1,47801.0,47799.8,91.6,979161.9,39.7,13.1,7-107,0 days 00:01:00
2017-09-12 19:16:00+00:00,-27.70377,73.8348,2895.6,47805.8,47806.3,94.4,979162.9,40.3,14.0,7-107,0 days 00:01:00
2017-09-12 19:17:00+00:00,-27.70234,73.83669,2910.2,47814.0,47799.9,96.1,979163.8,40.8,14.8,7-107,0 days 00:01:00
2017-09-12 19:18:00+00:00,-27.7009,73.83859,2909.1,47805.9,47805.6,97.4,979164.1,40.3,15.3,7-107,0 days 00:01:00
2017-09-12 19:19:00+00:00,-27.69947,73.84047,2929.6,47801.9,47790.9,90.3,979164.6,40.0,16.0,7-107,0 days 00:01:00
2017-09-12 19:20:00+00:00,-27.69803,73.84233,2957.6,47806.3,47803.4,87.8,979165.4,39.7,17.2,7-107,0 days 00:01:00
2017-09-12 19:21:00+00:00,-27.69658,73.84421,2962.6,47791.2,47798.3,81.3,979166.2,40.3,17.6,7-107,0 days 00:01:00
2017-09-12 19:22:00+00:00,-27.69512,73.8461,2968.6,47803.3,47794.6,76.6,979167.1,40.5,18.6,7-107,0 days 00:01:00
2017-09-12 19:23:00+00:00,-27.69368,73.84799,2988.0,47780.5,47746.3,65.3,979167.3,40.1,19.2,7-107,0 days 00:01:00
2017-09-12 19:24:00+00:00,-27.69225,73.84988,2995.9,47767.1,47776.2,56.8,979168.3,40.3,20.2,7-107,0 days 00:01:00
2017-09-12 19:25:00+00:00,-27.6908,73.85178,2977.5,47768.5,47760.9,51.6,979168.8,40.5,20.7,7-107,0 days 00:01:00
2017-09-12 19:26:00+00:00,-27.68933,73.85368,2893.2,47753.1,47780.0,40.9,979169.1,40.5,21.1,7-107,0 days 00:01:00
2017-09-12 19:27:00+00:00,-27.68787,73.85555,2946.3,47754.0,47754.7,37.9,979170.0,39.9,22.0,7-107,0 days 00:01:00
2017-09-12 19:28:00+00:00,-27.68643,73.85742,3065.0,47753.8,47756.2,35.4,979170.3,39.8,22.8,7-107,0 days 00:01:00
2017-09-12 19:29:00+00:00,-27.68499,73.8593,2967.8,47751.0,47752.6,34.5,979171.5,40.3,23.9,7-107,0 days 00:01:00
2017-09-12 19:30:00+00:00,-27.68354,73.86119,2830.5,47754.0,47753.3,36.6,979171.3,40.1,24.5,7-107,0 days 00:01:00
2017-09-12 19:31:00+00:00,-27.68207,73.86307,2776.6,47760.5,47755.7,39.2,979172.7,40.2,25.4,7-107,0 days 00:01:00
2017-09-12 19:32:00+00:00,-27.68061,73.86494,2767.1,47795.2,47758.6,49.8,979172.9,39.9,25.9,7-107,0 days 00:01:00
2017-09-12 19:33:00+00:00,-27.67919,73.86681,2787.5,47773.3,47767.8,56.2,979173.8,39.9,26.3,7-107,0 days 00:01:00
2017-09-12 19:34:00+00:00,-27.67778,73.86868,2796.2,47778.1,47777.9,66.5,979174.8,39.9,27.6,7-107,0 days 00:01:00
2017-09-12 19:35:00+00:00,-27.67634,73.87055,2807.5,47794.9,47784.7,72.3,979175.5,39.8,28.6,7-107,0 days 00:01:00
2017-09-12 19:36:00+00:00,-27.67492,73.87242,2776.5,47800.9,47794.4,80.6,979176.4,40.3,29.5,7-107,0 days 00:01:00
2017-09-12 19:37:00+00:00,-27.67349,73.87429,2781.3,47799.2,47800.1,91.5,979177.1,39.8,30.4,7-107,0 days 00:01:00
2017-09-12 19:38:00+00:00,-27.67205,73.87616,2790.4,47816.5,47820.1,95.0,979177.5,39.9,31.0,7-107,0 days 00:01:00
2017-09-12 19:39:00+00:00,-27.6706,73.87803,2817.4,47821.2,47833.5,101.0,979178.9,39.7,32.0,7-107,0 days 00:01:00
2017-09-12 19:40:00+00:00,-27.66915,73.87989,2642.2,47841.3,47824.5,108.3,979179.5,39.9,32.9,7-107,0 days 00:01:00
2017-09-12 19:41:00+00:00,-27.66771,73.88177,2657.0,47840.0,47822.1,108.0,979179.9,40.2,34.3,7-107,0 days 00:01:00
2017-09-12 19:42:00+00:00,-27.66627,73.88366,2655.0,47832.3,47830.7,113.6,979180.8,40.7,35.1,7-107,0 days 00:01:00
2017-09-12 19:43:00+00:00,-27.66479,73.88558,2654.2,47840.5,47831.2,115.3,979181.3,41.0,35.8,7-107,0 days 00:01:00
2017-09-12 19:44:00+00:00,-27.6633,73.8875,2661.8,47845.9,47840.9,119.2,979182.2,40.9,36.2,7-107,0 days 00:01:00
2017-09-12 19:45:00+00:00,-27.66182,73.88941,2637.8,47846.7,47850.6,121.2,979182.4,40.7,36.7,7-107,0 days 00:01:00
2017-09-12 19:46:00+00:00,-27.66038,73.89131,2458.5,47857.4,47848.1,123.5,979183.1,40.5,37.5,7-107,0 days 00:01:00
2017-09-12 19:47:00+00:00,-27.65894,73.89321,2473.3,47858.5,47851.1,133.1,979184.4,40.3,38.4,7-107,0 days 00:01:00
2017-09-12 19:48:00+00:00,-27.65748,73.89509,2487.6,47865.7,47852.2,130.8,979184.2,39.8,38.8,7-107,0 days 00:01:00
2017-09-12 19:49:00+00:00,-27.65601,73.89694,2500.4,47857.6,47864.8,133.6,979185.4,39.4,39.8,7-107,0 days 00:01:00
2017-09-12 19:50:00+00:00,-27.65455,73.89878,2487.7,47858.1,47861.9,133.8,979185.3,39.5,40.2,7-107,0 days 00:01:00
2017-09-12 19:51:00+00:00,-27.65312,73.90065,2454.3,47866.3,47863.3,137.9,979186.2,39.9,41.1,7-107,0 days 00:01:00
2017-09-12 19:52:00+00:00,-27.65264,73.90127,2429.3,47868.9,47865.1,140.1,979186.1,40.0,41.3,7-107,0 days 00:01:00
2017-09-12 19:53:00+00:00,-27.65026,73.90442,2484.3,47870.9,47870.8,142.1,979186.9,40.3,42.0,7-107,0 days 00:01:00
2017-09-12 19:54:00+00:00,-27.6488,73.90631,2472.8,47896.1,47885.6,146.6,979186.9,40.4,42.3,7-107,0 days 00:01:00
2017-09-12 19:55:00+00:00,-27.64734,73.90819,2471.9,47883.9,47878.6,153.4,979187.6,40.5,42.5,7-107,0 days 00:01:00
2017-09-12 19:56:00+00:00,-27.64589,73.9101,2531.5,47892.2,47885.7,158.5,979187.3,40.8,42.6,7-107,0 days 00:01:00
2017-09-12 19:57:00+00:00,-27.64444,73.91202,2365.9,47897.0,47890.0,163.8,979187.1,41.2,42.7,7-107,0 days 00:01:00
2017-09-12 19:58:00+00:00,-27.64297,73.91394,2392.7,47906.3,47901.3,175.4,979186.7,41.0,42.7,7-107,0 days 00:01:00
2017-09-12 19:59:00+00:00,-27.64149,73.91587,2403.0,47915.4,47909.9,184.3,979186.8,41.0,42.7,7-107,0 days 00:01:00
2017-09-12 20:00:00+00:00,-27.63999,73.91778,2387.2,47920.2,47914.9,193.3,979187.3,40.9,42.5,7-107,0 days 00:01:00
2017-09-12 20:01:00+00:00,-27.63852,73.9197,2402.7,47931.3,47930.7,201.6,979186.8,41.0,42.3,7-107,0 days 00:01:00
2017-09-12 20:02:00+00:00,-27.63705,73.92161,2423.9,47950.1,47939.8,209.7,979185.5,40.8,41.9,7-107,0 days 00:01:00
2017-09-12 20:03:00+00:00,-27.63559,73.92353,2454.7,47957.7,47935.6,222.2,979185.4,40.7,41.8,7-107,0 days 00:01:00
2017-09-12 20:04:00+00:00,-27.63415,73.92544,2468.1,47966.0,47955.9,230.4,979184.9,40.5,41.7,7-107,0 days 00:01:00
2017-09-12 20:05:00+00:00,-27.63271,73.92734,2523.8,47971.0,47971.3,239.7,979184.4,40.6,41.1,7-107,0 days 00:01:00
2017-09-12 20:06:00+00:00,-27.63127,73.92923,2593.9,47981.5,47979.4,245.3,979184.4,40.3,40.4,7-107,0 days 00:01:00
2017-09-12 20:07:00+00:00,-27.6298,73.9311,2654.8,47980.6,47990.8,246.0,979183.9,40.1,39.9,7-107,0 days 00:01:00
2017-09-12 20:08:00+00:00,-27.62832,73.93296,2722.9,47981.3,47978.3,245.7,979182.6,39.6,39.7,7-107,0 days 00:01:00
2017-09-12 20:09:00+00:00,-27.62685,73.93482,2752.2,47980.0,47985.2,243.3,979182.5,39.7,39.5,7-107,0 days 00:01:00
2017-09-12 20:10:00+00:00,-27.6254,73.93671,2784.3,47974.4,47979.5,239.9,979182.3,40.0,39.3,7-107,0 days 00:01:00
2017-09-12 20:11:00+00:00,-27.62397,73.93859,2796.0,47978.6,47978.0,239.6,979181.6,39.9,38.5,7-107,0 days 00:01:00
2017-09-12 20:12:00+00:00,-27.62254,73.94043,2778.3,47978.9,47979.8,239.1,979180.9,39.6,38.3,7-107,0 days 00:01:00
2017-09-12 20:13:00+00:00,-27.6211,73.94228,2759.9,47979.1,47981.9,239.4,979180.8,39.8,38.0,7-107,0 days 00:01:00
2017-09-12 20:14:00+00:00,-27.61965,73.94415,2732.9,47982.0,47978.2,244.1,979180.6,40.3,37.8,7-107,0 days 00:01:00
2017-09-12 20:15:00+00:00,-27.6182,73.94606,2637.7,47989.2,47986.9,248.4,979180.1,41.0,37.3,7-107,0 days 00:01:00
2017-09-12 20:16:00+00:00,-27.61674,73.94799,2649.8,48001.9,47992.9,262.1,979179.4,41.2,37.2,7-107,0 days 00:01:00
2017-09-12 20:17:00+00:00,-27.61528,73.94991,2656.1,48013.8,48005.5,271.5,979178.9,41.1,37.0,7-107,0 days 00:01:00
2017-09-12 20:18:00+00:00,-27.61382,73.95184,2658.9,48027.5,48018.6,285.2,979178.8,41.9,36.8,7-107,0 days 00:01:00
2017-09-12 20:19:00+00:00,-27.61336,73.95249,2674.3,48035.0,48019.2,292.2,979179.5,42.8,36.7,7-107,0 days 00:01:00
