,LAT,LON,CORR_DEPTH,MAG_TOT,MAG_TOT2,MAG_RES,GRA_OBS,EOTVOS,FREEAIR,LINEID,DT
2017-09-12 17:19:00+00:00,-27.59641,73.92152,2664.4,47926.4,47966.1,241.8,979178.6,-40.5,37.8,7-106,0 days 00:01:00
2017-09-12 17:20:00+00:00,-27.59794,73.9196,2660.4,47955.7,47961.8,231.0,979179.2,-40.4,38.2,7-106,0 days 00:01:00
2017-09-12 17:21:00+00:00,-27.59946,73.91768,2692.3,47938.0,47945.9,215.6,979180.0,-40.3,38.8,7-106,0 days 00:01:00
2017-09-12 17:22:00+00:00,-27.60096,73.91577,2669.4,47933.8,47931.6,205.6,979180.4,-40.1,39.1,7-106,0 days 00:01:00
2017-09-12 17:23:00+00:00,-27.60243,73.91388,2712.4,47917.4,47925.8,193.1,979180.4,-39.9,39.3,7-106,0 days 00:01:00
2017-09-12 17:24:00+00:00,-27.60387,73.912,2766.1,47911.0,47955.9,186.7,979181.1,-39.5,39.6,7-106,0 days 00:01:00
2017-09-12 17:25:00+00:00,-27.60532,73.91013,2751.0,47896.6,47906.1,177.1,979181.8,-39.1,39.9,7-106,0 days 00:01:00
2017-09-12 17:26:00+00:00,-27.60679,73.90827,2738.2,47895.9,47877.9,173.8,979181.8,-39.5,40.1,7-106,0 days 00:01:00
2017-09-12 17:27:00+00:00,-27.60825,73.90638,2710.7,47891.1,47895.3,170.7,979182.3,-40.1,40.4,7-106,0 days 00:01:00
2017-09-12 17:28:00+00:00,-27.60968,73.90447,2627.5,47890.8,47887.0,166.4,979182.7,-40.2,40.7,7-106,0 days 00:01:00
2017-09-12 17:29:00+00:00,-27.61113,73.90256,2576.2,47863.7,47881.6,160.7,979183.6,-39.9,41.0,7-106,0 days 00:01:00
2017-09-12 17:30:00+00:00,-27.61258,73.90068,2505.7,47884.5,47895.3,153.3,979182.9,-39.6,41.2,7-106,0 days 00:01:00
2017-09-12 17:31:00+00:00,-27.614,73.8988,2545.1,47868.3,47871.8,150.0,979183.5,-39.9,41.3,7-106,0 days 00:01:00
2017-09-12 17:32:00+00:00,-27.61541,73.89691,2540.2,47861.2,47867.9,142.4,979183.6,-40.1,41.4,7-106,0 days 00:01:00
2017-09-12 17:33:00+00:00,-27.61684,73.895,2506.1,47865.3,47853.3,135.5,979184.2,-40.3,41.5,7-106,0 days 00:01:00
2017-09-12 17:34:00+00:00,-27.6183,73.89308,2489.7,47846.1,47851.2,128.4,979183.8,-40.3,41.6,7-106,0 days 00:01:00
2017-09-12 17:35:00+00:00,-27.61977,73.89117,2494.2,47838.6,47841.5,123.8,979184.2,-40.8,41.7,7-106,0 days 00:01:00
2017-09-12 17:36:00+00:00,-27.62124,73.88925,2495.0,47842.3,47832.5,117.6,979184.3,-40.7,41.8,7-106,0 days 00:01:00
2017-09-12 17:37:00+00:00,-27.62271,73.88732,2470.6,47824.3,47833.5,107.7,979185.4,-40.4,41.8,7-106,0 days 00:01:00
2017-09-12 17:38:00+00:00,-27.62418,73.8854,2474.5,47818.2,47820.6,102.1,979185.3,-40.3,41.7,7-106,0 days 00:01:00
2017-09-12 17:39:00+00:00,-27.62564,73.88349,2505.5,47813.2,47814.0,98.4,979184.6,-40.0,41.6,7-106,0 days 00:01:00
2017-09-12 17:40:00+00:00,-27.62712,73.88159,2487.5,47804.3,47803.5,85.3,979184.3,-40.2,41.3,7-106,0 days 00:01:00
2017-09-12 17:41:00+00:00,-27.6286,73.8797,2455.3,47788.9,47798.4,80.9,979184.6,-39.8,41.0,7-106,0 days 00:01:00
2017-09-12 17:42:00+00:00,-27.63007,73.8778,2475.2,47786.9,47795.3,73.8,979184.1,-40.1,40.7,7-106,0 days 00:01:00
2017-09-12 17:43:00+00:00,-27.63155,73.87589,2410.5,47789.7,47777.1,74.1,979183.8,-40.4,40.2,7-106,0 days 00:01:00
2017-09-12 17:44:00+00:00,-27.63301,73.87397,2405.8,47779.7,47777.5,63.5,979183.4,-40.6,40.0,7-106,0 days 00:01:00
2017-09-12 17:45:00+00:00,-27.63448,73.87204,2513.0,47754.1,47777.1,62.3,979183.3,-40.5,39.5,7-106,0 days 00:01:00
2017-09-12 17:46:00+00:00,-27.63596,73.87012,2530.4,47770.2,47769.2,54.9,979182.3,-40.4,38.6,7-106,0 days 00:01:00
