,LAT,LON,CORR_DEPTH,MAG_TOT,MAG_TOT2,MAG_RES,GRA_OBS,EOTVOS,FREEAIR,LINEID,DT
2017-09-20 20:27:00+00:00,-27.39109,72.86999,3578.2,47350.5,47353.1,117.0,979113.9,-32.9,-12.2,7-117,0 days 00:01:00
2017-09-20 20:28:00+00:00,-27.38936,72.86843,3601.6,47350.3,47350.3,116.8,979113.6,-33.3,-11.6,7-117,0 days 00:01:00
2017-09-20 20:29:00+00:00,-27.38765,72.86682,3554.1,47347.9,47348.8,116.4,979114.3,-34.3,-11.1,7-117,0 days 00:01:00
2017-09-20 20:30:00+00:00,-27.38594,72.86518,3607.6,47347.0,47346.1,115.2,979114.9,-34.6,-10.1,7-117,0 days 00:01:00
2017-09-20 20:31:00+00:00,-27.3842,72.86355,3621.9,47342.4,47346.4,114.6,979115.8,-34.3,-9.7,7-117,0 days 00:01:00
2017-09-20 20:32:00+00:00,-27.38244,72.86196,3619.0,47342.2,47343.3,113.4,979115.8,-33.4,-9.6,7-117,0 days 00:01:00
2017-09-20 20:33:00+00:00,-27.38071,72.8604,3565.9,47334.8,47340.7,112.1,979115.6,-33.2,-9.4,7-117,0 days 00:01:00
2017-09-20 20:34:00+00:00,-27.37901,72.85881,3560.0,47334.4,47338.0,108.9,979115.1,-33.6,-9.5,7-117,0 days 00:01:00
2017-09-20 20:35:00+00:00,-27.3773,72.85721,3581.5,47329.4,47332.8,106.9,979117.0,-33.7,-9.3,7-117,0 days 00:01:00
2017-09-20 20:36:00+00:00,-27.37556,72.85561,3540.8,47328.4,47329.2,104.3,979114.4,-33.9,-8.7,7-117,0 days 00:01:00
2017-09-20 20:37:00+00:00,-27.37382,72.85402,3418.8,47325.6,47328.7,102.3,979116.6,-33.8,-8.1,7-117,0 days 00:01:00
2017-09-20 20:38:00+00:00,-27.37211,72.85241,3355.1,47321.1,47324.3,100.6,979116.4,-33.9,-7.9,7-117,0 days 00:01:00
2017-09-20 20:39:00+00:00,-27.3704,72.85082,3333.0,47320.4,47321.2,98.0,979116.5,-33.2,-7.8,7-117,0 days 00:01:00
2017-09-20 20:40:00+00:00,-27.3687,72.84928,3402.7,47320.2,47317.1,96.6,979115.9,-32.6,-7.7,7-117,0 days 00:01:00
2017-09-20 20:41:00+00:00,-27.36701,72.84775,3461.1,47315.8,47317.2,95.4,979115.6,-32.7,-7.4,7-117,0 days 00:01:00
2017-09-20 20:42:00+00:00,-27.36535,72.84619,3446.5,47311.2,47311.9,91.6,979117.4,-33.3,-6.6,7-117,0 days 00:01:00
2017-09-20 20:43:00+00:00,-27.36369,72.8446,3382.5,47310.1,47309.0,92.1,979117.9,-33.5,-5.9,7-117,0 days 00:01:00
2017-09-20 20:44:00+00:00,-27.36203,72.84301,3331.2,47305.6,47309.5,91.2,979118.6,-33.6,-5.1,7-117,0 days 00:01:00
2017-09-20 20:45:00+00:00,-27.36035,72.84142,3259.7,47306.9,47310.6,91.2,979118.6,-33.4,-4.9,7-117,0 days 00:01:00
2017-09-20 20:46:00+00:00,-27.35865,72.83983,3318.6,47304.8,47306.3,91.2,979118.4,-33.6,-4.6,7-117,0 days 00:01:00
2017-09-20 20:47:00+00:00,-27.35696,72.83825,3328.0,47303.1,47307.5,92.1,979118.6,-33.8,-4.3,7-117,0 days 00:01:00
2017-09-20 20:48:00+00:00,-27.35526,72.83663,3293.4,47304.2,47305.7,92.8,979118.9,-34.2,-4.1,7-117,0 days 00:01:00
2017-09-20 20:49:00+00:00,-27.35355,72.835,3366.3,47306.2,47303.1,93.8,979119.3,-34.4,-3.8,7-117,0 days 00:01:00
2017-09-20 20:50:00+00:00,-27.35183,72.83339,3377.9,47306.0,47305.4,95.6,979119.1,-34.1,-3.5,7-117,0 days 00:01:00
2017-09-20 20:51:00+00:00,-27.35013,72.83178,3336.5,47305.4,47304.7,97.1,979119.6,-33.9,-3.1,7-117,0 days 00:01:00
2017-09-20 20:52:00+00:00,-27.34842,72.83019,3283.5,47306.9,47306.9,98.5,979120.0,-33.6,-2.7,7-117,0 days 00:01:00
2017-09-20 20:53:00+00:00,-27.34672,72.82862,3308.4,47308.6,47307.6,99.8,979119.6,-33.5,-2.4,7-117,0 days 00:01:00
2017-09-20 20:54:00+00:00,-27.34503,72.82704,3300.7,47308.4,47307.1,101.8,979120.3,-33.6,-2.2,7-117,0 days 00:01:00
2017-09-20 20:55:00+00:00,-27.34334,72.82544,3369.6,47183.6,47307.8,102.7,979119.9,-33.8,-1.9,7-117,0 days 00:01:00
2017-09-20 20:56:00+00:00,-27.34164,72.82385,3364.9,47307.4,47306.1,103.6,979120.1,-33.8,-1.4,7-117,0 days 00:01:00
2017-09-20 20:57:00+00:00,-27.33993,72.82225,3320.0,47304.9,47308.4,105.3,979121.0,-34.1,-1.2,7-117,0 days 00:01:00
2017-09-20 20:58:00+00:00,-27.33822,72.82064,3310.5,47308.7,47308.5,106.1,979120.6,-33.9,-1.1,7-117,0 days 00:01:00
2017-09-20 20:59:00+00:00,-27.33649,72.81903,3308.0,47310.0,47308.6,107.0,979121.0,-34.0,-0.8,7-117,0 days 00:01:00
2017-09-20 21:00:00+00:00,-27.33478,72.81744,3300.1,47293.3,47309.6,108.0,979121.1,-33.6,-0.5,7-117,0 days 00:01:00
2017-09-20 21:01:00+00:00,-27.33307,72.81584,3270.5,47310.3,47296.1,109.1,979121.4,-33.9,-0.1,7-117,0 days 00:01:00
2017-09-20 21:02:00+00:00,-27.3325,72.8153,3248.6,47306.9,47308.7,109.3,979121.2,-34.1,-0.1,7-117,0 days 00:01:00
2017-09-20 21:03:00+00:00,-27.32966,72.81263,3160.1,47306.8,47308.9,110.2,979121.4,-33.9,0.3,7-117,0 days 00:01:00
2017-09-20 21:04:00+00:00,-27.32797,72.81102,3208.2,47306.2,47306.9,110.8,979121.4,-34.0,0.5,7-117,0 days 00:01:00
2017-09-20 21:05:00+00:00,-27.32628,72.80942,3146.9,47305.3,47307.6,110.0,979121.4,-33.9,0.7,7-117,0 days 00:01:00
2017-09-20 21:06:00+00:00,-27.32459,72.80783,3140.7,47303.3,47302.7,109.4,979121.9,-33.7,0.9,7-117,0 days 00:01:00
2017-09-20 21:07:00+00:00,-27.32289,72.80625,3180.9,47300.2,47300.3,107.8,979122.1,-33.6,1.3,7-117,0 days 00:01:00
2017-09-20 21:08:00+00:00,-27.32118,72.80465,3237.4,47298.0,47299.3,106.2,979122.4,-33.8,1.6,7-117,0 days 00:01:00
2017-09-20 21:09:00+00:00,-27.31947,72.80305,3226.3,47294.2,47269.2,103.5,979122.1,-33.8,1.8,7-117,0 days 00:01:00
2017-09-20 21:10:00+00:00,-27.31777,72.80144,3218.0,47290.8,47293.8,101.0,979122.1,-34.2,2.2,7-117,0 days 00:01:00
2017-09-20 21:11:00+00:00,-27.31663,72.80037,3163.6,47287.1,47292.3,98.7,979123.0,-33.9,2.4,7-117,0 days 00:01:00
2017-09-20 21:12:00+00:00,-27.31434,72.79825,3108.6,47282.6,47287.4,94.4,979122.3,-33.4,2.6,7-117,0 days 00:01:00
2017-09-20 21:13:00+00:00,-27.31263,72.79667,3097.3,47276.8,47281.8,90.9,979122.8,-33.4,2.8,7-117,0 days 00:01:00
2017-09-20 21:14:00+00:00,-27.31093,72.79507,3123.4,47276.1,47276.1,87.4,979123.7,-34.0,2.9,7-117,0 days 00:01:00
2017-09-20 21:15:00+00:00,-27.30923,72.79346,3111.1,47260.1,47274.4,83.7,979122.0,-34.3,3.4,7-117,0 days 00:01:00
2017-09-20 21:16:00+00:00,-27.30753,72.79185,3118.1,47261.7,47267.4,80.2,979124.1,-34.0,4.1,7-117,0 days 00:01:00
2017-09-20 21:17:00+00:00,-27.3064,72.79078,3120.2,47262.2,47265.1,78.9,979123.4,-34.0,4.2,7-117,0 days 00:01:00
2017-09-20 21:18:00+00:00,-27.30413,72.78865,3094.2,47256.7,47258.3,75.3,979123.3,-33.8,4.4,7-117,0 days 00:01:00
2017-09-20 21:19:00+00:00,-27.30242,72.78706,3153.3,47253.1,47253.5,73.3,979124.0,-33.9,4.4,7-117,0 days 00:01:00
2017-09-20 21:20:00+00:00,-27.3007,72.78547,3126.9,47238.1,47252.2,71.6,979125.6,-33.6,4.8,7-117,0 days 00:01:00
2017-09-20 21:21:00+00:00,-27.29899,72.78388,3159.3,47247.5,47250.3,69.3,979122.9,-33.5,5.2,7-117,0 days 00:01:00
