,LAT,LON,CORR_DEPTH,MAG_TOT,MAG_TOT2,MAG_RES,GRA_OBS,EOTVOS,FREEAIR,LINEID,DT
2017-09-11 15:24:00+00:00,-26.22042,71.19473,2783.8,46306.1,46298.0,30.6,979081.8,61.0,41.3,7-101,0 days 00:01:00
2017-09-11 15:25:00+00:00,-26.22178,71.1975,2969.0,46304.5,46305.0,33.2,979082.7,60.5,41.5,7-101,0 days 00:01:00
2017-09-11 15:26:00+00:00,-26.2231,71.20023,2797.5,46314.5,46312.7,36.2,979082.6,59.4,41.7,7-101,0 days 00:01:00
2017-09-11 15:27:00+00:00,-26.2244,71.20291,2783.2,46318.2,46314.3,38.8,979083.3,58.8,42.3,7-101,0 days 00:01:00
2017-09-11 15:28:00+00:00,-26.22571,71.20559,2800.4,46319.6,44639.3,39.7,979084.5,59.4,42.7,7-101,0 days 00:01:00
2017-09-11 15:29:00+00:00,-26.22706,71.20831,2727.7,46321.9,46323.3,40.7,979084.6,59.3,43.7,7-101,0 days 00:01:00
2017-09-11 15:30:00+00:00,-26.22843,71.21103,2617.0,46324.7,46322.4,39.2,979085.1,59.0,43.9,7-101,0 days 00:01:00
2017-09-11 15:31:00+00:00,-26.2298,71.21373,2616.6,46326.1,46325.5,37.9,979086.1,59.4,44.2,7-101,0 days 00:01:00
2017-09-11 15:32:00+00:00,-26.23116,71.21644,2633.7,46322.4,46324.0,35.8,979086.7,58.3,44.5,7-101,0 days 00:01:00
2017-09-11 15:33:00+00:00,-26.23244,71.21907,2686.3,46322.6,46325.4,33.3,979085.7,57.8,44.8,7-101,0 days 00:01:00
2017-09-11 15:34:00+00:00,-26.23369,71.22166,2675.4,46269.6,46321.9,31.5,979087.4,56.9,45.2,7-101,0 days 00:01:00
2017-09-11 15:35:00+00:00,-26.23498,71.22429,2638.2,46320.4,46321.9,29.1,979087.4,58.3,45.5,7-101,0 days 00:01:00
2017-09-11 15:36:00+00:00,-26.23632,71.22696,2597.2,46317.2,46321.1,25.8,979087.4,57.9,45.7,7-101,0 days 00:01:00
2017-09-11 15:37:00+00:00,-26.23764,71.2296,2637.7,46318.0,46316.6,22.2,979087.8,57.3,46.4,7-101,0 days 00:01:00
2017-09-11 15:38:00+00:00,-26.23893,71.2322,2573.9,46312.8,46313.7,18.5,979088.3,57.2,47.1,7-101,0 days 00:01:00
2017-09-11 15:39:00+00:00,-26.24023,71.23486,2594.8,46309.2,46311.2,14.7,979089.6,58.2,47.4,7-101,0 days 00:01:00
2017-09-11 15:40:00+00:00,-26.24155,71.23756,2606.8,46307.3,46309.5,11.1,979089.4,59.7,47.5,7-101,0 days 00:01:00
2017-09-11 15:41:00+00:00,-26.24288,71.2403,2599.5,46316.1,46309.3,9.3,979090.7,60.6,47.7,7-101,0 days 00:01:00
2017-09-11 15:42:00+00:00,-26.24422,71.24307,2550.2,46303.2,46298.7,3.5,979089.8,61.1,47.5,7-101,0 days 00:01:00
2017-09-11 15:43:00+00:00,-26.24556,71.24584,2646.5,46314.3,46305.3,4.4,979090.3,59.7,47.5,7-101,0 days 00:01:00
2017-09-11 15:44:00+00:00,-26.2469,71.24855,2652.5,46301.2,46302.4,2.7,979089.0,58.4,47.4,7-101,0 days 00:01:00
2017-09-11 15:45:00+00:00,-26.24819,71.25119,2660.7,46309.4,46306.8,3.0,979089.9,57.6,47.5,7-101,0 days 00:01:00
2017-09-11 15:46:00+00:00,-26.24946,71.25382,2664.5,46311.4,46307.6,4.2,979091.0,58.4,47.5,7-101,0 days 00:01:00
2017-09-11 15:47:00+00:00,-26.25074,71.2565,2670.8,46311.5,46312.0,5.9,979090.6,59.4,47.7,7-101,0 days 00:01:00
2017-09-11 15:48:00+00:00,-26.25205,71.25923,2690.9,46319.4,46318.8,10.1,979090.7,60.3,47.7,7-101,0 days 00:01:00
2017-09-11 15:49:00+00:00,-26.25339,71.26201,2609.2,46329.1,46320.0,13.7,979090.4,60.9,47.6,7-101,0 days 00:01:00
2017-09-11 15:50:00+00:00,-26.25476,71.2648,2655.7,46328.3,46325.7,18.3,979090.9,61.2,47.5,7-101,0 days 00:01:00
2017-09-11 15:51:00+00:00,-26.25613,71.26758,2684.2,46334.5,46317.1,21.2,979089.6,60.5,47.2,7-101,0 days 00:01:00
2017-09-11 15:52:00+00:00,-26.2575,71.27033,2669.4,46339.1,46338.5,24.5,979089.9,59.7,47.0,7-101,0 days 00:01:00
2017-09-11 15:53:00+00:00,-26.25884,71.27304,2739.3,46329.4,46343.6,27.4,979090.4,59.4,47.0,7-101,0 days 00:01:00
2017-09-11 15:54:00+00:00,-26.26016,71.27574,2721.0,46354.6,46347.1,30.5,979090.7,59.8,46.8,7-101,0 days 00:01:00
2017-09-11 15:55:00+00:00,-26.2615,71.2785,2693.0,46350.1,46349.5,33.1,979090.4,60.7,46.8,7-101,0 days 00:01:00
2017-09-11 15:56:00+00:00,-26.26288,71.28129,2668.0,46347.0,46353.8,33.9,979089.3,61.3,46.3,7-101,0 days 00:01:00
2017-09-11 15:57:00+00:00,-26.26382,71.28318,2637.6,46356.7,46363.7,35.7,979089.4,61.9,46.0,7-101,0 days 00:01:00
2017-09-11 15:58:00+00:00,-26.2657,71.287,2678.0,46363.7,46362.2,37.9,979090.1,63.2,45.6,7-101,0 days 00:01:00
2017-09-11 15:59:00+00:00,-26.26712,71.28989,2644.1,46365.6,46364.2,39.2,979089.2,63.5,45.2,7-101,0 days 00:01:00
2017-09-11 16:00:00+00:00,-26.26852,71.29277,2656.3,46368.2,46367.0,40.0,979088.2,62.3,44.6,7-101,0 days 00:01:00
2017-09-11 16:01:00+00:00,-26.26988,71.29557,2742.7,46390.3,46370.5,40.8,979087.9,60.3,44.1,7-101,0 days 00:01:00
2017-09-11 16:02:00+00:00,-26.27122,71.29828,2730.6,46382.2,46370.1,40.2,979087.9,58.9,43.7,7-101,0 days 00:01:00
2017-09-11 16:03:00+00:00,-26.27254,71.30096,2744.3,46382.0,46370.3,41.7,979087.8,58.5,43.5,7-101,0 days 00:01:00
2017-09-11 16:04:00+00:00,-26.27386,71.30367,2691.2,46382.8,46371.3,44.5,979088.1,59.4,43.4,7-101,0 days 00:01:00
2017-09-11 16:05:00+00:00,-26.27519,71.30639,2697.3,46379.9,46377.8,44.5,979087.2,60.2,43.0,7-101,0 days 00:01:00
2017-09-11 16:06:00+00:00,-26.27653,71.30914,2676.3,46381.5,46380.6,45.9,979087.4,61.0,42.4,7-101,0 days 00:01:00
2017-09-11 16:07:00+00:00,-26.27788,71.31192,2671.1,46385.6,46384.0,47.8,979086.7,60.7,41.9,7-101,0 days 00:01:00
2017-09-11 16:08:00+00:00,-26.27923,71.31469,2662.3,46391.9,46390.3,51.7,979085.8,59.9,41.3,7-101,0 days 00:01:00
2017-09-11 16:09:00+00:00,-26.28056,71.31739,2664.3,46406.3,46392.9,56.5,979086.3,58.8,40.9,7-101,0 days 00:01:00
2017-09-11 16:10:00+00:00,-26.28189,71.32007,2658.3,46405.1,46402.7,62.1,979085.1,58.5,40.7,7-101,0 days 00:01:00
2017-09-11 16:11:00+00:00,-26.28322,71.32276,2693.3,46413.0,46408.4,66.9,979086.2,59.5,40.4,7-101,0 days 00:01:00
2017-09-11 16:12:00+00:00,-26.2846,71.32549,2675.2,46417.6,46414.2,72.3,979085.4,60.0,40.0,7-101,0 days 00:01:00
2017-09-11 16:13:00+00:00,-26.28597,71.32827,2668.9,46429.3,46423.8,81.0,979084.4,60.2,39.2,7-101,0 days 00:01:00
2017-09-11 16:14:00+00:00,-26.28731,71.33101,2670.4,46435.5,46431.6,87.7,979084.4,59.8,39.0,7-101,0 days 00:01:00
2017-09-11 16:15:00+00:00,-26.28864,71.33374,2668.9,46448.9,46438.0,98.3,979084.3,59.7,38.7,7-101,0 days 00:01:00
