,LAT,LON,CORR_DEPTH,MAG_TOT,MAG_TOT2,MAG_RES,GRA_OBS,EOTVOS,FREEAIR,LINEID,DT
2017-09-28 09:52:00+00:00,-26.83521,72.16231,3598.9,46878.3,46875.5,60.0,979078.3,35.4,-6.3,7-123,0 days 00:01:00
2017-09-28 09:53:00+00:00,-26.83691,72.16394,3568.2,46883.5,46892.4,64.7,979078.6,35.3,-6.3,7-123,0 days 00:01:00
2017-09-28 09:54:00+00:00,-26.83864,72.16558,3569.1,46897.5,46884.4,68.6,979079.0,35.2,-6.3,7-123,0 days 00:01:00
2017-09-28 09:55:00+00:00,-26.84037,72.16717,3552.5,46884.8,46890.3,73.6,979079.1,34.4,-6.2,7-123,0 days 00:01:00
2017-09-28 09:56:00+00:00,-26.84209,72.16874,3535.4,46900.9,46897.8,78.2,979079.3,34.6,-6.1,7-123,0 days 00:01:00
2017-09-28 09:57:00+00:00,-26.8438,72.17035,3504.7,46906.6,46897.8,83.1,979079.5,34.9,-5.9,7-123,0 days 00:01:00
2017-09-28 09:58:00+00:00,-26.84552,72.17197,3526.1,46919.7,46909.6,86.6,979080.1,35.5,-6.1,7-123,0 days 00:01:00
2017-09-28 09:59:00+00:00,-26.84726,72.1736,3506.4,46926.9,46905.6,92.0,979080.1,35.4,-6.3,7-123,0 days 00:01:00
2017-09-28 10:00:00+00:00,-26.84903,72.17525,3530.2,46925.0,46920.9,97.6,979079.3,35.4,-6.6,7-123,0 days 00:01:00
2017-09-28 10:01:00+00:00,-26.8508,72.17687,3516.1,46929.6,46925.6,102.2,979079.2,34.8,-6.9,7-123,0 days 00:01:00
2017-09-28 10:02:00+00:00,-26.85255,72.17846,3524.2,46934.2,46933.2,106.8,979079.1,34.7,-7.2,7-123,0 days 00:01:00
2017-09-28 10:03:00+00:00,-26.85426,72.18005,3554.7,46946.6,46933.6,114.4,979078.9,34.3,-7.3,7-123,0 days 00:01:00
2017-09-28 10:04:00+00:00,-26.85598,72.18164,3535.0,46950.3,46941.2,117.4,979078.8,34.3,-7.3,7-123,0 days 00:01:00
