,LAT,LON,CORR_DEPTH,MAG_TOT,MAG_TOT2,MAG_RES,GRA_OBS,EOTVOS,FREEAIR,LINEID,DT
2017-09-20 15:06:00+00:00,-27.42815,72.81833,4255.4,47250.6,47250.8,34.3,979108.8,-32.6,-19.9,7-115,0 days 00:01:00
2017-09-20 15:07:00+00:00,-27.42639,72.81677,4264.1,47256.8,47253.1,40.0,979109.4,-32.6,-19.7,7-115,0 days 00:01:00
2017-09-20 15:08:00+00:00,-27.42462,72.81522,4293.4,47266.2,47260.5,46.0,979108.5,-33.0,-19.5,7-115,0 days 00:01:00
2017-09-20 15:09:00+00:00,-27.42287,72.81365,4235.5,47262.5,47262.0,49.6,979108.9,-33.2,-19.3,7-115,0 days 00:01:00
2017-09-20 15:10:00+00:00,-27.42111,72.81206,4189.5,47271.1,47273.3,58.9,979108.6,-34.1,-19.2,7-115,0 days 00:01:00
2017-09-20 15:11:00+00:00,-27.41936,72.81044,4091.0,47277.6,47275.3,63.9,979108.6,-34.5,-19.0,7-115,0 days 00:01:00
2017-09-20 15:12:00+00:00,-27.41763,72.80881,4097.5,47281.3,47280.1,69.5,979109.2,-34.5,-18.4,7-115,0 days 00:01:00
2017-09-20 15:13:00+00:00,-27.41592,72.80719,4051.3,47285.4,47283.8,73.4,979109.6,-34.4,-18.0,7-115,0 days 00:01:00
2017-09-20 15:14:00+00:00,-27.41421,72.80557,4012.8,47295.2,47286.2,78.9,979109.6,-34.2,-17.7,7-115,0 days 00:01:00
2017-09-20 15:15:00+00:00,-27.4125,72.80394,3977.1,47289.8,47287.3,84.6,979109.6,-34.2,-17.1,7-115,0 days 00:01:00
2017-09-20 15:16:00+00:00,-27.4108,72.80231,3946.6,47297.9,47295.6,87.9,979110.3,-34.6,-16.7,7-115,0 days 00:01:00
2017-09-20 15:17:00+00:00,-27.40909,72.80066,3895.0,47296.7,47297.2,90.4,979110.7,-34.6,-16.5,7-115,0 days 00:01:00
2017-09-20 15:18:00+00:00,-27.40738,72.79902,3888.1,47296.5,47298.7,92.6,979110.3,-34.8,-16.1,7-115,0 days 00:01:00
2017-09-20 15:19:00+00:00,-27.40566,72.7974,3849.6,47300.6,47298.0,93.9,979111.8,-34.2,-15.6,7-115,0 days 00:01:00
2017-09-20 15:20:00+00:00,-27.40395,72.79578,3838.9,47297.8,47296.6,94.5,979110.9,-34.1,-15.1,7-115,0 days 00:01:00
2017-09-20 15:21:00+00:00,-27.40282,72.79471,3833.8,47292.6,47297.6,95.2,979111.6,-33.8,-14.9,7-115,0 days 00:01:00
2017-09-20 15:22:00+00:00,-27.40059,72.79259,3817.9,47294.4,47293.6,93.4,979111.4,-33.4,-14.7,7-115,0 days 00:01:00
2017-09-20 15:23:00+00:00,-27.39891,72.79101,3766.1,47295.7,47295.9,93.7,979111.6,-33.7,-14.4,7-115,0 days 00:01:00
2017-09-20 15:24:00+00:00,-27.39723,72.78941,3761.7,47298.3,47288.4,87.8,979112.4,-33.8,-13.9,7-115,0 days 00:01:00
2017-09-20 15:25:00+00:00,-27.39552,72.7878,3748.4,47283.7,47286.4,84.7,979112.1,-34.2,-13.6,7-115,0 days 00:01:00
2017-09-20 15:26:00+00:00,-27.39381,72.78619,3685.9,47279.2,47282.2,80.6,979112.4,-33.8,-12.9,7-115,0 days 00:01:00
2017-09-20 15:27:00+00:00,-27.39207,72.78459,3652.7,47272.6,47276.2,76.8,979112.8,-33.9,-12.6,7-115,0 days 00:01:00
2017-09-20 15:28:00+00:00,-27.39033,72.78299,3639.3,47252.5,47273.2,69.3,979113.6,-33.6,-12.3,7-115,0 days 00:01:00
2017-09-20 15:29:00+00:00,-27.38861,72.78139,3641.4,47261.4,47265.7,66.6,979113.4,-34.1,-12.0,7-115,0 days 00:01:00
