,LAT,LON,CORR_DEPTH,MAG_TOT,MAG_TOT2,MAG_RES,GRA_OBS,EOTVOS,FREEAIR,LINEID,DT
2017-10-02 04:57:00+00:00,-26.82538,72.07557,3168.1,46770.9,46773.5,-16.0,979092.8,-71.3,9.2,7-127,0 days 00:01:00
2017-10-02 04:58:00+00:00,-26.826,72.07224,3225.0,46767.1,46767.3,-19.5,979093.6,-71.6,9.5,7-127,0 days 00:01:00
2017-10-02 04:59:00+00:00,-26.82663,72.06889,3230.5,46759.8,46760.3,-24.6,979093.6,-72.3,10.2,7-127,0 days 00:01:00
2017-10-02 05:00:00+00:00,-26.82723,72.06552,3240.6,46748.4,46746.6,-26.9,979096.1,-71.6,11.4,7-127,0 days 00:01:00
2017-10-02 05:01:00+00:00,-26.82781,72.06215,3120.9,46765.0,46774.2,-30.1,979096.6,-71.3,11.8,7-127,0 days 00:01:00
2017-10-02 05:02:00+00:00,-26.82838,72.0588,3034.8,46744.4,46746.7,-32.5,979096.2,-71.6,12.1,7-127,0 days 00:01:00
2017-10-02 05:03:00+00:00,-26.82894,72.05545,3027.0,46742.9,46753.5,-32.2,979097.6,-71.6,12.4,7-127,0 days 00:01:00
2017-10-02 05:04:00+00:00,-26.8295,72.05209,3061.9,46744.3,46742.3,-31.1,979097.4,-71.9,13.3,7-127,0 days 00:01:00
2017-10-02 05:05:00+00:00,-26.83008,72.04873,3108.8,46749.2,46743.7,-29.0,979099.1,-71.6,14.1,7-127,0 days 00:01:00
2017-10-02 05:06:00+00:00,-26.83069,72.04538,3003.2,46743.3,46748.6,-26.3,979098.2,-71.8,14.7,7-127,0 days 00:01:00
2017-10-02 05:07:00+00:00,-26.8313,72.04205,2959.4,46752.3,46744.8,-21.0,979099.8,-71.7,15.4,7-127,0 days 00:01:00
2017-10-02 05:08:00+00:00,-26.83186,72.03871,2949.9,46754.1,46728.7,-15.9,979100.1,-71.2,15.7,7-127,0 days 00:01:00
2017-10-02 05:09:00+00:00,-26.83242,72.03537,2974.9,46756.9,46754.2,-10.6,979102.0,-70.6,15.9,7-127,0 days 00:01:00
2017-10-02 05:10:00+00:00,-26.83299,72.03207,2977.8,46765.8,46761.1,-7.2,979100.5,-70.7,16.4,7-127,0 days 00:01:00
2017-10-02 05:11:00+00:00,-26.83357,72.02878,2965.4,46768.1,46763.3,-1.0,979102.8,-70.1,17.1,7-127,0 days 00:01:00
2017-10-02 05:12:00+00:00,-26.83414,72.02547,2997.1,46765.1,46764.5,0.8,979102.1,-70.7,17.6,7-127,0 days 00:01:00
2017-10-02 05:13:00+00:00,-26.83469,72.02217,2978.5,46596.7,46764.8,1.5,979102.9,-70.4,17.8,7-127,0 days 00:01:00
2017-10-02 05:14:00+00:00,-26.83524,72.01887,2927.8,46764.3,46762.4,0.3,979102.4,-70.9,18.1,7-127,0 days 00:01:00
2017-10-02 05:15:00+00:00,-26.83581,72.01557,2829.8,46758.5,46765.3,-3.4,979102.6,-71.4,18.4,7-127,0 days 00:01:00
2017-10-02 05:16:00+00:00,-26.83639,72.01223,3001.9,46745.5,46759.3,-9.0,979104.1,-71.8,19.1,7-127,0 days 00:01:00
2017-10-02 05:17:00+00:00,-26.83697,72.00885,3019.9,46745.0,46746.9,-13.8,979104.6,-72.3,19.3,7-127,0 days 00:01:00
2017-10-02 05:18:00+00:00,-26.83755,72.00546,3051.3,46748.4,46743.9,-16.0,979104.9,-72.4,19.6,7-127,0 days 00:01:00
2017-10-02 05:19:00+00:00,-26.83813,72.00208,3041.2,46736.5,46741.1,-18.8,979105.3,-72.1,19.9,7-127,0 days 00:01:00
2017-10-02 05:20:00+00:00,-26.8387,71.9987,3145.5,46736.1,46734.8,-18.4,979105.4,-72.2,20.3,7-127,0 days 00:01:00
2017-10-02 05:21:00+00:00,-26.83926,71.99532,3156.7,46737.3,46735.7,-14.8,979107.1,-71.4,20.5,7-127,0 days 00:01:00
2017-10-02 05:22:00+00:00,-26.83983,71.99197,3106.3,46740.9,46737.8,-8.9,979105.6,-71.7,21.0,7-127,0 days 00:01:00
2017-10-02 05:23:00+00:00,-26.84041,71.98862,2881.8,46734.7,46741.2,-2.7,979106.8,-71.8,21.5,7-127,0 days 00:01:00
2017-10-02 05:24:00+00:00,-26.84099,71.98525,2794.8,46758.8,46757.3,9.2,979106.9,-72.3,21.8,7-127,0 days 00:01:00
2017-10-02 05:25:00+00:00,-26.84155,71.9819,2822.1,46767.1,46765.9,19.6,979107.3,-71.4,21.9,7-127,0 days 00:01:00
2017-10-02 05:26:00+00:00,-26.84211,71.97857,2878.3,46745.1,46769.6,31.2,979107.9,-71.0,22.0,7-127,0 days 00:01:00
2017-10-02 05:27:00+00:00,-26.84267,71.97525,2947.0,46784.0,46778.8,39.5,979107.3,-71.4,22.2,7-127,0 days 00:01:00
2017-10-02 05:28:00+00:00,-26.84321,71.97189,2948.8,46798.6,46789.5,48.8,979107.6,-72.4,22.4,7-127,0 days 00:01:00
2017-10-02 05:29:00+00:00,-26.84375,71.96848,3013.6,46804.5,46815.9,58.3,979108.8,-72.5,22.8,7-127,0 days 00:01:00
2017-10-02 05:30:00+00:00,-26.84431,71.96508,2979.2,46806.5,46803.7,64.1,979108.7,-72.3,23.1,7-127,0 days 00:01:00
2017-10-02 05:31:00+00:00,-26.84488,71.96172,3000.9,46815.0,46803.6,67.5,979108.9,-71.6,23.4,7-127,0 days 00:01:00
2017-10-02 05:32:00+00:00,-26.84545,71.95838,3084.9,46796.8,46807.6,71.8,979108.8,-71.6,23.3,7-127,0 days 00:01:00
2017-10-02 05:33:00+00:00,-26.84602,71.95502,3060.2,46815.5,46807.3,72.6,979108.9,-71.9,23.3,7-127,0 days 00:01:00
2017-10-02 05:34:00+00:00,-26.8466,71.95164,3081.8,46802.1,46807.0,71.0,979109.3,-71.9,23.4,7-127,0 days 00:01:00
2017-10-02 05:35:00+00:00,-26.84718,71.94825,3058.4,46793.8,46796.2,67.4,979109.1,-72.7,23.6,7-127,0 days 00:01:00
2017-10-02 05:36:00+00:00,-26.84778,71.94485,2989.2,46796.1,46796.3,58.7,979109.4,-72.7,23.6,7-127,0 days 00:01:00
2017-10-02 05:37:00+00:00,-26.84838,71.94144,2880.2,46782.0,46785.1,52.0,979109.8,-73.1,23.7,7-127,0 days 00:01:00
2017-10-02 05:38:00+00:00,-26.84896,71.93805,2829.0,46767.7,46774.8,37.7,979109.4,-72.4,23.9,7-127,0 days 00:01:00
2017-10-02 05:39:00+00:00,-26.84953,71.93467,2847.8,46757.8,46760.2,24.4,979109.6,-72.2,23.9,7-127,0 days 00:01:00
2017-10-02 05:40:00+00:00,-26.8501,71.93129,2875.4,46736.2,46740.6,3.2,979110.3,-72.0,23.7,7-127,0 days 00:01:00
2017-10-02 05:41:00+00:00,-26.85067,71.92791,3017.5,46708.6,46717.4,-17.9,979109.6,-72.3,23.7,7-127,0 days 00:01:00
2017-10-02 05:42:00+00:00,-26.85125,71.92453,3025.0,46678.3,46692.8,-43.8,979109.8,-72.4,23.6,7-127,0 days 00:01:00
2017-10-02 05:43:00+00:00,-26.85183,71.92114,2949.3,46647.0,46663.0,-69.0,979110.6,-71.8,23.4,7-127,0 days 00:01:00
2017-10-02 05:44:00+00:00,-26.85239,71.91776,2797.2,46621.0,46633.4,-98.9,979108.9,-71.6,23.0,7-127,0 days 00:01:00
2017-10-02 05:45:00+00:00,-26.85295,71.9144,2841.6,46590.5,46604.6,-126.6,979109.1,-71.9,22.5,7-127,0 days 00:01:00
2017-10-02 05:46:00+00:00,-26.85352,71.91102,2955.2,46564.2,46577.6,-158.8,979108.6,-72.4,22.0,7-127,0 days 00:01:00
2017-10-02 05:47:00+00:00,-26.85408,71.90765,3131.7,46537.4,46546.2,-186.2,979106.1,-72.5,20.8,7-127,0 days 00:01:00
2017-10-02 05:48:00+00:00,-26.85464,71.90427,3150.1,46511.4,46511.3,-205.1,979107.6,-72.1,20.6,7-127,0 days 00:01:00
2017-10-02 05:49:00+00:00,-26.8552,71.90085,3185.9,46489.3,46495.8,-224.0,979107.2,-73.3,20.3,7-127,0 days 00:01:00
2017-10-02 05:50:00+00:00,-26.85577,71.8974,3272.8,46478.1,46480.3,-235.4,979106.5,-74.1,20.1,7-127,0 days 00:01:00
2017-10-02 05:51:00+00:00,-26.85635,71.89393,3278.7,46470.4,46487.7,-241.1,979105.9,-74.7,19.7,7-127,0 days 00:01:00
2017-10-02 05:52:00+00:00,-26.85693,71.89044,3260.9,46459.8,46470.1,-243.5,979105.9,-74.6,19.4,7-127,0 days 00:01:00
2017-10-02 05:53:00+00:00,-26.85752,71.88694,3265.2,46469.1,46464.2,-241.2,979105.6,-74.4,19.0,7-127,0 days 00:01:00
2017-10-02 05:54:00+00:00,-26.85811,71.88347,3104.6,46471.4,46464.6,-233.8,979104.4,-74.0,18.7,7-127,0 days 00:01:00
2017-10-02 05:55:00+00:00,-26.8587,71.88002,3115.4,46486.2,46477.0,-225.2,979104.9,-73.5,18.2,7-127,0 days 00:01:00
2017-10-02 05:56:00+00:00,-26.85931,71.87657,3140.8,46498.1,46483.6,-211.6,979104.1,-73.5,17.9,7-127,0 days 00:01:00
2017-10-02 05:57:00+00:00,-26.85992,71.87313,3096.1,46501.8,46500.2,-196.3,979104.7,-73.4,17.4,7-127,0 days 00:01:00
2017-10-02 05:58:00+00:00,-26.86052,71.8697,3399.6,46523.0,46497.6,-177.4,979102.7,-73.1,16.4,7-127,0 days 00:01:00
2017-10-02 05:59:00+00:00,-26.8611,71.86629,2970.1,46536.1,46535.6,-158.9,979103.1,-73.0,16.1,7-127,0 days 00:01:00
2017-10-02 06:00:00+00:00,-26.86168,71.86287,3074.5,46559.4,46548.9,-142.7,979103.1,-73.3,15.9,7-127,0 days 00:01:00
2017-10-02 06:01:00+00:00,-26.86226,71.85942,3153.9,46577.3,46570.7,-120.6,979102.1,-73.7,15.6,7-127,0 days 00:01:00
2017-10-02 06:02:00+00:00,-26.86284,71.85596,3199.8,46592.2,46585.1,-102.8,979102.3,-73.9,15.4,7-127,0 days 00:01:00
2017-10-02 06:03:00+00:00,-26.86342,71.85249,3232.0,46617.5,46601.4,-86.5,979102.3,-73.7,15.3,7-127,0 days 00:01:00
2017-10-02 06:05:00+00:00,-26.86463,71.84562,3290.6,46626.5,46622.8,-66.8,979101.9,-72.9,14.4,7-127,0 days 00:02:00
2017-10-02 06:06:00+00:00,-26.86523,71.84221,3287.0,46627.8,46624.8,-63.9,979101.2,-73.1,13.8,7-127,0 days 00:01:00
2017-10-02 06:07:00+00:00,-26.86581,71.83878,3546.6,46623.1,46626.8,-65.5,979100.6,-73.2,13.7,7-127,0 days 00:01:00
2017-10-02 06:08:00+00:00,-26.86637,71.83535,3289.2,46615.8,46618.9,-71.4,979100.9,-73.4,13.4,7-127,0 days 00:01:00
2017-10-02 06:09:00+00:00,-26.86694,71.83191,3349.1,46601.7,46604.1,-83.3,979100.1,-73.3,13.1,7-127,0 days 00:01:00
2017-10-02 06:10:00+00:00,-26.8675,71.82848,3372.4,46586.8,46597.3,-94.9,979099.4,-73.3,12.9,7-127,0 days 00:01:00
2017-10-02 06:11:00+00:00,-26.86807,71.82504,3293.6,46575.2,46579.7,-108.7,979099.6,-73.5,12.5,7-127,0 days 00:01:00
2017-10-02 06:12:00+00:00,-26.86867,71.8216,3397.7,46559.8,46560.8,-123.1,979100.3,-73.6,12.5,7-127,0 days 00:01:00
2017-10-02 06:13:00+00:00,-26.86926,71.81815,3400.8,46539.8,46553.5,-132.6,979099.1,-73.8,12.6,7-127,0 days 00:01:00
2017-10-02 06:14:00+00:00,-26.86985,71.81471,3338.2,46516.0,46554.5,-140.9,979100.3,-73.5,12.6,7-127,0 days 00:01:00
2017-10-02 06:15:00+00:00,-26.87045,71.81127,3587.3,46534.9,46529.7,-144.6,979100.1,-73.1,12.4,7-127,0 days 00:01:00
2017-10-02 06:16:00+00:00,-26.87103,71.80786,3375.8,46530.6,46531.1,-145.2,979100.7,-71.9,12.4,7-127,0 days 00:01:00
2017-10-02 06:17:00+00:00,-26.8716,71.80448,3360.6,46538.3,46530.5,-144.7,979099.4,-72.4,12.5,7-127,0 days 00:01:00
2017-10-02 06:18:00+00:00,-26.87217,71.80109,3428.7,46531.3,46531.9,-142.9,979099.9,-73.0,12.4,7-127,0 days 00:01:00
2017-10-02 06:19:00+00:00,-26.87273,71.79765,3521.8,46535.6,46530.5,-139.4,979100.8,-73.9,12.5,7-127,0 days 00:01:00
2017-10-02 06:20:00+00:00,-26.8733,71.7942,3548.2,46534.9,46535.0,-136.0,979099.9,-73.5,12.8,7-127,0 days 00:01:00
2017-10-02 06:21:00+00:00,-26.87389,71.79077,3561.3,46573.1,46528.2,-129.8,979101.4,-73.0,13.2,7-127,0 days 00:01:00
2017-10-02 06:22:00+00:00,-26.87448,71.78736,3593.1,46543.3,46538.6,-126.8,979101.2,-72.6,13.4,7-127,0 days 00:01:00
2017-10-02 06:23:00+00:00,-26.87504,71.78397,3562.7,46535.4,46552.5,-124.9,979100.5,-72.4,13.7,7-127,0 days 00:01:00
2017-10-02 06:24:00+00:00,-26.8756,71.78059,3423.0,46524.6,46537.5,-125.0,979102.1,-72.6,14.4,7-127,0 days 00:01:00
2017-10-02 06:25:00+00:00,-26.87618,71.77718,3497.7,46538.1,46517.6,-125.9,979103.1,-72.6,15.0,7-127,0 days 00:01:00
2017-10-02 06:26:00+00:00,-26.87679,71.77378,3254.4,46536.0,46539.9,-127.4,979103.3,-72.8,15.3,7-127,0 days 00:01:00
2017-10-02 06:27:00+00:00,-26.87736,71.77037,3258.5,46529.7,46532.2,-130.9,979104.4,-72.7,16.1,7-127,0 days 00:01:00
2017-10-02 06:28:00+00:00,-26.87792,71.76696,3146.3,46523.9,46516.1,-139.2,979105.1,-72.8,16.9,7-127,0 days 00:01:00
2017-10-02 06:29:00+00:00,-26.87849,71.76355,3199.4,46510.9,46509.1,-149.7,979105.6,-72.8,17.6,7-127,0 days 00:01:00
2017-10-02 06:30:00+00:00,-26.87909,71.76014,2997.8,46496.2,46507.2,-156.6,979106.3,-73.1,18.1,7-127,0 days 00:01:00
2017-10-02 06:31:00+00:00,-26.87967,71.7567,3054.8,46490.9,46493.4,-166.7,979107.4,-73.2,18.7,7-127,0 days 00:01:00
2017-10-02 06:32:00+00:00,-26.88025,71.75325,2975.5,46484.1,46484.3,-172.6,979107.0,-74.1,19.1,7-127,0 days 00:01:00
2017-10-02 06:33:00+00:00,-26.88083,71.74978,2911.7,46475.2,46476.7,-176.7,979108.3,-73.9,19.6,7-127,0 days 00:01:00
2017-10-02 06:34:00+00:00,-26.88141,71.74632,2967.5,46472.6,46487.1,-179.9,979108.8,-73.7,19.9,7-127,0 days 00:01:00
2017-10-02 06:35:00+00:00,-26.88197,71.74292,3090.6,46462.1,46432.8,-182.5,979107.9,-72.2,20.2,7-127,0 days 00:01:00
2017-10-02 06:36:00+00:00,-26.88254,71.73956,3544.1,46469.7,46466.1,-181.7,979108.8,-71.4,20.3,7-127,0 days 00:01:00
2017-10-02 06:37:00+00:00,-26.88313,71.73623,3167.6,46456.1,46455.7,-178.0,979109.8,-70.8,20.1,7-127,0 days 00:01:00
2017-10-02 06:38:00+00:00,-26.88373,71.73292,3260.2,46456.9,46477.5,-170.5,979108.1,-70.7,20.3,7-127,0 days 00:01:00
2017-10-02 06:39:00+00:00,-26.88432,71.72961,3366.6,46496.0,46477.2,-166.6,979108.7,-71.0,20.4,7-127,0 days 00:01:00
2017-10-02 06:40:00+00:00,-26.88487,71.72628,3264.8,46487.9,46481.3,-158.7,979109.4,-71.6,20.4,7-127,0 days 00:01:00
2017-10-02 06:41:00+00:00,-26.88542,71.72291,3509.2,46488.1,46483.2,-154.0,979108.6,-72.1,20.5,7-127,0 days 00:01:00
2017-10-02 06:42:00+00:00,-26.88596,71.71952,3300.4,46490.6,46480.8,-141.9,979109.1,-72.2,20.5,7-127,0 days 00:01:00
2017-10-02 06:43:00+00:00,-26.88653,71.71615,3135.9,46507.0,46498.9,-137.0,979109.4,-72.1,20.6,7-127,0 days 00:01:00
2017-10-02 06:44:00+00:00,-26.8871,71.71277,2992.0,46517.1,46508.9,-129.7,979109.4,-72.1,20.5,7-127,0 days 00:01:00
2017-10-02 06:45:00+00:00,-26.88765,71.70938,3046.7,46513.7,46505.6,-125.0,979109.4,-72.1,20.4,7-127,0 days 00:01:00
2017-10-02 06:46:00+00:00,-26.88822,71.70601,3056.4,46519.3,46530.4,-115.3,979108.5,-72.0,20.4,7-127,0 days 00:01:00
2017-10-02 06:47:00+00:00,-26.8888,71.70264,3039.2,46524.1,46521.4,-110.0,979109.3,-72.1,20.6,7-127,0 days 00:01:00
2017-10-02 06:48:00+00:00,-26.88939,71.69925,3262.1,46525.8,46527.8,-105.6,979109.3,-71.6,20.8,7-127,0 days 00:01:00
2017-10-02 06:49:00+00:00,-26.88997,71.69594,3304.6,46529.0,46533.7,-99.4,979112.4,-67.9,20.9,7-127,0 days 00:01:00
2017-10-02 06:50:00+00:00,-26.8905,71.69288,2943.8,46534.5,46538.5,-96.3,979109.8,-62.3,20.8,7-127,0 days 00:01:00
2017-10-02 06:51:00+00:00,-26.89098,71.69013,3042.6,46535.2,46549.7,-89.7,979109.7,-56.2,20.6,7-127,0 days 00:01:00
2017-10-02 06:52:00+00:00,-26.89142,71.68758,3123.1,46544.3,46569.0,-83.6,979107.4,-53.8,18.7,7-127,0 days 00:01:00
2017-10-02 06:53:00+00:00,-26.89184,71.68508,3102.2,46558.8,46562.6,-78.2,979104.8,-55.4,15.8,7-127,0 days 00:01:00
2017-10-02 06:54:00+00:00,-26.89228,71.68242,3133.3,46553.9,46541.6,-70.2,979104.1,-59.2,15.2,7-127,0 days 00:01:00
2017-10-02 06:55:00+00:00,-26.89274,71.67952,3217.3,46560.9,46552.2,-64.0,979103.9,-63.5,14.8,7-127,0 days 00:01:00
2017-10-02 06:56:00+00:00,-26.89324,71.67647,3365.4,46565.1,46551.6,-54.0,979104.4,-66.0,14.5,7-127,0 days 00:01:00
2017-10-02 06:57:00+00:00,-26.89375,71.67334,3381.8,46574.5,46569.3,-48.5,979103.2,-67.6,14.3,7-127,0 days 00:01:00
2017-10-02 06:58:00+00:00,-26.89427,71.67018,3434.7,46578.5,46575.3,-41.8,979102.4,-68.0,13.7,7-127,0 days 00:01:00
2017-10-02 06:59:00+00:00,-26.89481,71.66699,3319.5,46590.9,46583.5,-28.9,979102.9,-68.3,13.2,7-127,0 days 00:01:00
2017-10-02 07:00:00+00:00,-26.89537,71.66378,3446.4,46583.5,46590.9,-22.8,979101.3,-69.1,12.5,7-127,0 days 00:01:00
2017-10-02 07:01:00+00:00,-26.89592,71.66053,3343.1,46602.2,46597.8,-14.0,979101.4,-69.9,12.2,7-127,0 days 00:01:00
2017-10-02 07:02:00+00:00,-26.89647,71.65724,3358.2,46606.3,46593.3,-0.6,979100.9,-70.2,11.6,7-127,0 days 00:01:00
2017-10-02 07:03:00+00:00,-26.89703,71.65394,3352.0,46625.6,46617.4,8.5,979099.9,-70.5,10.9,7-127,0 days 00:01:00
2017-10-02 07:04:00+00:00,-26.89759,71.65064,3552.2,46625.4,46626.1,16.4,979100.8,-70.5,10.5,7-127,0 days 00:01:00
2017-10-02 07:05:00+00:00,-26.89796,71.64843,3594.1,46638.5,46645.1,26.6,979099.3,-70.7,10.4,7-127,0 days 00:01:00
2017-10-02 07:06:00+00:00,-26.89871,71.64403,3924.3,46626.6,46642.9,34.9,979099.6,-70.2,10.1,7-127,0 days 00:01:00
2017-10-02 07:07:00+00:00,-26.89928,71.64075,3635.4,46647.0,46649.3,39.7,979099.9,-69.5,9.9,7-127,0 days 00:01:00
2017-10-02 07:08:00+00:00,-26.89984,71.63751,3686.7,46649.1,46648.2,42.0,979098.4,-69.5,9.9,7-127,0 days 00:01:00
2017-10-02 07:09:00+00:00,-26.90038,71.63429,3697.5,46647.9,46650.7,41.9,979099.4,-68.9,10.0,7-127,0 days 00:01:00
2017-10-02 07:10:00+00:00,-26.90057,71.63322,3617.3,46645.3,46652.1,41.9,979099.1,-69.2,10.0,7-127,0 days 00:01:00
2017-10-02 07:17:00+00:00,-26.90423,71.61206,3668.9,46572.6,46581.4,-21.5,979098.7,-59.9,10.6,7-127,0 days 00:07:00
2017-10-02 07:18:00+00:00,-26.9047,71.60918,3563.8,46565.6,46573.4,-32.6,979101.6,-63.7,11.1,7-127,0 days 00:01:00
2017-10-02 07:19:00+00:00,-26.9052,71.60608,3404.3,46549.3,46557.3,-39.9,979101.4,-67.9,11.4,7-127,0 days 00:01:00
2017-10-02 07:20:00+00:00,-26.90573,71.60282,3327.0,46540.8,46544.3,-51.5,979103.3,-70.3,13.1,7-127,0 days 00:01:00
2017-10-02 07:21:00+00:00,-26.90628,71.5995,3243.4,46529.2,46530.6,-62.1,979103.8,-71.0,13.7,7-127,0 days 00:01:00
2017-10-02 07:22:00+00:00,-26.90683,71.59617,3140.7,46500.8,46519.3,-70.8,979105.9,-71.0,14.8,7-127,0 days 00:01:00
2017-10-02 07:23:00+00:00,-26.90719,71.59395,3122.7,46497.6,46514.7,-78.6,979104.3,-71.3,15.6,7-127,0 days 00:01:00
2017-10-02 07:24:00+00:00,-26.90789,71.58954,3225.7,46502.8,46505.7,-86.0,979106.2,-70.5,16.1,7-127,0 days 00:01:00
2017-10-02 07:25:00+00:00,-26.90843,71.58624,3201.0,46491.8,46490.5,-91.0,979107.5,-70.6,16.7,7-127,0 days 00:01:00
2017-10-02 07:26:00+00:00,-26.90901,71.58291,3212.7,46489.2,46504.5,-97.3,979107.8,-71.2,16.9,7-127,0 days 00:01:00
2017-10-02 07:27:00+00:00,-26.90958,71.57956,3226.3,46484.9,46482.7,-99.2,979107.3,-72.2,17.1,7-127,0 days 00:01:00
2017-10-02 07:28:00+00:00,-26.91014,71.57616,3250.6,46483.3,46487.4,-99.7,979108.1,-72.7,17.4,7-127,0 days 00:01:00
2017-10-02 07:29:00+00:00,-26.91034,71.57501,3257.4,46488.6,46487.1,-100.5,979107.3,-73.6,17.6,7-127,0 days 00:01:00
2017-10-02 07:30:00+00:00,-26.91133,71.56918,3301.1,46479.6,46477.7,-99.4,979108.6,-75.4,18.2,7-127,0 days 00:01:00
2017-10-02 07:31:00+00:00,-26.91192,71.56562,3317.8,46472.4,46478.5,-97.3,979109.8,-76.2,18.6,7-127,0 days 00:01:00
2017-10-02 07:32:00+00:00,-26.91252,71.56204,3362.6,46477.6,46486.6,-93.9,979109.4,-75.9,18.8,7-127,0 days 00:01:00
2017-10-02 07:33:00+00:00,-26.91313,71.55849,3340.1,46483.1,46487.7,-90.7,979110.3,-74.8,18.9,7-127,0 days 00:01:00
2017-10-02 07:34:00+00:00,-26.91372,71.55503,3370.9,46486.3,46492.9,-87.5,979108.6,-73.5,19.1,7-127,0 days 00:01:00
2017-10-02 07:35:00+00:00,-26.91429,71.55164,3351.0,46480.3,46485.9,-83.8,979109.3,-72.7,19.3,7-127,0 days 00:01:00
2017-10-02 07:36:00+00:00,-26.91487,71.54822,3375.2,46490.1,46485.8,-79.6,979109.9,-73.6,19.2,7-127,0 days 00:01:00
2017-10-02 07:37:00+00:00,-26.91545,71.54473,3366.9,46499.1,46471.1,-75.6,979110.9,-74.5,19.3,7-127,0 days 00:01:00
2017-10-02 07:38:00+00:00,-26.91604,71.54123,3336.6,46499.0,46498.6,-74.8,979110.0,-74.7,19.5,7-127,0 days 00:01:00
2017-10-02 07:39:00+00:00,-26.91664,71.53774,3522.7,46490.4,46521.0,-72.5,979110.4,-74.4,19.8,7-127,0 days 00:01:00
2017-10-02 07:40:00+00:00,-26.91726,71.53425,3296.5,46489.8,46487.0,-72.5,979111.4,-74.7,19.8,7-127,0 days 00:01:00
2017-10-02 07:41:00+00:00,-26.91787,71.53074,3395.7,46485.2,46483.3,-75.3,979112.0,-74.7,20.1,7-127,0 days 00:01:00
2017-10-02 07:42:00+00:00,-26.91846,71.52724,3406.8,46483.7,46484.0,-77.2,979110.6,-74.8,20.5,7-127,0 days 00:01:00
2017-10-02 07:43:00+00:00,-26.91906,71.52374,3185.0,46468.0,46480.5,-79.2,979112.5,-74.8,20.7,7-127,0 days 00:01:00
2017-10-02 07:44:00+00:00,-26.91964,71.52022,3013.2,46479.5,46479.2,-80.8,979111.6,-75.3,20.9,7-127,0 days 00:01:00
2017-10-02 07:45:00+00:00,-26.92022,71.51668,3072.8,46473.9,46476.3,-81.4,979111.9,-75.6,21.3,7-127,0 days 00:01:00
2017-10-02 07:46:00+00:00,-26.9208,71.51313,3108.6,46477.0,46479.3,-81.3,979112.9,-75.8,21.5,7-127,0 days 00:01:00
2017-10-02 07:47:00+00:00,-26.92139,71.50959,3192.0,46473.0,46463.4,-80.2,979112.7,-75.6,21.9,7-127,0 days 00:01:00
2017-10-02 07:48:00+00:00,-26.922,71.50606,3304.1,46475.6,46474.8,-77.5,979113.9,-74.8,22.0,7-127,0 days 00:01:00
2017-10-02 07:49:00+00:00,-26.92261,71.50257,3101.5,46452.3,46486.9,-71.5,979113.4,-74.1,21.9,7-127,0 days 00:01:00
2017-10-02 07:50:00+00:00,-26.9232,71.49912,3105.8,46483.3,46491.0,-64.4,979113.4,-73.0,22.2,7-127,0 days 00:01:00
2017-10-02 07:51:00+00:00,-26.92381,71.49571,3141.7,46488.3,46496.0,-51.9,979112.9,-73.0,21.9,7-127,0 days 00:01:00
2017-10-02 07:52:00+00:00,-26.92442,71.49229,3293.4,46502.1,46501.0,-41.8,979113.9,-73.1,21.8,7-127,0 days 00:01:00
2017-10-02 07:53:00+00:00,-26.92501,71.48885,3761.0,46499.3,46511.1,-25.2,979113.2,-73.5,21.6,7-127,0 days 00:01:00
2017-10-02 07:54:00+00:00,-26.92559,71.48541,3179.9,46528.6,46538.2,-13.7,979113.4,-73.4,21.7,7-127,0 days 00:01:00
2017-10-02 07:55:00+00:00,-26.92615,71.48197,3295.3,46547.2,46541.3,5.7,979112.8,-73.4,21.4,7-127,0 days 00:01:00
2017-10-02 07:56:00+00:00,-26.92672,71.47851,3326.1,46568.7,46551.8,25.0,979113.1,-74.0,21.3,7-127,0 days 00:01:00
2017-10-02 07:57:00+00:00,-26.92733,71.47502,3280.3,46578.5,46577.0,38.2,979112.8,-74.2,20.9,7-127,0 days 00:01:00
2017-10-02 07:58:00+00:00,-26.92794,71.47151,3749.5,46595.5,46614.9,54.9,979112.6,-75.2,21.0,7-127,0 days 00:01:00
2017-10-02 07:59:00+00:00,-26.92855,71.46799,3707.8,46613.7,46602.1,71.9,979112.3,-75.3,21.1,7-127,0 days 00:01:00
2017-10-02 08:00:00+00:00,-26.92914,71.46446,3512.1,46615.6,46616.3,81.8,979112.6,-75.8,21.3,7-127,0 days 00:01:00
2017-10-02 08:01:00+00:00,-26.92973,71.46092,3659.1,46626.2,46626.9,90.6,979112.9,-75.2,21.4,7-127,0 days 00:01:00
2017-10-02 08:02:00+00:00,-26.93032,71.4574,3441.4,46646.4,46636.2,95.9,979113.3,-74.8,21.4,7-127,0 days 00:01:00
