time,a_z,a_y,a_x,w_z,w_y,w_x
2023-08-09 08:47:42-04:00,0.1604900285601616,9.83885942186628,-0.0770830714276858,0.0036870081010939,0.0073740157697881,-0.0178023571414606
2023-08-09 08:47:43-04:00,0.0833246090195395,9.7719069740989,-0.0785607181066139,-0.0001254454993094,0.001745329287587,-0.0119527784180328
2023-08-09 08:47:44-04:00,0.0402293308423915,9.779199123382568,-0.0752136791623862,0.0009626581548737,-0.0019253163697742,0.0088466377164877
2023-08-09 08:47:45-04:00,0.0559642758785879,9.776977181434631,-0.0752991380036941,0.0004081690538441,0.0001138430792542,-0.0004026157228508
2023-08-09 08:47:46-04:00,0.0275174634425308,9.764772042361171,-0.0697942854667251,0.0008399397151411,-0.0015926127536139,0.0074994623664679
2023-08-09 08:47:47-04:00,0.1296290288280163,9.790703858648028,-0.0708660051958369,0.0007554003048945,0.0004008802466809,-0.003054326142384
2023-08-09 08:47:48-04:00,0.1093541309237479,9.772202236311776,-0.0654714734825704,0.0005275654355169,0.0011661972765895,-0.0012189537863543
2023-08-09 08:47:49-04:00,0.1008510648680385,9.775556530271258,-0.062085200371387,-6.272278551477317e-05,5.7268550985355256e-05,-0.0006435906179831
2023-08-09 08:47:50-04:00,0.11328927654011,9.780499336936256,-0.0679887926713986,0.0001663517047875,0.000185441216932,-0.0005208717463704
2023-08-09 08:47:51-04:00,0.1056367108124374,9.773452026503426,-0.067159267208938,0.000172152935887,0.0003331992222228,-9.440646602094182e-05
2023-08-09 08:47:52-04:00,0.1064165133617019,9.776464445250374,-0.0653646506502159,0.0001799870808879,0.0001472621601611,-0.000220893241411
2023-08-09 08:47:53-04:00,0.111494657871398,9.778193629871716,-0.0687610209665514,0.0003654283167894,-0.000111810153872,-0.0002754347977835
2023-08-09 08:47:54-04:00,0.1091618511293615,9.776945063046046,-0.0670738086836146,0.0005192354633684,4.44265646034509e-05,-6.66398383063182e-05
2023-08-09 08:47:55-04:00,0.1080508980334603,9.783514704023087,-0.0837487916079615,-0.0008535750782487,-0.0020998492314642,0.0024598235886514
2023-08-09 08:47:56-04:00,0.1180640422485091,9.767926198785956,-0.0551654386249455,0.0006872233404595,0.0025498173844035,-0.0038124529611585
2023-08-09 08:47:57-04:00,0.1156459719308518,9.774701935904366,-0.0660376320333203,-0.0006190464672337,-0.0004336052173,0.0014044447403388
2023-08-09 08:47:58-04:00,0.1106787293850044,9.773184963635035,-0.0716030812057267,-0.0003054326127642,-4.720318221106551e-05,5.2756543366496384e-05
2023-08-09 08:47:59-04:00,0.1133110288869251,9.778367632085628,-0.0614520357244394,0.0002508911093173,0.0003054327142828,5.45429169765881e-06
2023-08-09 08:48:00-04:00,0.115026402865104,9.78194444520133,-0.0659521739372783,-0.0003272492693733,-0.0002808889767038,-0.0001581704746058
2023-08-09 08:48:01-04:00,0.1129326824219398,9.775908929961068,-0.0680031656312556,-0.000180482915973,0.0002443460946034,3.968704550600338e-11
2023-08-09 08:48:02-04:00,0.1073833543976599,9.777497464960272,-0.068586997590451,0.0002290743980535,0.0001772600129957,0.0003217951042253
2023-08-09 08:48:03-04:00,0.1266593672002532,9.778141600745064,-0.0646062112978792,-0.0004554218726947,7.908526822575171e-05,8.999352472267674e-05
2023-08-09 08:48:04-04:00,0.1165325987551893,9.776250839233398,-0.0630038748287396,-0.0001305030373094,8.329931403176412e-06,3.887321403123279e-05
2023-08-09 08:48:05-04:00,-0.1133386082614638,9.777116009167262,-0.0762925864338675,-0.0001090830880587,-0.0007499461532591,-0.0004308781624006
2023-08-09 08:48:06-04:00,0.1801034098723903,9.779444399746982,-0.0629964942874556,-0.000902662509491,-0.0015026193546613,-0.000239982783179
2023-08-09 08:48:07-04:00,-0.2947765209579042,9.770322169576373,-0.104055738466351,0.0010773441489701,-0.0063502219182819,-0.0023546078327027
2023-08-09 08:48:08-04:00,-0.2474328170397451,9.781880344663348,-0.120848226543915,0.0017235126441456,-0.0416479196033573,0.0008153959980908
2023-08-09 08:48:09-04:00,0.010115114305253,9.767926181446422,-0.0511846509592777,0.0020371265626246,-0.0927806130078221,0.0006708609819595
2023-08-09 08:48:10-04:00,-0.1080508968880167,9.775695340973993,0.032132190070115,0.0016632194419137,-0.14468065649271,-0.005400604144035
2023-08-09 08:48:11-04:00,-0.1275994042693387,9.82155418395996,0.2643000800994092,0.0029970575290332,-0.1979503373482397,-0.0058304906119051
2023-08-09 08:48:12-04:00,-0.1117339415221729,9.768100235678933,0.2424038106067614,-0.004810563893313,-0.2252647395112684,-0.0065040787521866
2023-08-09 08:48:13-04:00,-0.084379044394674,9.7676408631461,0.1987538301951385,-0.0103219863750771,-0.210339448547789,-0.0084893905763497
2023-08-09 08:48:14-04:00,0.4414864609882767,9.80372553212302,0.3012713269147622,-0.0046897790931821,-0.1435644384134899,-0.0009523945558943
2023-08-09 08:48:15-04:00,0.2871169683354145,9.778063080527566,-0.1022714167621664,-0.0050750902664731,-0.0105783315749639,-0.0036924621869859
2023-08-09 08:48:16-04:00,0.220556289356734,9.774883440562656,-0.3163546537408755,-0.0035697438044215,-0.0129999758472487,0.0026834437397025
2023-08-09 08:48:17-04:00,0.4369465060132955,9.775150520460944,-0.4461118726591979,0.0027461170009866,-0.0839495441791685,0.0011106642344119
2023-08-09 08:48:18-04:00,0.8595236473462798,9.773310175808993,-0.6358599908649921,2.727075168097664e-05,-0.1580613824938024,0.0019498598869956
2023-08-09 08:48:19-04:00,0.6236187223278519,9.77584491457258,-0.492643727255719,0.0056750472795101,-0.1786862642371228,-0.0040742529303575
2023-08-09 08:48:20-04:00,0.3284469533994394,9.771390284810748,-0.5145743682847491,-0.006999960564479,-0.1268239545551213,-0.0075080891213887
2023-08-09 08:48:21-04:00,0.2366971619277527,9.725018722670418,-0.644491824587541,-0.005066909047725,-0.1047770245266811,-0.0088330024539443
2023-08-09 08:48:22-04:00,-0.298515499023382,9.7882869200273,-0.2949806470254605,0.0099483768826757,-0.0597938896306524,-0.0045433100635169
2023-08-09 08:48:23-04:00,-1.748843565583229,9.768794638769966,-0.4210940568924083,-0.0100931598159315,0.012539397562928,0.0086659565038809
2023-08-09 08:48:24-04:00,-0.229625517302858,9.77846201828548,-0.1540913671820557,0.0057023179896142,0.0217266223886066,0.0092284285908265
2023-08-09 08:48:25-04:00,1.3557189301333643,9.713587362116034,-0.4999259075657888,-0.0016253377933545,0.049703705016457,-0.0012953616307121
2023-08-09 08:48:26-04:00,-0.0177325251362552,9.861815520695275,-0.842604724557272,0.0073525963070675,-0.1444807371971281,0.0342140069485387
2023-08-09 08:48:27-04:00,-0.1013424494885839,9.763432094029016,-0.533161480079538,0.0038724493476495,-0.1575732358864375,-0.0171942204282718
2023-08-09 08:48:28-04:00,0.5146961506286806,9.768752826343883,-0.0099737194112756,0.0210066740692127,-0.086161997626602,0.0064713535123571
2023-08-09 08:48:29-04:00,0.8759867266884872,9.776400293622698,1.0953145621045093,0.0179872045724716,0.1235280599191107,-0.0105235419744117
2023-08-09 08:48:30-04:00,0.2869891636073589,9.615493706294467,1.166426261487816,-0.0283125133797251,0.266135443800262,-0.0468348195551827
2023-08-09 08:48:31-04:00,0.1489749617874622,9.66181538321755,-0.0230581084858964,-0.0039569885869111,0.1449877752456813,-0.0008099416985974
2023-08-09 08:48:32-04:00,-0.1690251439202776,9.845952425684247,-0.0390115537447854,0.0360546847394808,0.0083366743970795,-0.0019825846705186
2023-08-09 08:48:33-04:00,-0.2457343397296167,9.868844441005162,0.4735331891237625,0.0138721942401554,-0.0115758963103871,0.0135612085683863
2023-08-09 08:48:34-04:00,-0.134313484586098,9.897693373940209,0.6976600693327121,-0.0091193453200893,0.0444486274354858,0.0292124491908387
2023-08-09 08:48:35-04:00,-0.3169849071585174,9.686466523579188,0.15525573510344,-0.0228910843517431,0.0298860365084172,-0.0031197761418297
2023-08-09 08:48:36-04:00,-0.7987024461681193,9.73947336023504,-0.0811493166256696,-0.0043787930996834,-0.0161323958838527,-0.0201446695951744
2023-08-09 08:48:37-04:00,-0.4119180094650281,9.764596479279655,-0.3433807307821033,-0.0095611319286815,-0.0565623034822887,0.0039378991714329
2023-08-09 08:48:38-04:00,0.642045588565192,9.740059290613448,-1.0708415425781692,-0.0074694640799342,-0.2174107581377029,0.003130684538129
2023-08-09 08:48:39-04:00,0.5183941424570301,9.813085347955877,-2.009546829963272,-0.024848332056056,-0.420927804979411,-0.0015105033896609
2023-08-09 08:48:40-04:00,0.5000892504633937,9.709241049630302,-2.2296727310333933,0.0061413773146341,-0.452828404626676,-0.0195640500169247
2023-08-09 08:48:41-04:00,0.6736970745758819,9.916465946606229,-0.9904896999443216,0.0074967348815074,-0.2484339874271037,0.0032015880029315
2023-08-09 08:48:42-04:00,0.5027864150025628,9.780727767944336,-0.3499503127214583,0.0087492563113549,-0.0845354194456542,0.0121228983625769
2023-08-09 08:48:43-04:00,-0.2796077367383986,9.816159674099511,-0.138783711873527,0.0088193672618217,-0.0197931251334791,0.0099183787336057
